,code,country,date,cases,daysGT100,logCases
3217,DOM,Dominican Republic,2020-04-06,1745.0,15.0,7.4645098346365275
3218,DOM,Dominican Republic,2020-04-07,1828.0,16.0,7.510977752014095
3219,DOM,Dominican Republic,2020-04-08,1956.0,17.0,7.578656850594762
3220,DOM,Dominican Republic,2020-04-09,2111.0,18.0,7.65491704784832
3221,DOM,Dominican Republic,2020-04-10,2349.0,19.0,7.761744984658913
3222,DOM,Dominican Republic,2020-04-11,2620.0,20.0,7.8709295967551425
3223,DOM,Dominican Republic,2020-04-12,2759.0,21.0,7.922623574217286
3224,DOM,Dominican Republic,2020-04-13,2967.0,22.0,7.995306620290822
3225,DOM,Dominican Republic,2020-04-14,3167.0,23.0,8.06054004653864
3226,DOM,Dominican Republic,2020-04-15,3286.0,24.0,8.097426298597213
3300,ECU,Ecuador,2020-03-18,111.0,0.0,4.709530201312334
3301,ECU,Ecuador,2020-03-19,168.0,1.0,5.123963979403259
3302,ECU,Ecuador,2020-03-20,199.0,2.0,5.293304824724492
3303,ECU,Ecuador,2020-03-21,426.0,3.0,6.054439346269371
3304,ECU,Ecuador,2020-03-22,532.0,4.0,6.2766434893416445
3305,ECU,Ecuador,2020-03-23,789.0,5.0,6.670766320845874
3306,ECU,Ecuador,2020-03-24,981.0,6.0,6.8885724595653635
3307,ECU,Ecuador,2020-03-25,1082.0,7.0,6.9865664594064265
3308,ECU,Ecuador,2020-03-26,1211.0,8.0,7.099201743553092
3309,ECU,Ecuador,2020-03-27,1403.0,9.0,7.246368080102461
3310,ECU,Ecuador,2020-03-28,1627.0,10.0,7.394493107219038
3311,ECU,Ecuador,2020-03-29,1835.0,11.0,7.51479976048867
3312,ECU,Ecuador,2020-03-30,1890.0,12.0,7.5443321080536885
3313,ECU,Ecuador,2020-03-31,1966.0,13.0,7.583756300707112
3314,ECU,Ecuador,2020-04-01,2302.0,14.0,7.741533589281828
3315,ECU,Ecuador,2020-04-02,2758.0,15.0,7.922261058353247
3316,ECU,Ecuador,2020-04-03,3163.0,16.0,8.059276223305648
3317,ECU,Ecuador,2020-04-04,3368.0,17.0,8.122074375362217
3318,ECU,Ecuador,2020-04-05,3465.0,18.0,8.150467911624004
3319,ECU,Ecuador,2020-04-06,3646.0,19.0,8.201385955238608
3320,ECU,Ecuador,2020-04-07,3747.0,20.0,8.228710798793687
3321,ECU,Ecuador,2020-04-08,3995.0,21.0,8.292798858200374
3322,ECU,Ecuador,2020-04-09,4450.0,22.0,8.400659375160286
3323,ECU,Ecuador,2020-04-10,4965.0,23.0,8.510168576479273
3324,ECU,Ecuador,2020-04-11,7161.0,24.0,8.87640491500694
3325,ECU,Ecuador,2020-04-12,7257.0,25.0,8.889721799278137
3326,ECU,Ecuador,2020-04-13,7466.0,26.0,8.91811465947453
3327,ECU,Ecuador,2020-04-14,7529.0,27.0,8.926517509850122
3328,ECU,Ecuador,2020-04-15,7603.0,28.0,8.936298185228436
3401,EGY,Egypt,2020-03-16,110.0,0.0,4.700480365792417
3402,EGY,Egypt,2020-03-17,126.0,1.0,4.836281906951478
3403,EGY,Egypt,2020-03-18,166.0,2.0,5.111987788356544
3404,EGY,Egypt,2020-03-19,196.0,3.0,5.278114659230517
3405,EGY,Egypt,2020-03-20,210.0,4.0,5.3471075307174685
3406,EGY,Egypt,2020-03-21,256.0,5.0,5.545177444479562
3407,EGY,Egypt,2020-03-22,285.0,6.0,5.652489180268651
3408,EGY,Egypt,2020-03-23,294.0,7.0,5.683579767338681
3409,EGY,Egypt,2020-03-24,327.0,8.0,5.7899601708972535
3410,EGY,Egypt,2020-03-25,366.0,9.0,5.902633333401366
3411,EGY,Egypt,2020-03-26,442.0,10.0,6.091309882077698
3412,EGY,Egypt,2020-03-27,456.0,11.0,6.1224928095143865
3413,EGY,Egypt,2020-03-28,495.0,12.0,6.20455776256869
3414,EGY,Egypt,2020-03-29,536.0,13.0,6.284134161070802
3415,EGY,Egypt,2020-03-30,576.0,14.0,6.3561076606958915
3416,EGY,Egypt,2020-03-31,609.0,15.0,6.411818267709897
3417,EGY,Egypt,2020-04-01,656.0,16.0,6.486160788944089
3418,EGY,Egypt,2020-04-02,710.0,17.0,6.565264970035361
3419,EGY,Egypt,2020-04-03,779.0,18.0,6.658011045870748
3420,EGY,Egypt,2020-04-04,779.0,19.0,6.658011045870748
3421,EGY,Egypt,2020-04-05,985.0,20.0,6.892641641172089
3422,EGY,Egypt,2020-04-06,1070.0,21.0,6.975413927455952
3423,EGY,Egypt,2020-04-07,1073.0,22.0,6.9782137426306985
3424,EGY,Egypt,2020-04-08,1322.0,23.0,7.186901020411631
3425,EGY,Egypt,2020-04-09,1560.0,24.0,7.352441100243583
3426,EGY,Egypt,2020-04-10,1699.0,25.0,7.4377951216719325
3427,EGY,Egypt,2020-04-11,1794.0,26.0,7.492203042618741
3428,EGY,Egypt,2020-04-12,1939.0,27.0,7.569927655242652
3429,EGY,Egypt,2020-04-13,2065.0,28.0,7.632885505395133
3430,EGY,Egypt,2020-04-14,2190.0,29.0,7.691656822810547
3431,EGY,Egypt,2020-04-15,2350.0,30.0,7.762170607138205
3453,SLV,El Salvador,2020-04-09,103.0,0.0,4.634728988229636
3454,SLV,El Salvador,2020-04-10,117.0,1.0,4.762173934797756
3455,SLV,El Salvador,2020-04-11,118.0,2.0,4.770684624465665
3456,SLV,El Salvador,2020-04-12,118.0,3.0,4.770684624465665
3457,SLV,El Salvador,2020-04-13,125.0,4.0,4.8283137373023015
3458,SLV,El Salvador,2020-04-14,149.0,5.0,5.003946305945459
3459,SLV,El Salvador,2020-04-15,159.0,6.0,5.0689042022202315
3587,EST,Estonia,2020-03-15,115.0,0.0,4.74493212836325
3588,EST,Estonia,2020-03-16,171.0,1.0,5.14166355650266
3589,EST,Estonia,2020-03-17,205.0,2.0,5.3230099791384085
3590,EST,Estonia,2020-03-18,225.0,3.0,5.41610040220442
3591,EST,Estonia,2020-03-19,258.0,4.0,5.552959584921617
3592,EST,Estonia,2020-03-20,267.0,5.0,5.58724865840025
3593,EST,Estonia,2020-03-21,283.0,6.0,5.645446897643238
3594,EST,Estonia,2020-03-22,306.0,7.0,5.723585101952381
3595,EST,Estonia,2020-03-23,326.0,8.0,5.786897381366708
3596,EST,Estonia,2020-03-24,352.0,9.0,5.863631175598097
3597,EST,Estonia,2020-03-25,369.0,10.0,5.910796644040527
3598,EST,Estonia,2020-03-26,404.0,11.0,6.0014148779611505
3599,EST,Estonia,2020-03-27,538.0,12.0,6.2878585601617845
3600,EST,Estonia,2020-03-28,575.0,13.0,6.354370040797351
3601,EST,Estonia,2020-03-29,640.0,14.0,6.461468176353717
3602,EST,Estonia,2020-03-30,679.0,15.0,6.520621127558696
3603,EST,Estonia,2020-03-31,715.0,16.0,6.5722825426940075
3604,EST,Estonia,2020-04-01,745.0,17.0,6.61338421837956
3605,EST,Estonia,2020-04-02,779.0,18.0,6.658011045870748
3606,EST,Estonia,2020-04-03,858.0,19.0,6.754604099487962
3607,EST,Estonia,2020-04-04,961.0,20.0,6.8679744089702925
3608,EST,Estonia,2020-04-05,1018.0,21.0,6.925595197110468
3609,EST,Estonia,2020-04-06,1097.0,22.0,7.00033446027523
3610,EST,Estonia,2020-04-07,1108.0,23.0,7.010311867307229
3611,EST,Estonia,2020-04-08,1149.0,24.0,7.046647277848756
3612,EST,Estonia,2020-04-09,1185.0,25.0,7.077498053569231
3613,EST,Estonia,2020-04-10,1207.0,26.0,7.095893221097532
3614,EST,Estonia,2020-04-11,1258.0,27.0,7.1372784372603855
3615,EST,Estonia,2020-04-12,1304.0,28.0,7.1731917424865985
3616,EST,Estonia,2020-04-13,1309.0,29.0,7.1770187659099
3617,EST,Estonia,2020-04-14,1332.0,30.0,7.194436851100335
3618,EST,Estonia,2020-04-15,1373.0,31.0,7.224753405767971
3869,FRO,Faeroe Islands,2020-03-23,115.0,0.0,4.74493212836325
3870,FRO,Faeroe Islands,2020-03-24,118.0,1.0,4.770684624465665
3871,FRO,Faeroe Islands,2020-03-25,122.0,2.0,4.804021044733257
3872,FRO,Faeroe Islands,2020-03-26,132.0,3.0,4.882801922586371
3873,FRO,Faeroe Islands,2020-03-27,140.0,4.0,4.941642422609304
3874,FRO,Faeroe Islands,2020-03-28,144.0,5.0,4.969813299576001
3875,FRO,Faeroe Islands,2020-03-29,155.0,6.0,5.043425116919247
3876,FRO,Faeroe Islands,2020-03-30,159.0,7.0,5.0689042022202315
3877,FRO,Faeroe Islands,2020-03-31,168.0,8.0,5.123963979403259
3878,FRO,Faeroe Islands,2020-04-01,169.0,9.0,5.1298987149230735
3879,FRO,Faeroe Islands,2020-04-02,173.0,10.0,5.153291594497779
3880,FRO,Faeroe Islands,2020-04-03,177.0,11.0,5.176149732573829
3881,FRO,Faeroe Islands,2020-04-04,179.0,12.0,5.187385805840755
3882,FRO,Faeroe Islands,2020-04-05,181.0,13.0,5.198497031265826
3883,FRO,Faeroe Islands,2020-04-06,181.0,14.0,5.198497031265826
3884,FRO,Faeroe Islands,2020-04-07,183.0,15.0,5.209486152841421
3885,FRO,Faeroe Islands,2020-04-08,184.0,16.0,5.214935757608986
3886,FRO,Faeroe Islands,2020-04-09,184.0,17.0,5.214935757608986
3887,FRO,Faeroe Islands,2020-04-10,184.0,18.0,5.214935757608986
3888,FRO,Faeroe Islands,2020-04-11,184.0,19.0,5.214935757608986
3889,FRO,Faeroe Islands,2020-04-12,184.0,20.0,5.214935757608986
3890,FRO,Faeroe Islands,2020-04-13,184.0,21.0,5.214935757608986
3891,FRO,Faeroe Islands,2020-04-14,184.0,22.0,5.214935757608986
3892,FRO,Faeroe Islands,2020-04-15,184.0,23.0,5.214935757608986
4001,FIN,Finland,2020-03-13,155.0,0.0,5.043425116919247
4002,FIN,Finland,2020-03-14,180.0,1.0,5.19295685089021
4003,FIN,Finland,2020-03-15,210.0,2.0,5.3471075307174685
4004,FIN,Finland,2020-03-16,267.0,3.0,5.58724865840025
4005,FIN,Finland,2020-03-17,272.0,4.0,5.605802066295998
4006,FIN,Finland,2020-03-18,319.0,5.0,5.765191102784844
4007,FIN,Finland,2020-03-19,369.0,6.0,5.910796644040527
4008,FIN,Finland,2020-03-20,400.0,7.0,5.991464547107982
4009,FIN,Finland,2020-03-21,450.0,8.0,6.1092475827643655
4010,FIN,Finland,2020-03-22,521.0,9.0,6.255750041753367
4011,FIN,Finland,2020-03-23,626.0,10.0,6.439350371100098
4012,FIN,Finland,2020-03-24,700.0,11.0,6.551080335043404
4013,FIN,Finland,2020-03-25,792.0,12.0,6.674561391814426
4014,FIN,Finland,2020-03-26,880.0,13.0,6.779921907472252
4015,FIN,Finland,2020-03-27,958.0,14.0,6.86484777797086
4016,FIN,Finland,2020-03-28,1025.0,15.0,6.932447891572509
4017,FIN,Finland,2020-03-29,1218.0,16.0,7.1049654482698426
4018,FIN,Finland,2020-03-30,1218.0,17.0,7.1049654482698426
4019,FIN,Finland,2020-03-31,1313.0,18.0,7.180069874302796
4020,FIN,Finland,2020-04-01,1384.0,19.0,7.232733136177615
4021,FIN,Finland,2020-04-02,1446.0,20.0,7.27655640271871
4022,FIN,Finland,2020-04-03,1518.0,21.0,7.325148957955575
4023,FIN,Finland,2020-04-04,1615.0,22.0,7.387090235656757
4024,FIN,Finland,2020-04-05,1882.0,23.0,7.540090320145325
4025,FIN,Finland,2020-04-06,1927.0,24.0,7.563719668414366
4026,FIN,Finland,2020-04-07,2176.0,25.0,7.685243607975833
4027,FIN,Finland,2020-04-08,2308.0,26.0,7.744136627627991
4028,FIN,Finland,2020-04-09,2487.0,27.0,7.818832443803404
4029,FIN,Finland,2020-04-10,2605.0,28.0,7.865187954187467
4030,FIN,Finland,2020-04-11,2769.0,29.0,7.926241523170962
4031,FIN,Finland,2020-04-12,2905.0,30.0,7.974188669286011
4032,FIN,Finland,2020-04-13,2974.0,31.0,7.9976631270201
4033,FIN,Finland,2020-04-14,3064.0,32.0,8.027476530860483
4034,FIN,Finland,2020-04-15,3161.0,33.0,8.058643712215618
4096,FRA,France,2020-03-01,100.0,0.0,4.605170185988092
4097,FRA,France,2020-03-02,130.0,1.0,4.867534450455582
4098,FRA,France,2020-03-03,178.0,2.0,5.181783550292085
4099,FRA,France,2020-03-04,212.0,3.0,5.356586274672012
4100,FRA,France,2020-03-05,285.0,4.0,5.652489180268651
4101,FRA,France,2020-03-06,423.0,5.0,6.0473721790462776
4102,FRA,France,2020-03-07,613.0,6.0,6.418364935936212
4103,FRA,France,2020-03-08,716.0,7.0,6.573680166960646
4104,FRA,France,2020-03-09,1126.0,8.0,7.026426808699636
4105,FRA,France,2020-03-10,1412.0,9.0,7.252762418053187
4106,FRA,France,2020-03-11,1784.0,10.0,7.486613313139955
4107,FRA,France,2020-03-12,2281.0,11.0,7.732369222284388
4108,FRA,France,2020-03-13,2876.0,12.0,7.964155718840937
4109,FRA,France,2020-03-14,3661.0,13.0,8.205491613120236
4110,FRA,France,2020-03-15,4499.0,14.0,8.411610428841172
4111,FRA,France,2020-03-16,5423.0,15.0,8.59840444684106
4112,FRA,France,2020-03-17,6633.0,16.0,8.799812469525556
4113,FRA,France,2020-03-18,7730.0,17.0,8.952864141581468
4114,FRA,France,2020-03-19,9134.0,18.0,9.119758993744945
4115,FRA,France,2020-03-20,10995.0,19.0,9.305195902988862
4116,FRA,France,2020-03-21,12612.0,20.0,9.442404020664952
4117,FRA,France,2020-03-22,14459.0,21.0,9.579072337028126
4118,FRA,France,2020-03-23,16018.0,22.0,9.681468368883628
4119,FRA,France,2020-03-24,19856.0,23.0,9.896261507444388
4120,FRA,France,2020-03-25,22302.0,24.0,10.012431639525307
4121,FRA,France,2020-03-26,25233.0,25.0,10.135907940630547
4122,FRA,France,2020-03-27,29155.0,26.0,10.280381703656257
4123,FRA,France,2020-03-28,32964.0,27.0,10.403171335883274
4124,FRA,France,2020-03-29,37575.0,28.0,10.534094214621176
4125,FRA,France,2020-03-30,40174.0,29.0,10.600975299194493
4126,FRA,France,2020-03-31,44550.0,30.0,10.704367432898955
4127,FRA,France,2020-04-01,52128.0,31.0,10.861457511401772
4128,FRA,France,2020-04-02,56989.0,32.0,10.950613545737037
4129,FRA,France,2020-04-03,59105.0,33.0,10.987070802184478
4130,FRA,France,2020-04-04,64338.0,34.0,11.071905715448201
4131,FRA,France,2020-04-05,68605.0,35.0,11.136120697355276
4132,FRA,France,2020-04-06,70478.0,36.0,11.163055883362937
4133,FRA,France,2020-04-07,74390.0,37.0,11.217076803185387
4134,FRA,France,2020-04-08,78167.0,38.0,11.266602842583593
4135,FRA,France,2020-04-09,82048.0,39.0,11.315059720840287
4136,FRA,France,2020-04-10,86334.0,40.0,11.365978773991472
4137,FRA,France,2020-04-11,90676.0,41.0,11.415047992488416
4138,FRA,France,2020-04-12,93790.0,42.0,11.448813519502984
4139,FRA,France,2020-04-13,95403.0,43.0,11.465865303482826
4140,FRA,France,2020-04-14,98076.0,44.0,11.49349796730413
4141,FRA,France,2020-04-15,103573.0,45.0,11.548031957080191
4321,GEO,Georgia,2020-04-01,110.0,0.0,4.700480365792417
4322,GEO,Georgia,2020-04-02,115.0,1.0,4.74493212836325
4323,GEO,Georgia,2020-04-03,121.0,2.0,4.795790545596741
4324,GEO,Georgia,2020-04-04,148.0,3.0,4.997212273764115
4325,GEO,Georgia,2020-04-05,157.0,4.0,5.056245805348308
4326,GEO,Georgia,2020-04-06,174.0,5.0,5.159055299214529
4327,GEO,Georgia,2020-04-07,188.0,6.0,5.236441962829949
4328,GEO,Georgia,2020-04-08,196.0,7.0,5.278114659230517
4329,GEO,Georgia,2020-04-09,211.0,8.0,5.351858133476067
4330,GEO,Georgia,2020-04-10,218.0,9.0,5.384495062789089
4331,GEO,Georgia,2020-04-11,234.0,10.0,5.455321115357702
4332,GEO,Georgia,2020-04-12,242.0,11.0,5.488937726156687
4333,GEO,Georgia,2020-04-13,257.0,12.0,5.54907608489522
4334,GEO,Georgia,2020-04-14,272.0,13.0,5.605802066295998
4335,GEO,Georgia,2020-04-15,300.0,14.0,5.703782474656201
4397,DEU,Germany,2020-03-01,111.0,0.0,4.709530201312334
4398,DEU,Germany,2020-03-02,129.0,1.0,4.859812404361672
4399,DEU,Germany,2020-03-03,157.0,2.0,5.056245805348308
4400,DEU,Germany,2020-03-04,196.0,3.0,5.278114659230517
4401,DEU,Germany,2020-03-05,262.0,4.0,5.568344503761097
4402,DEU,Germany,2020-03-06,400.0,5.0,5.991464547107982
4403,DEU,Germany,2020-03-07,684.0,6.0,6.52795791762255
4404,DEU,Germany,2020-03-08,847.0,7.0,6.741700694652055
4405,DEU,Germany,2020-03-09,902.0,8.0,6.804614520062624
4406,DEU,Germany,2020-03-10,1139.0,9.0,7.037905963447182
4407,DEU,Germany,2020-03-11,1296.0,10.0,7.16703787691222
4408,DEU,Germany,2020-03-12,1567.0,11.0,7.356918242356021
4409,DEU,Germany,2020-03-13,2369.0,12.0,7.7702232041587855
4410,DEU,Germany,2020-03-14,3062.0,13.0,8.026823576217629
4411,DEU,Germany,2020-03-15,3795.0,14.0,8.24143968982973
4412,DEU,Germany,2020-03-16,4838.0,15.0,8.484256691169973
4413,DEU,Germany,2020-03-17,6012.0,16.0,8.701512750872865
4414,DEU,Germany,2020-03-18,7156.0,17.0,8.87570644462861
4415,DEU,Germany,2020-03-19,8198.0,18.0,9.011645501064283
4416,DEU,Germany,2020-03-20,14138.0,19.0,9.556621486730899
4417,DEU,Germany,2020-03-21,18187.0,20.0,9.808462332127018
4418,DEU,Germany,2020-03-22,21463.0,21.0,9.974085801381666
4419,DEU,Germany,2020-03-23,24774.0,22.0,10.117549995114146
4420,DEU,Germany,2020-03-24,29212.0,23.0,10.28233486274
4421,DEU,Germany,2020-03-25,31554.0,24.0,10.3594556428174
4422,DEU,Germany,2020-03-26,36508.0,25.0,10.505286693636767
4423,DEU,Germany,2020-03-27,42288.0,26.0,10.65225863684407
4424,DEU,Germany,2020-03-28,48582.0,27.0,10.79100837091417
4425,DEU,Germany,2020-03-29,52547.0,28.0,10.869463286188333
4426,DEU,Germany,2020-03-30,57298.0,29.0,10.95602099807971
4427,DEU,Germany,2020-03-31,61913.0,30.0,11.033485452777471
4428,DEU,Germany,2020-04-01,67366.0,31.0,11.117895718583592
4429,DEU,Germany,2020-04-02,73522.0,32.0,11.205339960141606
4430,DEU,Germany,2020-04-03,79696.0,33.0,11.285974675313065
4431,DEU,Germany,2020-04-04,85778.0,34.0,11.359517842340914
4432,DEU,Germany,2020-04-05,91714.0,35.0,11.426430318347135
4433,DEU,Germany,2020-04-06,95391.0,36.0,11.465739513363474
4434,DEU,Germany,2020-04-07,99225.0,37.0,11.505145277651266
4435,DEU,Germany,2020-04-08,103228.0,38.0,11.544695413059031
4436,DEU,Germany,2020-04-09,108202.0,39.0,11.591755129512041
4437,DEU,Germany,2020-04-10,113525.0,40.0,11.639778355966152
4438,DEU,Germany,2020-04-11,117658.0,41.0,11.675537390143772
4439,DEU,Germany,2020-04-12,120479.0,42.0,11.699230742866472
4440,DEU,Germany,2020-04-13,123016.0,43.0,11.72006970719553
4441,DEU,Germany,2020-04-14,125098.0,44.0,11.736852709116974
4442,DEU,Germany,2020-04-15,127584.0,45.0,11.75653025018108
4456,GHA,Ghana,2020-03-27,132.0,0.0,4.882801922586371
4457,GHA,Ghana,2020-03-28,137.0,1.0,4.919980925828125
4458,GHA,Ghana,2020-03-29,141.0,2.0,4.948759890378168
4459,GHA,Ghana,2020-03-30,152.0,3.0,5.0238805208462765
4460,GHA,Ghana,2020-03-31,152.0,4.0,5.0238805208462765
4461,GHA,Ghana,2020-04-01,152.0,5.0,5.0238805208462765
4462,GHA,Ghana,2020-04-02,195.0,6.0,5.272999558563747
4463,GHA,Ghana,2020-04-03,204.0,7.0,5.318119993844216
4464,GHA,Ghana,2020-04-04,205.0,8.0,5.3230099791384085
4465,GHA,Ghana,2020-04-05,214.0,9.0,5.365976015021851
4466,GHA,Ghana,2020-04-06,214.0,10.0,5.365976015021851
4467,GHA,Ghana,2020-04-07,287.0,11.0,5.659482215759621
4468,GHA,Ghana,2020-04-08,287.0,12.0,5.659482215759621
4469,GHA,Ghana,2020-04-09,313.0,13.0,5.746203190540153
4470,GHA,Ghana,2020-04-10,378.0,14.0,5.934894195619588
4471,GHA,Ghana,2020-04-11,378.0,15.0,5.934894195619588
4472,GHA,Ghana,2020-04-12,408.0,16.0,6.0112671744041615
4473,GHA,Ghana,2020-04-13,566.0,17.0,6.338594078203183
4474,GHA,Ghana,2020-04-14,566.0,18.0,6.338594078203183
4475,GHA,Ghana,2020-04-15,636.0,19.0,6.455198563340122
4493,GIB,Gibraltar,2020-04-06,103.0,0.0,4.634728988229636
4494,GIB,Gibraltar,2020-04-07,109.0,1.0,4.6913478822291435
4495,GIB,Gibraltar,2020-04-08,113.0,2.0,4.727387818712341
4496,GIB,Gibraltar,2020-04-09,120.0,3.0,4.787491742782046
4497,GIB,Gibraltar,2020-04-10,123.0,4.0,4.812184355372417
4498,GIB,Gibraltar,2020-04-11,127.0,5.0,4.844187086458591
4499,GIB,Gibraltar,2020-04-12,129.0,6.0,4.859812404361672
4500,GIB,Gibraltar,2020-04-13,129.0,7.0,4.859812404361672
4501,GIB,Gibraltar,2020-04-14,129.0,8.0,4.859812404361672
4502,GIB,Gibraltar,2020-04-15,129.0,9.0,4.859812404361672
4574,GRC,Greece,2020-03-13,133.0,0.0,4.890349128221754
4575,GRC,Greece,2020-03-14,190.0,1.0,5.247024072160486
4576,GRC,Greece,2020-03-15,228.0,2.0,5.429345628954441
4577,GRC,Greece,2020-03-16,331.0,3.0,5.802118375377063
4578,GRC,Greece,2020-03-17,352.0,4.0,5.863631175598097
4579,GRC,Greece,2020-03-18,387.0,5.0,5.958424693029782
4580,GRC,Greece,2020-03-19,418.0,6.0,6.035481432524756
4581,GRC,Greece,2020-03-20,464.0,7.0,6.139884552226255
4582,GRC,Greece,2020-03-21,495.0,8.0,6.20455776256869
4583,GRC,Greece,2020-03-22,530.0,9.0,6.272877006546167
4584,GRC,Greece,2020-03-23,624.0,10.0,6.436150368369428
4585,GRC,Greece,2020-03-24,695.0,11.0,6.543911845564792
4586,GRC,Greece,2020-03-25,743.0,12.0,6.610696044717759
4587,GRC,Greece,2020-03-26,821.0,13.0,6.710523109452428
4588,GRC,Greece,2020-03-27,892.0,14.0,6.79346613258001
4589,GRC,Greece,2020-03-28,966.0,15.0,6.873163834212518
4590,GRC,Greece,2020-03-29,1061.0,16.0,6.966967138613983
4591,GRC,Greece,2020-03-30,1156.0,17.0,7.052721049232323
4592,GRC,Greece,2020-03-31,1212.0,18.0,7.10002716662926
4593,GRC,Greece,2020-04-01,1314.0,19.0,7.1808311990445555
4594,GRC,Greece,2020-04-02,1375.0,20.0,7.226209010100671
4595,GRC,Greece,2020-04-03,1514.0,21.0,7.322510433997394
4596,GRC,Greece,2020-04-04,1613.0,22.0,7.385851078125209
4597,GRC,Greece,2020-04-05,1673.0,23.0,7.422373700986824
4598,GRC,Greece,2020-04-06,1735.0,24.0,7.45876269238096
4599,GRC,Greece,2020-04-07,1755.0,25.0,7.470224135899966
4600,GRC,Greece,2020-04-08,1832.0,26.0,7.513163545234075
4601,GRC,Greece,2020-04-09,1884.0,27.0,7.5411524551363085
4602,GRC,Greece,2020-04-10,1955.0,28.0,7.578145472419466
4603,GRC,Greece,2020-04-11,2011.0,29.0,7.606387389772652
4604,GRC,Greece,2020-04-12,2081.0,30.0,7.640603826393634
4605,GRC,Greece,2020-04-13,2114.0,31.0,7.656337166430183
4606,GRC,Greece,2020-04-14,2145.0,32.0,7.6708948313621175
4607,GRC,Greece,2020-04-15,2170.0,33.0,7.682482446534506
4677,GUM,Guam,2020-04-06,110.0,0.0,4.700480365792417
4678,GUM,Guam,2020-04-07,112.0,1.0,4.718498871295094
4679,GUM,Guam,2020-04-08,121.0,2.0,4.795790545596741
4680,GUM,Guam,2020-04-09,125.0,3.0,4.8283137373023015
4681,GUM,Guam,2020-04-10,128.0,4.0,4.852030263919617
4682,GUM,Guam,2020-04-11,130.0,5.0,4.867534450455582
4683,GUM,Guam,2020-04-12,133.0,6.0,4.890349128221754
4684,GUM,Guam,2020-04-13,133.0,7.0,4.890349128221754
4685,GUM,Guam,2020-04-14,134.0,8.0,4.897839799950911
4686,GUM,Guam,2020-04-15,135.0,9.0,4.90527477843843
4713,GTM,Guatemala,2020-04-10,126.0,0.0,4.836281906951478
4714,GTM,Guatemala,2020-04-11,137.0,1.0,4.919980925828125
4715,GTM,Guatemala,2020-04-12,153.0,2.0,5.030437921392435
4716,GTM,Guatemala,2020-04-13,156.0,3.0,5.049856007249537
4717,GTM,Guatemala,2020-04-14,167.0,4.0,5.117993812416755
4718,GTM,Guatemala,2020-04-15,180.0,5.0,5.19295685089021
4734,GGY,Guernsey,2020-04-04,114.0,0.0,4.736198448394496
4735,GGY,Guernsey,2020-04-05,136.0,1.0,4.912654885736052
4736,GGY,Guernsey,2020-04-06,154.0,2.0,5.0369526024136295
4737,GGY,Guernsey,2020-04-07,165.0,3.0,5.10594547390058
4738,GGY,Guernsey,2020-04-08,166.0,4.0,5.111987788356544
4739,GGY,Guernsey,2020-04-09,181.0,5.0,5.198497031265826
4740,GGY,Guernsey,2020-04-10,191.0,6.0,5.25227342804663
4741,GGY,Guernsey,2020-04-11,200.0,7.0,5.298317366548036
4742,GGY,Guernsey,2020-04-12,209.0,8.0,5.342334251964811
4743,GGY,Guernsey,2020-04-13,218.0,9.0,5.384495062789089
4744,GGY,Guernsey,2020-04-14,219.0,10.0,5.389071729816501
4745,GGY,Guernsey,2020-04-15,223.0,11.0,5.407171771460119
4767,GIN,Guinea,2020-04-05,111.0,0.0,4.709530201312334
4768,GIN,Guinea,2020-04-06,121.0,1.0,4.795790545596741
4769,GIN,Guinea,2020-04-07,128.0,2.0,4.852030263919617
4770,GIN,Guinea,2020-04-08,144.0,3.0,4.969813299576001
4771,GIN,Guinea,2020-04-09,164.0,4.0,5.099866427824199
4772,GIN,Guinea,2020-04-10,194.0,5.0,5.267858159063328
4773,GIN,Guinea,2020-04-11,212.0,6.0,5.356586274672012
4774,GIN,Guinea,2020-04-12,250.0,7.0,5.521460917862246
4775,GIN,Guinea,2020-04-13,250.0,8.0,5.521460917862246
4776,GIN,Guinea,2020-04-14,319.0,9.0,5.765191102784844
4777,GIN,Guinea,2020-04-15,363.0,10.0,5.8944028342648505
4979,HND,Honduras,2020-03-29,110.0,0.0,4.700480365792417
4980,HND,Honduras,2020-03-30,139.0,1.0,4.9344739331306915
4981,HND,Honduras,2020-03-31,141.0,2.0,4.948759890378168
4982,HND,Honduras,2020-04-01,172.0,3.0,5.147494476813453
4983,HND,Honduras,2020-04-02,219.0,4.0,5.389071729816501
4984,HND,Honduras,2020-04-03,222.0,5.0,5.402677381872279
4985,HND,Honduras,2020-04-04,264.0,6.0,5.575949103146316
4986,HND,Honduras,2020-04-05,268.0,7.0,5.5909869805108565
4987,HND,Honduras,2020-04-06,298.0,8.0,5.697093486505405
4988,HND,Honduras,2020-04-07,305.0,9.0,5.720311776607412
4989,HND,Honduras,2020-04-08,312.0,10.0,5.7430031878094825
4990,HND,Honduras,2020-04-09,343.0,11.0,5.8377304471659395
4991,HND,Honduras,2020-04-10,382.0,12.0,5.945420608606575
4992,HND,Honduras,2020-04-11,392.0,13.0,5.971261839790462
4993,HND,Honduras,2020-04-12,393.0,14.0,5.973809611869261
4994,HND,Honduras,2020-04-13,397.0,15.0,5.983936280687191
4995,HND,Honduras,2020-04-14,407.0,16.0,6.008813185442595
4996,HND,Honduras,2020-04-15,419.0,17.0,6.037870919922137
5012,HUN,Hungary,2020-03-21,103.0,0.0,4.634728988229636
