code,slope,intercept,rvalue,pvalue,stderr
LUX,0.13169072968948697,5.7662141071953545,0.9278670387842278,1.4014708756756905e-09,0.012142219402524154
LVA,0.08372388768076407,4.939569950228966,0.9648096608673168,1.771956763111269e-12,0.005234833957499546
MAR,0.1268489972126359,5.060429796253868,0.9772177754239814,2.9893069449337667e-14,0.006320394654663861
MDA,0.14348686658209472,4.741923889906077,0.9955564375223771,5.789701327076814e-21,0.0031136308320285455
MEX,0.14975808154884448,5.081138419764614,0.9914946491756926,2.7194651895612423e-18,0.004509815558813762
MKD,0.09282562816528601,4.882682246106545,0.9933242833298376,2.742853045282084e-19,0.0024730788913288233
MLT,0.06339903688333677,4.669232087307966,0.992616601419119,7.123971828178119e-19,0.0017773147883797748
MYS,0.16580859887033633,4.868557968964397,0.9755164916873486,5.886231432066882e-14,0.008575763339240103
NLD,0.1967289412573267,5.178335489910996,0.9951572308411637,1.3089761240532571e-20,0.004457950054738932
NOR,0.1644272562702954,5.106742652199733,0.9672491399448889,9.040219121417704e-13,0.009899190774849406
NZL,0.10258404995020623,5.290617827431441,0.9129092537744583,7.910525009629449e-09,0.01052225011507507
PAK,0.12893626108175746,5.625374760487268,0.9652560504837431,1.572313584178206e-12,0.008007646685959897
PAN,0.14559464926960095,5.104355504426101,0.9770369744252819,3.220171216210023e-14,0.007284161487425025
PER,0.13923618532729926,5.0609256195359915,0.991461386956202,2.8218323819590305e-18,0.004201255772287423
PHL,0.17104014359503106,4.632998843197646,0.9946654181550361,3.27469977384514e-20,0.004069391311551723
POL,0.16951558257764857,4.944308270560397,0.9898820633939733,1.406297807471764e-17,0.005574539752520017
PRT,0.21494545483200553,5.223501141863361,0.9855384961330259,4.115667179772073e-16,0.008478592401484419
QAT,0.04253267367983466,5.727707861618871,0.959728496070943,6.255870021551248e-12,0.0028562378614668104
ROU,0.1698823394566696,4.819476234692891,0.9960840815654826,1.7458669856422297e-21,0.0034592477498039845
RUS,0.20026349620954537,4.892806766880846,0.9978433901725254,6.0794369117078586e-24,0.003022241181345331
SAU,0.15427502298875664,4.921591868340247,0.9743244870139334,9.203596223479674e-14,0.008178695371494812
SGP,0.0651831621587261,4.503480310873484,0.9864748407871464,2.186945674430227e-16,0.0024847651014827526
SRB,0.1624944243409123,4.7970845976401355,0.9959177142077894,2.590571924442471e-21,0.0033787901939429403
SVK,0.0799691011145033,4.829605238553004,0.988555985156714,4.507897683843047e-17,0.002799640461701818
SVN,0.08562220285506648,5.203703199988309,0.9887830925949775,3.729537623490634e-17,0.0029671454895416676
SWE,0.14626897785449972,5.281659080286117,0.9665347945999866,1.1066024880793477e-12,0.008906467715630589
THA,0.14527784590676376,5.144729537256461,0.9502970094997826,4.450289361310956e-11,0.010919553138408202
TUR,0.24623444805260333,6.03394658003001,0.9789515218756726,1.418816373805048e-14,0.011777110555964738
UKR,0.15607797092547562,5.242388553049215,0.9772206856751927,2.985714973188043e-14,0.0077762471437298405
URY,0.0665195502797617,4.973421920401482,0.960464845632106,5.265037708296441e-12,0.004423461780266344
USA,0.2900970896089602,4.5626030382417895,0.9988919897237678,1.091318872601806e-26,0.003135556268888462
VEN,0.028814552479349262,4.703604013783223,0.9843910946532306,8.462960541126613e-16,0.001181863337040877
VNM,0.037297847468129246,4.956337281319424,0.8747098986194937,2.147424928393499e-07,0.00474098240363674
ZAF,0.13231078107791766,5.300946792853871,0.9229942089501961,2.5579096070479434e-09,0.012655232782232182
