code,slope,intercept,rvalue,pvalue,stderr
ALB,0.06895363065909407,4.882267593022246,0.9723089811658873,1.8721544250422642e-13,0.003802182723684259
ARE,0.148384426867558,4.508635648749804,0.9906484547029031,6.673919739439525e-18,0.004688467751345243
ARG,0.12671035373388556,5.254524986843202,0.9702530357580482,3.667343814640193e-13,0.007253249570612382
ARM,0.1074986318654022,4.822518414264301,0.9881842089664429,6.098904594979727e-17,0.003825145309924215
AUS,0.2045943483382891,4.5186607076415655,0.9953341496163376,9.197708707108824e-21,0.004550102177856451
AUT,0.22359330445286069,4.971942596283061,0.9881597834026368,6.219147791143309e-17,0.0079645324305858
BEL,0.1988612822438669,4.873602360833866,0.9971756530086164,7.86391064640367e-23,0.0034361247771333087
BFA,0.0730035579466031,4.956522069443028,0.9801598610990695,8.129047594864614e-15,0.003386825283494105
BGR,0.08069625665358521,4.939485586096071,0.977594364345894,2.555266945306925e-14,0.003986255596391489
BIH,0.10802975210485216,4.914920565287747,0.9846478636988482,7.236347999936931e-16,0.004393511579231542
BRA,0.20602047600789766,5.304915083043442,0.9795577742032187,1.0773792233220756e-14,0.009706255323091852
CAN,0.22063579839938754,4.845644025117545,0.9956825490832053,4.4063630206583595e-21,0.004718866781668391
CHE,0.2066185255840677,5.477651517898957,0.9926333788573359,6.972114354067651e-19,0.005785640582413112
CHL,0.1676964182772545,5.3498840461632735,0.987656465970332,9.218172538371516e-17,0.006101428092821725
CHN,0.2722468000359645,5.563571965376683,0.9863646424797782,2.3611972712086623e-16,0.010421044254597826
COL,0.13839608379561388,4.93373835522808,0.9850558944257674,5.611329284575319e-16,0.0055514631318526
CRI,0.07824317125397416,4.884041576746652,0.9706900179028655,3.1917812410468603e-13,0.004444327100537322
CYP,0.09262327971134322,4.791590711658448,0.9848397028952566,6.426305710996546e-16,0.003742780701718022
CZE,0.16727188946867114,5.16424596747939,0.9823386466155926,2.7149397322377222e-15,0.007309469295211824
DEU,0.25234992038518383,4.694421701527894,0.9962945663963642,1.03374757971769e-21,0.00499770295855768
DNK,0.10329129675023964,5.890711690218801,0.8869083315298157,8.52589865398335e-08,0.012342379656062134
DOM,0.13866846530559926,5.367797134559142,0.9648630074993577,1.7469654483721633e-12,0.008663306581098783
DZA,0.13491438022416047,5.132274931223765,0.976641269608735,3.7818371978444735e-14,0.006809808767953988
ECU,0.16043471454500507,5.481959906595285,0.9438628738707021,1.3792463905002532e-10,0.012881621735015853
EGY,0.09938718008790952,4.93842925545254,0.9859008263994004,3.2386266533944726e-16,0.0038698661558646164
ESP,0.29220579169833133,4.845928371395823,0.9925407153736427,7.848439028009276e-19,0.008234095122429005
EST,0.09335951821270057,5.056321989699987,0.9858528165220375,3.344300917217251e-16,0.003641482619460884
FIN,0.11482573307446331,5.18271838955949,0.9918671650531765,1.779631905142106e-18,0.0033803376162766328
FRA,0.24915795070738306,4.794175274923593,0.9936769611314392,1.6400560562544877e-19,0.006458669326818658
GBR,0.22258015902279876,4.874808109732879,0.997765416170975,8.516697115178912e-24,0.003419414684012652
GRC,0.1037706640757876,5.311739108086181,0.978312845889317,1.880085786802867e-14,0.005040444158600707
HKG,0.058861932451156174,4.432455182423888,0.9432619914648412,1.5224435755534206e-10,0.004753659854804326
HRV,0.11885502535281268,5.16315199037065,0.9525411379224019,2.8946401574966456e-11,0.008713964062307612
HUN,0.10984278568266582,4.947644342164075,0.98216122753473,2.983328268472392e-15,0.004824629007759384
IDN,0.1492199224107508,4.970993246090192,0.9796559688471742,1.0295984822514109e-14,0.007012773115994739
IND,0.17163706962034633,4.842323099762341,0.9958791387818158,2.8322700737073652e-21,0.0035858223466484276
IRL,0.17117226192527496,5.265207225623854,0.9801517880276047,8.16027023979224e-15,0.007942791977245596
IRN,0.21963931668553993,5.92913906138897,0.9476276233658634,7.238865652476998e-11,0.016982423835649327
IRQ,0.10454073105480213,4.784519763140291,0.9953730074314688,8.496510685110695e-21,0.0023151776456912885
ISL,0.12558364580014833,4.8456855084376595,0.9840574095452304,1.033314571103076e-15,0.0052070579706726865
ISR,0.19683758070084686,5.142557662304958,0.9881477895013584,6.278963843542527e-17,0.0070150912567703075
ITA,0.24186620430214562,5.4248868844259945,0.9895436646388632,1.919735733988453e-17,0.008087790914929654
JOR,0.05496024595079974,5.036220471549014,0.923353600519552,2.4502189127651686e-09,0.005242992864447617
JPN,0.08823659927101327,4.745839922650572,0.9950498742558831,1.6114449461930727e-20,0.0020216785630843693
KOR,0.17516386044911908,6.113013665741834,0.9351442993370003,5.252104687754199e-10,0.015223686504136814
KWT,0.05788713400152713,4.632642531623712,0.993916422189537,1.137562273264098e-19,0.0014715952928595574
LKA,0.041545796563519755,4.587304454099495,0.9899962856358628,1.2630701810807365e-17,0.0013583869443033524
LTU,0.10427408138205409,5.095092286216378,0.9620078210928227,3.6288844721023014e-12,0.006789197415186454
