,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,regionCode,subRegionCode,m49,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
popDensity,1.0,0.3248606232856771,-0.07696163075134914,-0.08505380287283869,-0.06587355407645278,0.3524419903867091,-0.35244199015957006,0.24835986296580095,0.13642368918341866,0.08244545428953999,-0.21609321718169772,0.09021304290035505,-0.09547091527996251,-0.10486966887304182,-0.11838006203292656,-0.07759581586685647,-0.11211361901238025,-0.1360352390944949,-0.11640989673677762,-0.08345363622919474,-0.0023234789280650358,-0.07717329181697732,0.1330257525309038,-0.2647204555960665,0.05995420169671292,-0.4153994209825373,0.22009655237250472,-0.18649503813321738,-0.15166917258241655,-0.1250073510684494,,-0.34988880359274493,-0.16151311230396914,-0.16312895673405486,-0.07306566816614984,-0.26441627505393017,-0.4326104487005246,0.12358679604949387,0.0030911945460743743,-0.2939280369535191,-0.26441627505393034,0.027199044719963553,0.12358679604949313,0.0030911945460743782,-0.2939280369535184
gdp,0.3248606232856771,1.0,-0.2694400756860976,-0.2557897370556585,-0.2820028260482938,0.6465619644682288,-0.6465619611243015,0.4652942989671062,0.22697827882068605,0.0988796159196074,0.13862618316732644,0.12883627024713437,0.0577329873250187,0.01151493022580636,-0.1304120004408279,0.09906972147403606,0.007202484534132438,0.28102048253580414,0.04731165909213273,0.11423291952449491,0.2682131310592111,-0.2711001222282266,-0.15066796360961712,0.1968358885417023,-0.03099502867098834,-0.2157852688951704,0.17820198564212877,0.49878927827174674,0.008612491172610983,0.007031291142304674,,-0.12260709536474965,0.2425698295326021,0.41969502479696275,0.48776004150900787,-0.13582880508001538,-0.20695445394076797,0.056377459319332704,-0.030255211585753006,-0.22654149830089806,-0.1358288050800153,0.4239155083038133,0.056377459319330955,-0.030255211585752992,-0.22654149830089756
gapPop,-0.07696163075134914,-0.2694400756860976,1.0,0.9895099779780755,0.9840382941420044,-0.2574228817827995,0.25742287858637086,-0.22705840239286468,-0.09879801469876388,-0.11170029956895693,-0.16977656717542441,-0.1455526113030518,0.24885720577423862,0.1522040730503431,0.5610064739680763,0.14926873404615856,0.1191197972651325,-0.18371626209261746,-0.09810922334268575,0.5654694152046429,-0.2938232060409576,0.9999656118482032,0.18111456444137353,-0.19259132121940994,0.21488833781691488,-0.22417164334049372,0.2318785085382545,-0.19183322255787824,-0.74437384232326,0.3816538389311729,,0.35154474978093225,-0.20671416034813203,-0.3287366097178542,-0.3166793114200857,0.31819033805159463,0.22634435976647888,-0.010440057824861083,-0.021499357647880017,0.3017227064126028,0.3181903380515947,-0.5337282245580003,-0.010440057824860951,-0.021499357647880017,0.30172270641260296
urbanPop,-0.08505380287283869,-0.2557897370556585,0.9895099779780755,1.0,0.9480549552324801,-0.20629325172345553,0.2062932483991387,-0.20155752453577558,-0.08210999352526865,-0.1738056043642049,-0.13716498483671238,-0.1420725910815981,0.34522519898087906,0.22852055134022456,0.5933902348060942,0.25047934629099183,0.20777900096857121,-0.17109748404932332,-0.08118351321585078,0.6423733328244974,-0.26239826638667385,0.9890868031025241,0.16092007701533792,-0.14489879448153697,0.24659316771462847,-0.21094749816759598,0.2321140467609303,-0.14948527678339232,-0.7488652563446149,0.46647288230329037,,0.4030171669116668,-0.21692064627894886,-0.32686430748904416,-0.2918875535484561,0.3754390242613115,0.2062337895062572,0.014973910952657342,-0.013632479319980143,0.29000751834611593,0.3754390242613115,-0.5824145624411563,0.01497391095265783,-0.013632479319980136,0.29000751834611577
ruralPop,-0.06587355407645278,-0.2820028260482938,0.9840382941420044,0.9480549552324801,1.0,-0.3177578739708958,0.31775787090127183,-0.2573153322226052,-0.12055292109074833,-0.03413215722524644,-0.20761142377785866,-0.143656807310423,0.12614442329796274,0.05734130269709185,0.5056486789927077,0.02363457457358418,0.01016458094685183,-0.19457456547846952,-0.11518289000873283,0.2576588521012798,-0.2920455166294349,0.9845269317141049,0.20281967329210482,-0.24708049198505763,0.16959148215250688,-0.2342465234914142,0.2227061180463942,-0.2403519602048072,-0.715107702750987,0.26855084483714803,,0.2797811254633559,-0.19007200833527024,-0.32463831717699876,-0.34117195060566025,0.24057246177092087,0.2436594656019139,-0.04092517567707562,-0.030350027966610214,0.30739090361149485,0.2405724617709209,-0.4629520939591712,-0.04092517567707585,-0.030350027966610217,0.3073909036114956
urbanPct,0.3524419903867091,0.6465619644682288,-0.2574228817827995,-0.20629325172345553,-0.3177578739708958,1.0,-0.9999999999999994,0.540102947310652,0.20895413378823618,0.027597270836474976,0.26040670818340794,-0.1940906441050598,0.04942881896729523,0.05991939182382117,-0.07266580613587434,0.07288895127261763,0.05085075599501955,0.24783799370196943,0.15263018020246188,0.07617176426540305,0.25335825034349696,-0.26018782320428435,-0.19130952215724234,0.2789297377183113,-0.11956219894997613,-0.13358739712592205,0.23234075381438585,0.4369544751082644,-0.08349899178298373,0.010691900367122779,,-0.08455699058755015,0.19440167402945094,0.30565945719316434,0.41075109960008016,-0.07189645347830265,-0.22023955329889952,0.08085869893074456,0.05361268746583083,-0.1986936274493633,-0.07189645347830272,0.28414112362886923,0.08085869893074532,0.05361268746583084,-0.1986936274493656
ruralPct,-0.35244199015957006,-0.6465619611243015,0.25742287858637086,0.2062932483991387,0.31775787090127183,-0.9999999999999994,1.0,-0.5401029442495995,-0.2089541368081824,-0.02759726461909821,-0.2604067075155863,0.19409065131542597,-0.049428822840896273,-0.05991939599455147,0.07266579860105421,-0.07288895357981545,-0.05085076116634754,-0.2478379891396942,-0.15263017999409417,-0.0761717737287693,-0.253358246600545,0.2601878200080495,0.19130952049083363,-0.2789297381756027,0.11956219856277717,0.13358739111064374,-0.23234076240750234,-0.43695446444588565,0.0834989994939676,-0.010691903850610963,,0.08455698169109913,-0.194401665897592,-0.305659452713852,-0.4107510961326411,0.0718964448453603,0.2202395498542753,-0.0808586949938949,-0.05361269777497525,0.19869362047562913,0.07189644484536024,-0.28414111291685545,-0.08085869499389566,-0.05361269777497526,0.19869362047563138
lifeExpectancy,0.24835986296580095,0.4652942989671062,-0.22705840239286468,-0.20155752453577558,-0.2573153322226052,0.540102947310652,-0.5401029442495995,1.0,0.7976044993550032,0.14303982932718862,0.005753672747631744,-0.12928422055070332,0.09606349968935599,0.18926661113446902,0.08587672346177143,0.08088881812744438,0.09365391985308162,0.5022851976923375,0.3656684715473208,0.13198300029120857,0.36705045684875365,-0.2322892104630927,-0.641830021497348,0.5223602617832669,-0.10810311304286145,-0.07073717828423956,0.3226080038908815,0.4171483748058023,-0.2634141690785449,0.11010306404103797,,0.15968053545733132,0.436570431161069,0.5904467066728981,0.687489441063901,0.1481472508032577,0.08543881489621077,-0.01215675737746359,0.11318395211080988,0.08511233267976251,0.14814725080325777,0.4206217224472401,-0.01215675737746192,0.1131839521108099,0.08511233267975986
medianAge,0.13642368918341866,0.22697827882068605,-0.09879801469876388,-0.08210999352526865,-0.12055292109074833,0.20895413378823618,-0.2089541368081824,0.7976044993550032,1.0,0.25843203211713345,-0.028363521047522204,-0.1095621237113688,0.1285140915471548,0.21342390078562068,0.16998827783086648,0.09716641730571207,0.11273911508396342,0.3277502173390041,0.36482214909980304,0.1939048065838688,0.17880021175229505,-0.10496160696316245,-0.49145920027748213,0.4122016109018171,-0.06941363329345997,0.07048832417726775,0.5278766040751074,0.1870200778519231,-0.2818966069586675,0.15904761925813585,,0.19661931491851187,0.23597102398161662,0.44176595086263926,0.5264384921765911,0.1908181479109785,0.07830362399559819,0.0504491017541408,0.07295126268959466,0.03433398302623344,0.19081814791097873,0.2523282271136432,0.05044910175414483,0.07295126268959465,0.034333983026228296
regionCode,0.08244545428953999,0.0988796159196074,-0.11170029956895693,-0.1738056043642049,-0.03413215722524644,0.027597270836474976,-0.02759726461909821,0.14303982932718862,0.25843203211713345,1.0,0.03854648342209004,0.08391674627380946,-0.312359346774755,-0.14794996910598704,-0.04911237584160302,-0.34672318677695324,-0.28356432287356403,0.2052211801895096,0.1815618379699776,-0.3280350819580703,0.14542619919966313,-0.11461100528634163,0.0353168565441649,-0.17495039334982235,-0.12487051364917685,0.06588013026795944,0.3941352738246431,-0.10553990459587263,-0.10808880301627792,-0.2864807047503505,,-0.16791013672173632,0.22235379162559685,0.22635354348022105,0.22819724375616315,-0.2352146386531648,0.18476666240727452,-0.1695424849672363,0.040053692452292324,0.05272945067533993,-0.2352146386531647,0.40393100797914083,-0.16954248496723406,0.04005369245229233,0.052729450675335326
subRegionCode,-0.21609321718169772,0.13862618316732644,-0.16977656717542441,-0.13716498483671238,-0.20761142377785866,0.26040670818340794,-0.2604067075155863,0.005753672747631744,-0.028363521047522204,0.03854648342209004,1.0,-0.259467525182092,-0.17194904136411446,-0.14331972509646704,-0.15283164503433302,-0.15504567177359663,-0.17066380369929837,0.1589482858981267,0.04225071905604149,-0.19741716320641334,0.11230250692918035,-0.17075708592398187,-0.19277891528996016,0.26131903673705265,-0.13076535369211348,0.08690187097206081,0.051724599104624173,0.2744392898751806,0.30128996601006963,-0.17097885156614073,,0.06981296927535731,0.20851361836240873,0.3133478824747367,0.25878300950779937,0.039098072664449784,0.055633422406902104,0.1525873251038272,-0.15253606514345827,-0.06337864251035694,0.039098072664449854,0.23914864332236965,0.152587325103828,-0.15253606514345824,-0.06337864251035867
m49,0.09021304290035505,0.12883627024713437,-0.1455526113030518,-0.1420725910815981,-0.143656807310423,-0.1940906441050598,0.19409065131542597,-0.12928422055070332,-0.1095621237113688,0.08391674627380946,-0.259467525182092,1.0,0.22352130202288134,0.2027396101568159,-0.06618485529259922,0.2704115392279146,0.22955970007124843,0.03856191705209548,0.04337126640006212,0.1551163257018471,-0.10753483742799672,-0.14429787511341918,0.21052019600376123,-0.18059303630699833,-0.16180453263236477,-0.028304359260237062,-0.23315670069239353,-0.04975613106121792,0.1561578314109046,0.18159777284738424,,-0.03164699857394413,-0.021858572392502697,-0.05723904718530503,-0.01782078788451119,-0.024459827814293875,-0.13898266205104173,0.07992570426727238,-0.020969357781667825,-0.21750878249986272,-0.024459827814293837,-0.06536198635310016,0.07992570426727096,-0.020969357781667846,-0.2175087824998614
totalCases,-0.09547091527996251,0.0577329873250187,0.24885720577423862,0.34522519898087906,0.12614442329796274,0.04942881896729523,-0.049428822840896273,0.09606349968935599,0.1285140915471548,-0.312359346774755,-0.17194904136411446,0.22352130202288134,1.0,0.871593775273469,0.6064903032244081,0.9789968227017204,0.9397431223009254,0.3057970400100692,0.35228079482358277,0.9289578421784397,-0.03891082268868973,0.2480269542665481,-0.14544024405537073,0.38968706254184543,0.17932532756360198,-0.07266722244888335,-0.05596494966127087,0.1559019449686349,-0.2796669206914487,0.9697777309304599,,0.6584511481679101,0.05013652307251536,0.17989192227677372,0.3009604233009356,0.705095542445933,-0.09806904618004675,0.23278601521800948,-0.050006749082888116,0.06263075316759141,0.705095542445933,-0.43501133356051847,0.23278601521801087,-0.050006749082888116,0.06263075316758926
totalDeaths,-0.10486966887304182,0.01151493022580636,0.1522040730503431,0.22852055134022456,0.05734130269709185,0.05991939182382117,-0.05991939599455147,0.18926661113446902,0.21342390078562068,-0.14794996910598704,-0.14331972509646704,0.2027396101568159,0.871593775273469,1.0,0.6385190216926647,0.8161848189054193,0.8896509389249065,0.45053601035273305,0.6781366814837,0.7438918321803666,-0.05355073318062166,0.15091178837611535,-0.1206260964934737,0.44234360724843624,0.1659546385168306,0.011852784727394743,0.010158245590443102,0.11739526924657225,-0.3113336622034603,0.8733872841145432,,0.7139151848141266,0.12000840365541628,0.25924997215433715,0.39927852463293295,0.742961298528367,-0.03609377911598067,0.2719275310285043,-0.06791746929992383,0.10593489158193879,0.7429612985283673,-0.39294812478246843,0.2719275310285068,-0.0679174692999238,0.10593489158193477
totalRecovered,-0.11838006203292656,-0.1304120004408279,0.5610064739680763,0.5933902348060942,0.5056486789927077,-0.07266580613587434,0.07266579860105421,0.08587672346177143,0.16998827783086648,-0.04911237584160302,-0.15283164503433302,-0.06618485529259922,0.6064903032244081,0.6385190216926647,1.0,0.43369012619088243,0.6544671903300306,0.29180901618705046,0.40575021555278035,0.6916568814606741,-0.008629375745197511,0.5598631969960746,-0.06458128969461312,0.15906130467629556,0.2335502427313298,-0.05645552216873328,0.19764406076214108,-0.08063378679885772,-0.6700548434701072,0.7433103990009822,,0.7625627365369005,0.06044655826120481,0.12816619411385655,0.22304871272980728,0.7449451290327505,0.22675206283637256,0.054568420107201795,-0.028288789761537838,0.4429405544029453,0.7449451290327507,-0.4686353619873148,0.05456842010720327,-0.02828878976153783,0.44294055440294317
activeCases,-0.07759581586685647,0.09906972147403606,0.14926873404615856,0.25047934629099183,0.02363457457358418,0.07288895127261763,-0.07288895357981545,0.08088881812744438,0.09716641730571207,-0.34672318677695324,-0.15504567177359663,0.2704115392279146,0.9789968227017204,0.8161848189054193,0.43369012619088243,1.0,0.8919127226869976,0.2606138763002441,0.2759018667676879,0.9024007830787509,-0.04150566348648617,0.14865419658662474,-0.15111557139186155,0.39817657211574353,0.14778222578223713,-0.07749817861653094,-0.11408254219501693,0.19897821907000898,-0.14873428926842444,0.9104015022877555,,0.5526436266448609,0.03564828780571665,0.16481869404412983,0.2766441315138124,0.6108174421150295,-0.1695649103241745,0.24639005890462937,-0.048021198822151286,-0.04140413911652381,0.6108174421150295,-0.37834702036589923,0.2463900589046306,-0.048021198822151286,-0.0414041391165256
criticalCases,-0.11211361901238025,0.007202484534132438,0.1191197972651325,0.20777900096857121,0.01016458094685183,0.05085075599501955,-0.05085076116634754,0.09365391985308162,0.11273911508396342,-0.28356432287356403,-0.17066380369929837,0.22955970007124843,0.9397431223009254,0.8896509389249065,0.6544671903300306,0.8919127226869976,1.0,0.3808087738125501,0.47781807302949625,0.8463610026917144,-0.08320511120524013,0.11877492207324836,-0.11277529127936786,0.38531217563429027,0.10820037655597955,0.02331160266641107,-0.09222748170305978,0.11369739258470979,-0.21202092198758177,0.9158288905971884,,0.6729923512954288,0.07476546948934908,0.21802047695697738,0.38536305793963294,0.7201008934352662,-0.11668169407272248,0.25575607298468706,-0.07078137682239244,0.07728474128349472,0.7201008934352662,-0.4539214827765678,0.25575607298468817,-0.07078137682239244,0.0772847412834924
casesMPop,-0.1360352390944949,0.28102048253580414,-0.18371626209261746,-0.17109748404932332,-0.19457456547846952,0.24783799370196943,-0.2478379891396942,0.5022851976923375,0.3277502173390041,0.2052211801895096,0.1589482858981267,0.03856191705209548,0.3057970400100692,0.45053601035273305,0.29180901618705046,0.2606138763002441,0.3808087738125501,1.0,0.6701085005477341,0.23807169468390757,0.6851634133973896,-0.18534117093329416,-0.4688802249042925,0.5115899274121399,-0.1608002198173615,-0.0002620447743831002,0.027524330913980866,0.37221775978100824,-0.03618525609486234,0.34503292548041137,,0.4159914758990963,0.9182376369654957,0.7954394934933082,0.8266099132394865,0.4117708863428062,0.09521656846414374,0.13188853966472086,-0.12189572831686256,0.1393489979682883,0.4117708863428063,0.3873363500121156,0.1318885396647215,-0.1218957283168625,0.13934899796828654
deathsMPop,-0.11640989673677762,0.04731165909213273,-0.09810922334268575,-0.08118351321585078,-0.11518289000873283,0.15263018020246188,-0.15263017999409417,0.3656684715473208,0.36482214909980304,0.1815618379699776,0.04225071905604149,0.04337126640006212,0.35228079482358277,0.6781366814837,0.40575021555278035,0.2759018667676879,0.47781807302949625,0.6701085005477341,1.0,0.22952778101123447,0.016318171200851894,-0.09977813132474403,-0.1906257135024554,0.48697676936727446,0.006290398780224632,0.13495445612174473,0.20715622937969314,0.19803195197856827,-0.19163649040949712,0.4177205291198906,,0.5834680953920044,0.381894332287411,0.48865498591257267,0.5798016517537353,0.5776960247769704,0.08681096906707869,0.2643899213492674,-0.09038351209920127,0.12093436334477736,0.5776960247769705,-0.036854772627906686,0.26438992134926953,-0.09038351209920124,0.12093436334477405
totalTests,-0.08345363622919474,0.11423291952449491,0.5654694152046429,0.6423733328244974,0.2576588521012798,0.07617176426540305,-0.0761717737287693,0.13198300029120857,0.1939048065838688,-0.3280350819580703,-0.19741716320641334,0.1551163257018471,0.9289578421784397,0.7438918321803666,0.6916568814606741,0.9024007830787509,0.8463610026917144,0.23807169468390757,0.22952778101123447,1.0,0.002043161563630942,0.5602411339775971,-0.19819339702744315,0.39942001231029284,0.22713793521076056,-0.06430952722788982,0.02095283324071681,0.12466760938655294,-0.4063041319848793,0.920039426195616,,0.6480597546531596,0.010116563113110415,0.1773972108696845,0.28630171086989536,0.691623426026433,-0.12246290533425766,0.16115493574474618,0.0671213445283698,0.07511364525834312,0.6916234260264328,-0.4308919786041443,0.16115493574474743,0.0671213445283698,0.07511364525834122
