,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionName,country_x,m49,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,country_y,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
44,Israel,ISR,387.250462107209,32024.3527705394,8064547.0,7724692,655408,92.179,7.821000099999999,82.05121951219509,30.200001,World,142,Asia,145,Western Asia,,Israel,376,Developed,Israel,12501,130.0,2563.0,9808,180.0,1444.0,15.0,117339.0,13557.0,8657202,13.0,54.0,47.0,81.0,38.0,,Israel,1584576000,433.0,5.0,6.07073772800249,5.00161599556069e-05,-9.903164405641572,7.275172319452771,0.2642845653269579,4.863461591933829,0.9716133705973025,0.0011972641099380497,0.032174819068126616,0.26428456532695765,-11.110440541710233,0.9716133705973026,0.00119726410993804,0.03217481906812653
45,Italy,ITA,206.468287210172,34302.0374026544,59504212.0,42247229,18483353,69.565,30.434998999999998,82.54390243902441,45.900002,World,150,Europe,39,Southern Europe,,Italy,380,Developed,Italy,165155,21645.0,38092.0,105418,3079.0,2732.0,358.0,1117404.0,18481.0,60452050,50.0,76.0,70.0,75.0,61.0,30.0,Italy,1582934400,888.0,5.0,6.78897174299217,1.4689328153470395e-05,-11.12838930378213,7.912789220690681,0.36792894804568277,4.971591650664935,0.99374207139243,5.861997021722694e-05,0.0206780735263666,0.36792894804568294,-12.945769396109366,0.9937420713924302,5.8619970217222774e-05,0.020678073526366237
46,Japan,JPN,348.751920122888,37882.980624441,127974958.0,116182717,10958283,91.381,8.619000400000001,83.79390243902441,46.299999,World,142,Asia,30,Eastern Asia,,Japan,392,Developed,Japan,8626,178.0,901.0,7547,168.0,68.0,1.0,94236.0,745.0,126852941,54.0,46.0,95.0,92.0,88.0,42.0,Japan,1582761600,186.0,5.0,5.225746673713202,1.4662647829347527e-06,-13.432792354891612,4.219507705176107,0.10028928952833936,4.7162771050847,0.9632461560175102,0.0020014431971738375,0.01398382679367586,0.10028928952833915,-13.942261923520114,0.9632461560175098,0.0020014431971738713,0.01398382679367589
47,Jordan,JOR,103.16852894796101,8491.05031104045,9159302.0,8266820,892482,90.256,9.744000400000001,74.182,22.1,World,142,Asia,145,Western Asia,,Jordan,400,Developing,Jordan,401,7.0,250.0,144,5.0,39.0,0.7,20500.0,2009.0,10282051,70.0,30.0,45.0,65.0,16.0,43.0,Jordan,1585440000,235.0,5.0,5.459585514144159,2.285536222296505e-05,-10.686324797565616,3.6635616461296463,0.15313392383733157,4.709963547869295,0.9969315534861655,1.4108600741961132e-05,0.006011971895196827,0.15313392383733151,-11.435946763840478,0.9969315534861654,1.4108600741962135e-05,0.006011971895196934
48,Kenya,KEN,82.99585163580142,2835.99661032872,47236259.0,12119879,35116380,25.658,74.342003,66.695,19.0,World,2,Africa,202,Sub-Saharan Africa,,Kenya,404,Developing,Kenya,225,10.0,53.0,162,2.0,4.0,0.2,9630.0,179.0,56250000,70.0,25.0,60.0,50.0,,,Kenya,1586304000,172.0,5.0,5.147494476813453,3.0577777777777778e-06,-12.697822122235351,1.3862943611198906,0.08943821916103127,4.69418776625056,0.9929181889760686,7.505048740701385e-05,0.005350527287735706,0.08943821916103153,-13.151128832798243,0.9929181889760691,7.505048740700448e-05,0.005350527287735551
49,Kuwait,KWT,220.863860830527,68476.3250405689,3935794.0,3935794,0,100.0,0.0,74.577,33.400002,World,142,Asia,145,Western Asia,,Kuwait,414,Developing,Kuwait,1405,3.0,206.0,1196,31.0,329.0,0.7,,,4270517,90.0,25.0,40.0,80.0,,,Kuwait,1584576000,142.0,5.0,4.955827057601261,3.3251243350629446e-05,-10.311418397557656,5.796057750765372,0.07189715703102277,4.587524744064746,0.9949683767930144,3.791215475933565e-05,0.0036198827863235437,0.07189715703102299,-10.679720711094172,0.9949683767930146,3.7912154759332274e-05,0.003619882786323474
50,Kyrgyzstan,KGZ,31.0578727841502,3237.60293714448,5865401.0,2131200,3825700,35.777,64.223,70.6512195121951,25.299999,World,142,Asia,143,Central Asia,,Kyrgyzstan,417,Developing,Kyrgyzstan,449,5.0,78.0,366,5.0,69.0,0.8,26147.0,4008.0,6507246,,,,,66.0,39.0,Kyrgyzstan,1586131200,216.0,5.0,5.375278407684165,3.319376584195526e-05,-10.313148475518643,4.23410650459726,0.12593402037793475,4.607589357371074,0.9279534223611613,0.007599077602130229,0.025289593076794053,0.12593402037793447,-11.080837525831733,0.9279534223611604,0.007599077602130413,0.025289593076794174
51,Latvia,LVA,31.803264715342603,23018.8161056707,1992663.0,1344323,633204,67.98,32.02,74.4804878048781,42.5,World,150,Europe,154,Northern Europe,,Latvia,428,Developed,Latvia,666,5.0,44.0,617,3.0,353.0,3.0,29896.0,15850.0,1886686,44.0,70.0,9.0,63.0,69.0,13.0,Latvia,1585180800,221.0,5.0,5.3981627015177525,0.00011713660884747118,-9.052169707290822,5.8664680569332965,0.14544034023387045,4.692833979614325,0.9898240403390707,0.0001547983714311036,0.010454226705576681,0.14544034023387045,-9.75749842919425,0.9898240403390707,0.0001547983714311036,0.010454226705576681
52,Lithuania,LTU,46.3702391214124,27045.713019289,2931926.0,1952971,951939,67.23,32.77,74.3219512195122,42.700001,World,150,Europe,154,Northern Europe,,Lithuania,440,Developed,Lithuania,1091,30.0,138.0,923,14.0,401.0,11.0,44677.0,16412.0,2720698,42.0,60.0,19.0,65.0,82.0,16.0,Lithuania,1585267200,299.0,5.0,5.700443573390687,0.00010989826875309204,-9.115955449607876,5.993961427306569,0.20966328544783902,4.719191239380695,0.9901469101585788,0.000145146783504894,0.014825916316140691,0.20966328544783894,-10.097207783617867,0.9901469101585787,0.00014514678350489708,0.014825916316140773
53,Luxembourg,LUX,219.924324324324,94088.5922250508,566741.0,513663,55941,90.179,9.8210001,82.2926829268293,39.299999,World,150,Europe,155,Western Europe,,Luxembourg,442,Developed,Luxembourg,3373,69.0,526.0,2778,33.0,5388.0,110.0,30723.0,49080.0,626021,40.0,60.0,50.0,70.0,64.0,56.0,Luxembourg,1584921600,798.0,5.0,6.682108597449809,0.0012747176212938543,-6.66503059839564,8.591929537530255,0.3577537688254408,5.0229098424213285,0.9899303738242768,0.00015158554016602273,0.025578506723159387,0.35775376882544063,-8.32422935342412,0.9899303738242768,0.00015158554016602273,0.02557850672315937
54,Macedonia,MKD,82.4467882632831,12759.8166020197,2079308.0,1193689,885619,57.408,42.591999,75.54899999999999,37.400002,World,150,Europe,39,Southern Europe,,Macedonia,807,Developed,Macedonia,974,45.0,98.0,831,15.0,468.0,22.0,9262.0,4446.0,2081197,,,,,62.0,35.0,Macedonia,1585353600,219.0,5.0,5.389071729816501,0.00010522790490280353,-9.159382037104674,6.148468295917647,0.13186439808253744,4.7561043345176675,0.9947836599482436,4.074433646607779e-05,0.006760826120850616,0.13186439808253736,-9.792349432403507,0.9947836599482438,4.07443364660743e-05,0.006760826120850466
55,Malaysia,MYS,93.51135291432051,25001.6126731494,30723155.0,22800575,7922580,74.21300000000001,25.787001,75.143,27.700001,World,142,Asia,35,South-eastern Asia,,Malaysia,458,Developing,Malaysia,5072,83.0,2647.0,2342,56.0,157.0,3.0,87183.0,2694.0,32305732,104.0,26.0,50.0,36.0,41.0,57.0,Malaysia,1584230400,238.0,5.0,5.472270673671475,7.367113675059274e-06,-11.818484560077327,5.056245805348308,0.13940875413083,4.725478461429811,0.9850160053431722,0.00033509803985528735,0.012204291555282217,0.13940875413082976,-12.565276772318988,0.9850160053431722,0.00033509803985528735,0.012204291555282194
56,Malta,MLT,1390.790625,34087.0815138045,427616.0,420192,24861,94.414,5.586,81.7975609756098,40.900002,World,150,Europe,39,Southern Europe,,Malta,470,Developed,Malta,399,3.0,44.0,352,4.0,904.0,7.0,20139.0,45611.0,441372,56.0,59.0,47.0,96.0,47.0,66.0,Malta,1585440000,149.0,5.0,5.003946305945459,0.0003375837162303001,-7.993697030320753,6.806829360392176,0.06098746640151266,4.706930170768333,0.9784672817725028,0.0006904950233556284,0.006432475681745859,0.06098746640151274,-8.29071316549788,0.9784672817725031,0.0006904950233556066,0.006432475681745823
57,Mexico,MEX,64.7603842691427,16938.6054057995,125890949.0,99812639,26078310,79.285,20.715,76.933,27.5,World,19,Americas,419,Latin America and the Caribbean,Central America,Mexico,484,Developing,Mexico,5847,449.0,2125.0,3273,207.0,45.0,3.0,40091.0,311.0,129933333,81.0,30.0,69.0,82.0,24.0,97.0,Mexico,1585008000,367.0,5.0,5.905361848054571,2.824525404885904e-06,-12.777170205749636,3.8066624897703196,0.22437886958064757,4.8341051647325335,0.9942986034849044,4.866621875767726e-05,0.012031529663841486,0.22437886958064757,-13.848426889071675,0.9942986034849043,4.866621875767917e-05,0.012031529663841604
58,Moldova,MDA,123.806319016268,4746.7849111142295,4065980.0,1510140,2043968,42.49,57.509997999999996,71.468,35.599998,World,150,Europe,151,Eastern Europe,,Moldova,498,Developed,Moldova,2049,46.0,171.0,1832,80.0,508.0,11.0,6271.0,1555.0,4033465,,,,,71.0,19.0,Moldova,1585440000,231.0,5.0,5.442417710521793,5.727085768687717e-05,-9.767718655472342,6.230481447578482,0.1520721665816626,4.692399615762013,0.9984757445113989,3.483261498647265e-06,0.004203011159152003,0.15207216658166267,-10.517736750232121,0.9984757445113989,3.483261498647265e-06,0.004203011159152006
59,Montenegro,MNE,46.25717472118961,15289.7211914952,628178.0,409418,212741,65.806,34.194,76.938,37.700001,World,150,Europe,39,Southern Europe,,Montenegro,499,Developed,Montenegro,288,4.0,55.0,229,7.0,459.0,6.0,3874.0,6168.0,627451,,,,,75.0,20.0,Montenegro,1586131200,214.0,5.0,5.365976015021851,0.0003410624893417972,-7.983444844267823,6.129050210060545,0.1438784091903441,4.6905842702696425,0.9928359859961139,7.680080528026034e-05,0.008657691632197241,0.14387840919034403,-8.658836589020032,0.9928359859961139,7.680080528026034e-05,0.008657691632197238
60,Morocco,MAR,77.98190006721941,7296.9344014319095,34803322.0,21163552,13639770,60.809,39.191002000000005,75.57300000000001,27.9,World,2,Africa,15,Northern Africa,,Morocco,504,Developing,Morocco,2024,127.0,229.0,1668,1.0,55.0,3.0,10392.0,282.0,36800000,70.0,46.0,53.0,68.0,14.0,25.0,Morocco,1585353600,345.0,5.0,5.84354441703136,9.375e-06,-11.5774639861078,4.007333185232471,0.22657592290404827,4.709391239784342,0.9976911561020612,7.989986271057983e-06,0.0077116817493350425,0.2265759229040481,-12.711617163354818,0.9976911561020612,7.989986271057983e-06,0.0077116817493350365
61,Netherlands,NLD,502.81754229741796,46494.3642578078,16938499.0,15275237,1664686,90.17299999999999,9.826999699999998,81.509756097561,42.099998,World,150,Europe,155,Western Europe,,Netherlands,528,Developed,Netherlands,28153,3134.0,250.0,24769,1279.0,1643.0,183.0,140845.0,8220.0,17135119,38.0,80.0,14.0,53.0,67.0,68.0,Netherlands,1583971200,503.0,5.0,6.220590170099739,2.935491723168074e-05,-10.436050488016715,7.404279118037268,0.26175562186783663,4.946553271092428,0.9889887620357101,0.0001812035004842862,0.019584338387535493,0.26175562186783674,-11.710087387024025,0.9889887620357102,0.00018120350048428266,0.0195843383875354
62,New Zealand,NZL,17.4535718354791,35309.8237244851,4614532.0,3967973,627727,86.34100000000001,13.659,81.45682926829271,37.299999,World,9,Oceania,53,Australia and New Zealand,,New Zealand,554,Developed,New Zealand,1401,9.0,770.0,622,3.0,291.0,2.0,70160.0,14549.0,4814433,22.0,79.0,58.0,49.0,33.0,75.0,New Zealand,1585353600,416.0,5.0,6.030685260261263,8.640685206336863e-05,-9.356443579009852,5.673323267171493,0.2844804639209055,4.6629025977728285,0.9972615102519963,1.1238720736061454e-05,0.01054839587722453,0.28448046392090565,-10.724226241498288,0.997261510251996,1.1238720736063292e-05,0.010548395877224965
63,Nigeria,NGA,198.932490090802,5670.63944311027,181181744.0,86673723,94508021,47.838,52.161999,52.985,17.9,World,2,Africa,202,Sub-Saharan Africa,Western Africa,Nigeria,566,Developing,Nigeria,407,12.0,128.0,267,2.0,2.0,0.06,5000.0,24.0,203500000,80.0,30.0,60.0,55.0,13.0,84.0,Nigeria,1586044800,210.0,5.0,5.3471075307174685,1.031941031941032e-06,-13.784069032129455,0.6931471805599453,0.10333733562454846,4.828466891823581,0.98391134984901,0.0003861847649027208,0.009381930874951072,0.10333733562454823,-14.302709671023344,0.98391134984901,0.0003861847649027208,0.009381930874951051
64,Norway,NOR,14.210294459883098,64008.2868303461,5199836.0,4208817,981422,81.09100000000001,18.909000000000002,82.3048780487805,39.200001,World,150,Europe,154,Northern Europe,,Norway,578,Developed,Norway,6798,150.0,32.0,6616,64.0,1254.0,28.0,130216.0,24020.0,5421053,31.0,69.0,8.0,50.0,35.0,55.0,Norway,1583971200,489.0,5.0,6.192362489474872,9.020387736478503e-05,-9.31343814551376,7.134093721192866,0.2672349934040906,4.65217826450713,0.9609850599386317,0.002253554723179044,0.038459117070385546,0.2672349934040906,-10.853622370481503,0.960985059938632,0.0022535547231790055,0.038459117070385365
65,Pakistan,PAK,245.667954804898,4695.69987892337,189380513.0,68226224,121154289,36.025999999999996,63.973999,66.322,22.5,World,142,Asia,34,Southern Asia,,Pakistan,586,Developing,Pakistan,6383,111.0,1446.0,4826,46.0,29.0,0.5,73439.0,332.0,220103448,55.0,14.0,50.0,70.0,50.0,0.0,Pakistan,1584835200,646.0,5.0,6.470799503782602,2.934983553733334e-06,-12.738808708197926,3.367295829986474,0.27365673105425636,5.152126880685491,0.9683333934331474,0.0014882837327748995,0.03527778617842089,0.27365673105425664,-14.057481331295039,0.9683333934331474,0.0014882837327748995,0.03527778617842093
66,Panama,PAN,53.3931799838579,20786.6596878595,3969249.0,2647330,1321919,66.696,33.304001,77.806,28.4,World,19,Americas,419,Latin America and the Caribbean,Central America,Panama,381,Developing,Panama,3751,103.0,75.0,3573,106.0,869.0,24.0,16854.0,3906.0,4316456,95.0,11.0,44.0,86.0,,,Panama,1585008000,345.0,5.0,5.84354441703136,7.992668059167058e-05,-9.434400836130639,6.767343125265392,0.2412168660612531,4.730399833633792,0.987964647727199,0.00021640289788650867,0.01888295691817808,0.2412168660612532,-10.547545419528205,0.987964647727199,0.00021640289788650867,0.01888295691817809
67,Peru,PER,24.51302421875,11770.034448234499,31376671.0,24272051,7104620,77.357,22.643,74.747,27.5,World,19,Americas,419,Latin America and the Caribbean,South America,Peru,604,Developing,Peru,11475,254.0,3108.0,8113,146.0,348.0,8.0,109385.0,3318.0,32974138,64.0,16.0,42.0,87.0,25.0,46.0,Peru,1584921600,363.0,5.0,5.8944028342648505,1.1008627427955813e-05,-11.416831280945198,5.8522024797744745,0.23239800957812407,4.822811149687828,0.9750702143603875,0.0009244944593143698,0.02644338573366617,0.23239800957812404,-12.48842296552222,0.9750702143603875,0.0009244944593143698,0.026443385733666162
68,Philippines,PHL,341.13545628332804,6874.58256551739,101716359.0,47078400,54637959,46.284,53.716,68.95100000000001,24.1,World,142,Asia,35,South-eastern Asia,,Philippines,608,Developing,Philippines,5453,349.0,353.0,4751,1.0,50.0,3.0,45486.0,415.0,109060000,94.0,32.0,64.0,44.0,27.0,42.0,Philippines,1584662400,230.0,5.0,5.438079308923196,2.1089308637447275e-06,-13.069329438538995,3.912023005428146,0.14336865490523823,4.73898758018722,0.9818167167096525,0.0004929417010632965,0.013859950809917972,0.14336865490523784,-13.768421167274969,0.9818167167096528,0.000492941701063285,0.013859950809917847
69,Poland,POL,124.061569613639,25299.9743484897,38265226.0,22897449,15088963,60.278,39.722,77.4512195121951,39.700001,World,150,Europe,151,Eastern Europe,,Poland,616,Developed,Poland,7582,286.0,668.0,6628,160.0,200.0,8.0,156493.0,4135.0,37910000,68.0,60.0,64.0,93.0,38.0,29.0,Poland,1584662400,355.0,5.0,5.872117789475416,9.364283830123977e-06,-11.578607698017102,5.298317366548036,0.2550931665182807,4.637721258358301,0.9949932073121291,3.753920445696915e-05,0.012811477805728578,0.2550931665182806,-12.813004229134219,0.9949932073121291,3.753920445696915e-05,0.012811477805728576
70,Portugal,PRT,113.072025849835,26607.8331233896,10418473.0,6578828,3779248,63.513999999999996,36.486,81.1243902439025,43.900002,World,150,Europe,39,Southern Europe,,Portugal,620,Developed,Portugal,18091,599.0,383.0,17109,208.0,1774.0,59.0,208314.0,20430.0,10197858,63.0,27.0,31.0,104.0,28.0,33.0,Portugal,1584576000,642.0,5.0,6.464588303689961,6.295439689393596e-05,-9.673099952511452,7.480992162869525,0.34159973940806876,4.766193269520646,0.9984263506338902,3.7126100203150744e-06,0.009593333886637214,0.3415997394080686,-11.371494986680766,0.9984263506338902,3.7126100203150744e-06,0.009593333886637209
71,Qatar,QAT,213.741515934539,119749.42853615199,2481539.0,2455359,26180,98.945,1.0549998999999999,78.036,31.299999,World,142,Asia,145,Western Asia,,Qatar,634,Developing,Qatar,3711,7.0,406.0,3298,37.0,1288.0,2.0,54484.0,18911.0,2881211,93.0,25.0,55.0,80.0,,,Qatar,1584403200,439.0,5.0,6.0844994130751715,0.0001523664875637362,-8.789221836768558,7.160845906664299,0.10299365697448896,5.5600308897753585,0.9917855009988455,0.00010093984180345202,0.006641628077818885,0.10299365697448896,-9.31369036006837,0.9917855009988455,0.00010093984180345202,0.006641628077818885
72,Romania,ROU,86.1243089360223,20556.003642336298,19876621.0,10677968,9137513,53.887,46.112999,75.0121951219512,41.299999,World,150,Europe,151,Eastern Europe,,Romania,642,Developed,Romania,7216,372.0,1217.0,5627,245.0,375.0,19.0,74827.0,3890.0,19242667,90.0,30.0,42.0,90.0,52.0,20.0,Romania,1584662400,277.0,5.0,5.6240175061873385,1.4395093985672569e-05,-11.1486231048716,5.926926025970411,0.186478089341742,4.774037110011536,0.9854707966688481,0.00031511308309476827,0.01606966076278864,0.18647808934174226,-11.998603501047405,0.9854707966688481,0.00031511308309476827,0.016069660762788658
73,Russia,RUS,8.79880404497318,24516.5499502712,143888004.0,106703732,37393138,74.05,25.950001,71.1682926829268,38.700001,World,150,Europe,151,Eastern Europe,,Russia,643,Developed,Russia,24490,198.0,1986.0,22306,8.0,168.0,1.0,1517992.0,10402.0,145773810,93.0,39.0,36.0,95.0,81.0,20.0,Russia,1584921600,438.0,5.0,6.082218910376446,3.0046549513935323e-06,-12.715347821397422,5.123963979403259,0.2619898434123919,4.738213618294699,0.9974170539586781,9.998799173925575e-06,0.009433431793295248,0.2619898434123919,-14.059353113479169,0.9974170539586781,9.998799173925575e-06,0.009433431793295248
74,Rwanda,RWA,471.404661532225,1731.04342267746,11629553.0,1977489,9652064,17.004,82.996002,66.696,19.4,World,2,Africa,202,Sub-Saharan Africa,Eastern Africa,Rwanda,646,Developing,Rwanda,136,,54.0,82,,11.0,,6237.0,482.0,12363636,,,,,18.0,37.0,Rwanda,1586476800,113.0,5.0,4.727387818712341,9.139706151167828e-06,-11.60288232277785,2.3978952727983707,0.01943838363124237,4.618929473796135,0.9463426003272051,0.004241431856032907,0.003318992094599745,0.01943838363124232,-11.711340667694055,0.9463426003272066,0.004241431856032665,0.003318992094599682
75,Saudi Arabia,SAU,14.679858026041,50723.7126450691,31557144.0,26249232,5307912,83.18,16.82,74.4,29.799999,World,142,Asia,145,Western Asia,,Saudi Arabia,682,Developing,Saudi Arabia,5862,79.0,931.0,4852,71.0,168.0,2.0,150000.0,4309.0,34892857,95.0,25.0,60.0,80.0,36.0,52.0,Saudi Arabia,1584748800,274.0,5.0,5.6131281063880705,7.852610062856132e-06,-11.754664589349616,5.123963979403259,0.17740847069263135,4.686219692846985,0.9623992485814972,0.0020941444793340846,0.025036927268620852,0.17740847069263144,-12.681573002890701,0.962399248581497,0.002094144479334109,0.025036927268620942
76,Senegal,SEN,77.7904430478367,2293.85353926578,14976994.0,6868749,8108245,45.861999999999995,54.138000000000005,66.78399999999999,18.299999,World,2,Africa,202,Sub-Saharan Africa,Western Africa,Senegal,686,Developing,Senegal,314,2.0,190.0,122,1.0,19.0,0.1,,,16526316,70.0,25.0,45.0,55.0,25.0,,Senegal,1585699200,175.0,5.0,5.1647859739235145,1.0589171839628384e-05,-11.455678603521426,2.9444389791664403,0.10193826435251993,4.663292282532333,0.9978138177013987,7.163865251842778e-06,0.0033758132889226454,0.10193826435252014,-11.95717229491261,0.9978138177013987,7.163865251842778e-06,0.0033758132889226524
77,Serbia,SRB,81.12717813857759,13277.8001173574,8851280.0,3951845,3143538,55.696000000000005,44.304001,75.2878048780488,40.0,World,150,Europe,39,Southern Europe,,Serbia,688,Developed,Serbia,4873,99.0,400.0,4374,128.0,558.0,11.0,26278.0,3008.0,8732975,86.0,25.0,43.0,92.0,52.0,28.0,Serbia,1585094400,249.0,5.0,5.517452896464707,2.8512620269724808e-05,-10.46516375222238,6.324358962381311,0.14658738327863388,4.783877413887133,0.9870363235737504,0.0002509960420483197,0.011917919722613345,0.14658738327863402,-11.198739234799957,0.9870363235737504,0.0002509960420483197,0.011917919722613354
78,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,World,142,Asia,35,South-eastern Asia,,Singapore,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,Singapore,1583452800,117.0,5.0,4.762173934797756,1.9990267985773763e-05,-10.82026500355014,6.448889394146858,0.024843830793848755,4.6298398074163485,0.9862642206674138,0.00028171167484565015,0.0020803693714193227,0.024843830793848606,-10.952599130931548,0.9862642206674137,0.0002817116748456547,0.0020803693714193184
79,Slovakia,SVK,112.803148787488,28308.8797698535,5439318.0,2922832,2500969,53.888999999999996,46.111000000000004,76.5634146341463,39.200001,World,150,Europe,151,Eastern Europe,,Slovakia,703,Developed,Slovakia,863,6.0,151.0,706,5.0,158.0,1.0,31491.0,5768.0,5462025,104.0,52.0,110.0,51.0,77.0,28.0,Slovakia,1585008000,191.0,5.0,5.25227342804663,3.49687158151052e-05,-10.261056730036676,5.062595033026967,0.12524400004300865,4.696791153072392,0.9673081918795572,0.001585661721726795,0.01641790502757492,0.12524400004300848,-10.816539005010911,0.9673081918795572,0.001585661721726795,0.0164179050275749
80,Slovenia,SVN,102.45933465739799,29037.7416756681,2074788.0,1109788,953743,53.781000000000006,46.219002,80.7756097560976,43.0,World,150,Europe,39,Southern Europe,,Slovenia,705,Developed,Slovenia,1248,61.0,165.0,1022,34.0,600.0,29.0,37114.0,17852.0,2080000,71.0,27.0,19.0,88.0,49.0,48.0,Slovenia,1584576000,286.0,5.0,5.655991810819852,0.0001375,-8.891886640857647,6.396929655216146,0.1410085588663336,5.037892110946573,0.9644254986159801,0.0018758071542600756,0.019325644500518043,0.14100855886633376,-9.50998634073093,0.9644254986159804,0.0018758071542600537,0.019325644500518015
81,South Africa,ZAF,45.5788317437288,12377.6592598329,55291225.0,35844195,19447030,64.828,35.172001,61.981,26.1,World,2,Africa,202,Sub-Saharan Africa,Southern Africa,South Africa,710,Developing,South Africa,2506,34.0,410.0,2062,7.0,42.0,0.6,90515.0,1526.0,59666667,49.0,65.0,63.0,49.0,34.0,63.0,South Africa,1585008000,402.0,5.0,5.996452088619021,6.737430129958491e-06,-11.90783199210449,3.7376696182833684,0.2336976248183517,4.778665035069139,0.9901807380214646,0.00014415348236641642,0.01649664056563567,0.2336976248183517,-13.125619045654371,0.9901807380214647,0.00014415348236641317,0.016496640565635573
82,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,World,142,Asia,30,Eastern Asia,,South Korea,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,South Korea,1582675200,1146.0,5.0,7.044032897274685,2.235202128099668e-05,-10.708593803365446,5.332718793265369,0.37400444770213087,5.358157223082532,0.9509847860819307,0.0035448574832109,0.06080868260269261,0.3740044477021307,-12.394469477557598,0.9509847860819306,0.0035448574832109155,0.060808682602692656
83,Spain,ESP,92.84621197279671,32291.1551993266,46397664.0,36971015,9473817,79.602,20.398001,82.8317073170732,43.200001,World,150,Europe,39,Southern Europe,,Spain,724,Developed,Spain,180659,18812.0,70853.0,90994,7371.0,3864.0,402.0,650755.0,13918.0,46754400,57.0,51.0,42.0,86.0,48.0,44.0,Spain,1583625600,430.0,5.0,6.063785208687608,9.196995363003267e-06,-11.596633718229633,8.259458195332408,0.2750018492582584,4.7465548877180685,0.9964103499836504,1.930525348559472e-05,0.011682030851207894,0.2750018492582584,-12.913864039199172,0.9964103499836504,1.930525348559472e-05,0.011682030851207894
84,Sri Lanka,LKA,334.332642321799,11079.710677356,20714040.0,3827553,17138447,18.256,81.744003,75.08800000000001,32.299999,World,142,Asia,34,Southern Asia,,Sri Lanka,144,Developing,Sri Lanka,238,7.0,63.0,168,1.0,11.0,0.3,4768.0,223.0,21636364,80.0,35.0,10.0,45.0,45.0,,Sri Lanka,1585526400,120.0,5.0,4.787491742782046,5.546218394181203e-06,-12.102394232862055,2.3978952727983707,0.033499216935023265,4.601126571985437,0.9398501277632874,0.00531819936182598,0.006087619482691559,0.033499216935023265,-12.288759403658663,0.9398501277632874,0.00531819936182598,0.006087619482691559
85,Sweden,SWE,24.058299575262104,45679.2779973863,9763565.0,8481489,1317697,86.553,13.447000000000001,82.2048780487805,40.900002,World,150,Europe,154,Northern Europe,,Sweden,752,Developed,Sweden,11927,1203.0,381.0,10343,954.0,1181.0,119.0,74600.0,7387.0,10099069,31.0,71.0,5.0,29.0,53.0,78.0,Sweden,1583971200,462.0,5.0,6.135564891081739,4.57467911151018e-05,-9.992388908263255,7.074116816197362,0.23984633264394276,4.858797883134778,0.9922033274111383,9.094518271688256e-05,0.015063430448429876,0.23984633264394273,-11.269155916210215,0.9922033274111384,9.094518271687996e-05,0.015063430448429765
86,Switzerland,CHE,209.596011742079,57264.15739706349,8319769.0,6105617,2176779,73.718,26.281999999999996,82.89756097560979,42.200001,World,150,Europe,155,Western Europe,,Switzerland,756,Developed,Switzerland,26336,1239.0,15400.0,9697,386.0,3043.0,143.0,199000.0,22993.0,8654617,34.0,68.0,70.0,58.0,74.0,66.0,Switzerland,1583971200,642.0,5.0,6.464588303689961,7.418005903669683e-05,-9.509015190045815,8.02059914989697,0.21673599859996753,5.3426046395395455,0.9954591348136734,3.0882369874179265e-05,0.010362590645241166,0.21673599859996753,-10.630998854196232,0.9954591348136735,3.0882369874177835e-05,0.010362590645241102
87,Thailand,THA,134.388224471021,15252.228253058101,68657600.0,32745556,35912044,47.693999999999996,52.306000000000004,75.10300000000001,37.799999,World,142,Asia,35,South-eastern Asia,,Thailand,764,Developing,Thailand,2643,43.0,1497.0,1103,61.0,38.0,0.6,100498.0,1440.0,69552632,64.0,20.0,34.0,64.0,32.0,45.0,Thailand,1584748800,366.0,5.0,5.902633333401366,5.2622020112768705e-06,-12.154960985494538,3.6375861597263857,0.1820995443236829,4.79872901488902,0.8992944759689985,0.014701746154856877,0.04427919707024002,0.1820995443236829,-13.258865304006886,0.8992944759689985,0.014701746154856877,0.04427919707024002
