,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionName,country_x,m49,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,country_y,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
41,Israel,ISR,387.250462107209,32024.3527705394,8064547.0,7724692,655408,92.179,7.821000099999999,82.05121951219509,30.200001,World,142,Asia,145,Western Asia,,Israel,376,Developed,Israel,12501,130.0,2563.0,9808,180.0,1444.0,15.0,117339.0,13557.0,8657202,13.0,54.0,47.0,81.0,38.0,,Israel,1585008000,1442.0,10.0,7.273786317844895,0.00016656651883599342,-8.700115815799167,7.275172319452771,0.23673192166379087,4.931271919383608,0.9901387919514427,5.419468894770136e-09,0.011164678878735434,0.2367319216637908,-11.042630214260454,0.9901387919514427,5.419468894770136e-09,0.01116467887873543
42,Italy,ITA,206.468287210172,34302.0374026544,59504212.0,42247229,18483353,69.565,30.434998999999998,82.54390243902441,45.900002,World,150,Europe,39,Southern Europe,,Italy,380,Developed,Italy,165155,21645.0,38092.0,105418,3079.0,2732.0,358.0,1117404.0,18481.0,60452050,50.0,76.0,70.0,75.0,61.0,30.0,Italy,1583366400,3089.0,10.0,8.035602692918582,5.1098349849177986e-05,-9.88175835385572,7.912789220690681,0.31175595369543174,5.10374461653707,0.992973451991051,1.1840731266142825e-09,0.01238447582450508,0.31175595369543174,-12.813616430237232,0.9929734519910508,1.1840731266144469e-09,0.012384475824505277
43,Japan,JPN,348.751920122888,37882.980624441,127974958.0,116182717,10958283,91.381,8.619000400000001,83.79390243902441,46.299999,World,142,Asia,30,Eastern Asia,,Japan,392,Developed,Japan,8626,178.0,901.0,7547,168.0,68.0,1.0,94236.0,745.0,126852941,54.0,46.0,95.0,92.0,88.0,42.0,Japan,1583193600,254.0,10.0,5.537334267018537,2.0023185745453076e-06,-13.121204761586275,4.219507705176107,0.08853384400625383,4.751723588972598,0.9801774084867066,1.2366997117185962e-07,0.005965071370753504,0.08853384400625386,-13.906815439632217,0.9801774084867068,1.2366997117185655e-07,0.005965071370753496
44,Jordan,JOR,103.16852894796101,8491.05031104045,9159302.0,8266820,892482,90.256,9.744000400000001,74.182,22.1,World,142,Asia,145,Western Asia,,Jordan,400,Developing,Jordan,401,7.0,250.0,144,5.0,39.0,0.7,20500.0,2009.0,10282051,70.0,30.0,45.0,65.0,16.0,43.0,Jordan,1585872000,299.0,10.0,5.700443573390687,2.9079801296453402e-05,-10.44546673831909,3.6635616461296463,0.09889779062559441,4.83694722691344,0.9564860016703717,4.111159068059818e-06,0.010056331572378846,0.09889779062559431,-11.308963084796334,0.9564860016703716,4.111159068059862e-06,0.010056331572378844
45,Kenya,KEN,82.99585163580142,2835.99661032872,47236259.0,12119879,35116380,25.658,74.342003,66.695,19.0,World,2,Africa,202,Sub-Saharan Africa,,Kenya,404,Developing,Kenya,225,10.0,53.0,162,2.0,4.0,0.2,9630.0,179.0,56250000,70.0,25.0,60.0,50.0,,,Kenya,1586736000,197.0,10.0,5.2832037287379885,3.502222222222222e-06,-12.562112870310814,1.3862943611198906,0.05969118041031894,4.7639300634223,0.9621991173325831,2.200391264893336e-06,0.00563179018846254,0.05969118041031901,-13.081386535626503,0.9621991173325831,2.200391264893336e-06,0.005631790188462547
46,Kuwait,KWT,220.863860830527,68476.3250405689,3935794.0,3935794,0,100.0,0.0,74.577,33.400002,World,142,Asia,145,Western Asia,,Kuwait,414,Developing,Kuwait,1405,3.0,206.0,1196,31.0,329.0,0.7,,,4270517,90.0,25.0,40.0,80.0,,,Kuwait,1585008000,189.0,10.0,5.241747015059643,4.4256936572316654e-05,-10.025498440099275,5.796057750765372,0.06863782989404904,4.59484678405393,0.9960966283202752,8.44238376213523e-11,0.0020274565385100924,0.06863782989404907,-10.672398671104988,0.9960966283202751,8.442383762136309e-11,0.002027456538510122
47,Kyrgyzstan,KGZ,31.0578727841502,3237.60293714448,5865401.0,2131200,3825700,35.777,64.223,70.6512195121951,25.299999,World,142,Asia,143,Central Asia,,Kyrgyzstan,417,Developing,Kyrgyzstan,449,5.0,78.0,366,5.0,69.0,0.8,26147.0,4008.0,6507246,,,,,66.0,39.0,Kyrgyzstan,1586563200,339.0,10.0,5.82600010738045,5.209577139084645e-05,-9.862426775822358,4.23410650459726,0.12560374610234543,4.619271927206762,0.9820651064348188,7.904403562642448e-08,0.008038026191147235,0.12560374610234532,-11.069154955996044,0.9820651064348185,7.904403562643094e-08,0.008038026191147307
48,Latvia,LVA,31.803264715342603,23018.8161056707,1992663.0,1344323,633204,67.98,32.02,74.4804878048781,42.5,World,150,Europe,154,Northern Europe,,Latvia,428,Developed,Latvia,666,5.0,44.0,617,3.0,353.0,3.0,29896.0,15850.0,1886686,44.0,70.0,9.0,63.0,69.0,13.0,Latvia,1585612800,376.0,10.0,5.929589143389895,0.00019929124401198714,-8.52074326541868,5.8664680569332965,0.12720607775518805,4.7321565996825745,0.9935846550312705,7.868836678046002e-10,0.00482624183419759,0.12720607775518805,-9.718175809125999,0.9935846550312705,7.868836678046002e-10,0.00482624183419759
49,Lithuania,LTU,46.3702391214124,27045.713019289,2931926.0,1952971,951939,67.23,32.77,74.3219512195122,42.700001,World,150,Europe,154,Northern Europe,,Lithuania,440,Developed,Lithuania,1091,30.0,138.0,923,14.0,401.0,11.0,44677.0,16412.0,2720698,42.0,60.0,19.0,65.0,82.0,16.0,Lithuania,1585699200,533.0,10.0,6.278521424165844,0.00019590560951638145,-8.537877598832718,5.993961427306569,0.1592663815743183,4.836365533155635,0.981828019280477,8.382745128993436e-08,0.010261280335391636,0.1592663815743182,-9.980033489842928,0.9818280192804769,8.382745128993675e-08,0.01026128033539166
50,Luxembourg,LUX,219.924324324324,94088.5922250508,566741.0,513663,55941,90.179,9.8210001,82.2926829268293,39.299999,World,150,Europe,155,Western Europe,,Luxembourg,442,Developed,Luxembourg,3373,69.0,526.0,2778,33.0,5388.0,110.0,30723.0,49080.0,626021,40.0,60.0,50.0,70.0,64.0,56.0,Luxembourg,1585353600,1605.0,10.0,7.380879035564116,0.0025638117571135793,-5.966260160281332,8.591929537530255,0.23541193249976314,5.28999465086336,0.9678286929029968,1.0737355931517293e-06,0.02040030788539118,0.23541193249976314,-8.05714454498209,0.9678286929029968,1.0737355931517293e-06,0.020400307885391177
51,Macedonia,MKD,82.4467882632831,12759.8166020197,2079308.0,1193689,885619,57.408,42.591999,75.54899999999999,37.400002,World,150,Europe,39,Southern Europe,,Macedonia,807,Developed,Macedonia,974,45.0,98.0,831,15.0,468.0,22.0,9262.0,4446.0,2081197,,,,,62.0,35.0,Macedonia,1585785600,354.0,10.0,5.869296913133774,0.00017009442162370982,-8.6791568537874,6.148468295917647,0.11007075624554796,4.801833565836083,0.9945182200674079,3.8828397371714203e-10,0.0038576049820062933,0.11007075624554793,-9.746620201085092,0.9945182200674079,3.8828397371714203e-10,0.003857604982006292
52,Malaysia,MYS,93.51135291432051,25001.6126731494,30723155.0,22800575,7922580,74.21300000000001,25.787001,75.143,27.700001,World,142,Asia,35,South-eastern Asia,,Malaysia,458,Developing,Malaysia,5072,83.0,2647.0,2342,56.0,157.0,3.0,87183.0,2694.0,32305732,104.0,26.0,50.0,36.0,41.0,57.0,Malaysia,1584662400,900.0,10.0,6.802394763324311,2.7858833225014064e-05,-10.48836047042449,5.056245805348308,0.22958935256329732,4.561567447735836,0.9807993717433239,1.0723866329525104e-07,0.015216973142673569,0.22958935256329727,-12.729187786012965,0.9807993717433239,1.0723866329525104e-07,0.015216973142673566
53,Malta,MLT,1390.790625,34087.0815138045,427616.0,420192,24861,94.414,5.586,81.7975609756098,40.900002,World,150,Europe,39,Southern Europe,,Malta,470,Developed,Malta,399,3.0,44.0,352,4.0,904.0,7.0,20139.0,45611.0,441372,56.0,59.0,47.0,96.0,47.0,66.0,Malta,1585872000,195.0,10.0,5.272999558563747,0.00044180419238193635,-7.724643777702465,6.806829360392176,0.05416397311952322,4.715631425175801,0.9863267803377296,2.3458964492732595e-08,0.003016679544935915,0.05416397311952326,-8.282011911090411,0.9863267803377297,2.3458964492731758e-08,0.003016679544935904
54,Mexico,MEX,64.7603842691427,16938.6054057995,125890949.0,99812639,26078310,79.285,20.715,76.933,27.5,World,19,Americas,419,Latin America and the Caribbean,Central America,Mexico,484,Developing,Mexico,5847,449.0,2125.0,3273,207.0,45.0,3.0,40091.0,311.0,129933333,81.0,30.0,69.0,82.0,24.0,97.0,Mexico,1585440000,848.0,10.0,6.742880635791903,6.52642382382356e-06,-11.939651418012303,3.8066624897703196,0.18600821723298572,4.908784752641387,0.9944399541188975,4.1381497307592116e-10,0.0065657143053968045,0.18600821723298572,-13.773747301162818,0.9944399541188976,4.1381497307588435e-10,0.0065657143053967386
55,Moldova,MDA,123.806319016268,4746.7849111142295,4065980.0,1510140,2043968,42.49,57.509997999999996,71.468,35.599998,World,150,Europe,151,Eastern Europe,,Moldova,498,Developed,Moldova,2049,46.0,171.0,1832,80.0,508.0,11.0,6271.0,1555.0,4033465,,,,,71.0,19.0,Moldova,1585872000,505.0,10.0,6.22455842927536,0.00012520252438040245,-8.985577936718775,6.230481447578482,0.14955080427715386,4.692530194726515,0.9988647910201085,3.270014225764049e-13,0.002377335148304924,0.1495508042771538,-10.517606171267618,0.9988647910201083,3.270014225766919e-13,0.0023773351483051563
56,Montenegro,MNE,46.25717472118961,15289.7211914952,628178.0,409418,212741,65.806,34.194,76.938,37.700001,World,150,Europe,39,Southern Europe,,Montenegro,499,Developed,Montenegro,288,4.0,55.0,229,7.0,459.0,6.0,3874.0,6168.0,627451,,,,,75.0,20.0,Montenegro,1586563200,257.0,10.0,5.54907608489522,0.0004095937372001957,-7.800344774394454,6.129050210060545,0.0872705049691946,4.821236131099546,0.9436527435224413,1.2910101295825249e-05,0.010201869240786109,0.0872705049691946,-8.528184728190126,0.9436527435224413,1.2910101295825249e-05,0.010201869240786109
57,Morocco,MAR,77.98190006721941,7296.9344014319095,34803322.0,21163552,13639770,60.809,39.191002000000005,75.57300000000001,27.9,World,2,Africa,15,Northern Africa,,Morocco,504,Developing,Morocco,2024,127.0,229.0,1668,1.0,55.0,3.0,10392.0,282.0,36800000,70.0,46.0,53.0,68.0,14.0,25.0,Morocco,1585785600,654.0,10.0,6.483107351457199,1.777173913043478e-05,-10.93790105168196,4.007333185232471,0.1829896805639612,4.8065029186067,0.9902654499148321,5.114129351545493e-09,0.008573677853205017,0.18298968056396117,-12.614505484532458,0.990265449914832,5.114129351545747e-09,0.008573677853205064
58,Netherlands,NLD,502.81754229741796,46494.3642578078,16938499.0,15275237,1664686,90.17299999999999,9.826999699999998,81.509756097561,42.099998,World,150,Europe,155,Western Europe,,Netherlands,528,Developed,Netherlands,28153,3134.0,250.0,24769,1279.0,1643.0,183.0,140845.0,8220.0,17135119,38.0,80.0,14.0,53.0,67.0,68.0,Netherlands,1584403200,1413.0,10.0,7.253470382684528,8.246222276016875e-05,-9.403170275431926,7.404279118037268,0.230621443822699,5.016801648103023,0.9952338085685355,2.0711892190454875e-10,0.007532444659232693,0.23062144382269906,-11.639839010013432,0.9952338085685357,2.0711892190450602e-10,0.0075324446592325185
59,New Zealand,NZL,17.4535718354791,35309.8237244851,4614532.0,3967973,627727,86.34100000000001,13.659,81.45682926829271,37.299999,World,9,Oceania,53,Australia and New Zealand,,New Zealand,554,Developed,New Zealand,1401,9.0,770.0,622,3.0,291.0,2.0,70160.0,14549.0,4814433,22.0,79.0,58.0,49.0,33.0,75.0,New Zealand,1585785600,723.0,10.0,6.583409222158765,0.00015017344721590268,-8.803719617112352,5.673323267171493,0.19438941703704732,4.869115665462003,0.9709636482281315,6.799850262814131e-07,0.01596462507418258,0.19438941703704732,-10.518013173809113,0.9709636482281311,6.799850262814617e-07,0.01596462507418269
60,Nigeria,NGA,198.932490090802,5670.63944311027,181181744.0,86673723,94508021,47.838,52.161999,52.985,17.9,World,2,Africa,202,Sub-Saharan Africa,Western Africa,Nigeria,566,Developing,Nigeria,407,12.0,128.0,267,2.0,2.0,0.06,5000.0,24.0,203500000,80.0,30.0,60.0,55.0,13.0,84.0,Nigeria,1586476800,288.0,10.0,5.662960480135946,1.4152334152334152e-06,-13.468216082710978,0.6931471805599453,0.0845994299433502,4.873417854239534,0.9873811648506974,1.637328672024038e-08,0.004522843512373552,0.08459942994335015,-14.257758708607389,0.9873811648506977,1.6373286720238454e-08,0.004522843512373489
61,Norway,NOR,14.210294459883098,64008.2868303461,5199836.0,4208817,981422,81.09100000000001,18.909000000000002,82.3048780487805,39.200001,World,150,Europe,154,Northern Europe,,Norway,578,Developed,Norway,6798,150.0,32.0,6616,64.0,1254.0,28.0,130216.0,24020.0,5421053,31.0,69.0,8.0,50.0,35.0,55.0,Norway,1584403200,1169.0,10.0,7.063903961472068,0.0002156407620438317,-8.441896673516563,7.134093721192866,0.25313004796766336,4.701644100226655,0.9867853615544643,2.0133795968205726e-08,0.013854883130779498,0.25313004796766336,-10.804156534761978,0.9867853615544646,2.0133795968203433e-08,0.01385488313077935
62,Pakistan,PAK,245.667954804898,4695.69987892337,189380513.0,68226224,121154289,36.025999999999996,63.973999,66.322,22.5,World,142,Asia,34,Southern Asia,,Pakistan,586,Developing,Pakistan,6383,111.0,1446.0,4826,46.0,29.0,0.5,73439.0,332.0,220103448,55.0,14.0,50.0,70.0,50.0,0.0,Pakistan,1585267200,1197.0,10.0,7.087573705557973,5.438351878976471e-06,-12.122034506422555,3.367295829986474,0.1951984838896623,5.334857078583051,0.9676730766120201,1.0970588045581173e-06,0.016958412157454743,0.19519848388966243,-13.874751133397478,0.9676730766120201,1.0970588045581173e-06,0.016958412157454757
63,Panama,PAN,53.3931799838579,20786.6596878595,3969249.0,2647330,1321919,66.696,33.304001,77.806,28.4,World,19,Americas,419,Latin America and the Caribbean,Central America,Panama,381,Developing,Panama,3751,103.0,75.0,3573,106.0,869.0,24.0,16854.0,3906.0,4316456,95.0,11.0,44.0,86.0,,,Panama,1585440000,901.0,10.0,6.803505257608338,0.00020873605569013098,-8.474439995553661,6.767343125265392,0.21174302391459898,4.800797686937473,0.9935168532955058,8.2492511263063e-10,0.008076356817893354,0.21174302391459907,-10.477147566224524,0.993516853295506,8.249251126305038e-10,0.008076356817893217
64,Peru,PER,24.51302421875,11770.034448234499,31376671.0,24272051,7104620,77.357,22.643,74.747,27.5,World,19,Americas,419,Latin America and the Caribbean,South America,Peru,604,Developing,Peru,11475,254.0,3108.0,8113,146.0,348.0,8.0,109385.0,3318.0,32974138,64.0,16.0,42.0,87.0,25.0,46.0,Peru,1585353600,635.0,10.0,6.453624998892692,1.925751629959212e-05,-10.857609116317358,5.8522024797744745,0.1613040285846637,4.9728816872381065,0.9709926268931308,6.769648980984897e-07,0.013240510424583034,0.1613040285846637,-12.338352427971943,0.9709926268931309,6.769648980984776e-07,0.013240510424583005
65,Philippines,PHL,341.13545628332804,6874.58256551739,101716359.0,47078400,54637959,46.284,53.716,68.95100000000001,24.1,World,142,Asia,35,South-eastern Asia,,Philippines,608,Developing,Philippines,5453,349.0,353.0,4751,1.0,50.0,3.0,45486.0,415.0,109060000,94.0,32.0,64.0,44.0,27.0,42.0,Philippines,1585094400,552.0,10.0,6.313548046277095,5.061434072987347e-06,-12.193860701185095,3.912023005428146,0.15724316879386124,4.700328706614765,0.9854373241199259,3.1111401748170635e-08,0.009044201044985316,0.15724316879386122,-13.807080040847424,0.9854373241199258,3.111140174817164e-08,0.00904420104498535
66,Poland,POL,124.061569613639,25299.9743484897,38265226.0,22897449,15088963,60.278,39.722,77.4512195121951,39.700001,World,150,Europe,151,Eastern Europe,,Poland,616,Developed,Poland,7582,286.0,668.0,6628,160.0,200.0,8.0,156493.0,4135.0,37910000,68.0,60.0,64.0,93.0,38.0,29.0,Poland,1585094400,901.0,10.0,6.803505257608338,2.3766816143497757e-05,-10.64722022988418,5.298317366548036,0.21637549427952854,4.723871762555268,0.9950635234671452,2.4250398207348076e-10,0.007193212899473171,0.21637549427952857,-12.72685372493725,0.9950635234671452,2.4250398207348076e-10,0.007193212899473172
67,Portugal,PRT,113.072025849835,26607.8331233896,10418473.0,6578828,3779248,63.513999999999996,36.486,81.1243902439025,43.900002,World,150,Europe,39,Southern Europe,,Portugal,620,Developed,Portugal,18091,599.0,383.0,17109,208.0,1774.0,59.0,208314.0,20430.0,10197858,63.0,27.0,31.0,104.0,28.0,33.0,Portugal,1585008000,2060.0,10.0,7.630461261783627,0.00020200320498677272,-8.507226994417785,7.480992162869525,0.28475539738126,4.892335091205591,0.9950650837908206,2.421597863820847e-10,0.009464935267282714,0.28475539738126,-11.245353164995823,0.9950650837908206,2.421597863820847e-10,0.009464935267282714
68,Qatar,QAT,213.741515934539,119749.42853615199,2481539.0,2455359,26180,98.945,1.0549998999999999,78.036,31.299999,World,142,Asia,145,Western Asia,,Qatar,634,Developing,Qatar,3711,7.0,406.0,3298,37.0,1288.0,2.0,54484.0,18911.0,2881211,93.0,25.0,55.0,80.0,,,Qatar,1584835200,481.0,10.0,6.175867270105761,0.00016694369138532374,-8.697853979737967,7.160845906664299,0.061293494121969425,5.654433321160374,0.9432824788199591,1.3289068704250611e-05,0.007190812185612176,0.06129349412196951,-9.219287928683357,0.9432824788199594,1.328906870425023e-05,0.0071908121856121615
69,Romania,ROU,86.1243089360223,20556.003642336298,19876621.0,10677968,9137513,53.887,46.112999,75.0121951219512,41.299999,World,150,Europe,151,Eastern Europe,,Romania,642,Developed,Romania,7216,372.0,1217.0,5627,245.0,375.0,19.0,74827.0,3890.0,19242667,90.0,30.0,42.0,90.0,52.0,20.0,Romania,1585094400,762.0,10.0,6.635946555686647,3.959950042268049e-05,-10.136694055372294,5.926926025970411,0.17288256042999192,4.784646068359906,0.9901595657002512,5.368442973692964e-09,0.008144713760860988,0.17288256042999187,-11.987994542699031,0.9901595657002511,5.3684429736932315e-09,0.008144713760861034
70,Russia,RUS,8.79880404497318,24516.5499502712,143888004.0,106703732,37393138,74.05,25.950001,71.1682926829268,38.700001,World,150,Europe,151,Eastern Europe,,Russia,643,Developed,Russia,24490,198.0,1986.0,22306,8.0,168.0,1.0,1517992.0,10402.0,145773810,93.0,39.0,36.0,95.0,81.0,20.0,Russia,1585353600,1036.0,10.0,6.943122422819428,7.106900752611186e-06,-11.85444430895444,5.123963979403259,0.2117742524388003,4.833095581431572,0.9929489112640242,1.202754399908056e-09,0.008427546775801965,0.2117742524388003,-13.964471150342295,0.9929489112640242,1.202754399908056e-09,0.008427546775801965
71,Rwanda,RWA,471.404661532225,1731.04342267746,11629553.0,1977489,9652064,17.004,82.996002,66.696,19.4,World,2,Africa,202,Sub-Saharan Africa,Eastern Africa,Rwanda,646,Developing,Rwanda,136,,54.0,82,,11.0,,6237.0,482.0,12363636,,,,,18.0,37.0,Rwanda,1586908800,134.0,10.0,4.897839799950911,1.0838235612889283e-05,-11.432430341539279,2.3978952727983707,0.02770683088096578,4.601614732672819,0.9844391955510385,4.186530637246594e-08,0.0016485860589323298,0.027706830880965767,-11.72865540881737,0.9844391955510385,4.186530637246594e-08,0.0016485860589323287
72,Saudi Arabia,SAU,14.679858026041,50723.7126450691,31557144.0,26249232,5307912,83.18,16.82,74.4,29.799999,World,142,Asia,145,Western Asia,,Saudi Arabia,682,Developing,Saudi Arabia,5862,79.0,931.0,4852,71.0,168.0,2.0,150000.0,4309.0,34892857,95.0,25.0,60.0,80.0,36.0,52.0,Saudi Arabia,1585180800,900.0,10.0,6.802394763324311,2.579324473200919e-05,-10.565397932413376,5.123963979403259,0.2198087525946557,4.606634424485885,0.9912387239510142,3.1879439842592448e-09,0.00976316915430991,0.2198087525946557,-12.761158271251803,0.991238723951014,3.1879439842596083e-09,0.009763169154310039
73,Senegal,SEN,77.7904430478367,2293.85353926578,14976994.0,6868749,8108245,45.861999999999995,54.138000000000005,66.78399999999999,18.299999,World,2,Africa,202,Sub-Saharan Africa,Western Africa,Senegal,686,Developing,Senegal,314,2.0,190.0,122,1.0,19.0,0.1,,,16526316,70.0,25.0,45.0,55.0,25.0,,Senegal,1586131200,222.0,10.0,5.402677381872279,1.3433120847985722e-05,-11.217787195572662,2.9444389791664403,0.07611548975160093,4.724269750892921,0.9813756335358478,9.357494741172082e-08,0.004966388433980342,0.07611548975160093,-11.896194826552021,0.9813756335358476,9.357494741172617e-08,0.004966388433980373
74,Serbia,SRB,81.12717813857759,13277.8001173574,8851280.0,3951845,3143538,55.696000000000005,44.304001,75.2878048780488,40.0,World,150,Europe,39,Southern Europe,,Serbia,688,Developed,Serbia,4873,99.0,400.0,4374,128.0,558.0,11.0,26278.0,3008.0,8732975,86.0,25.0,43.0,92.0,52.0,28.0,Serbia,1585526400,741.0,10.0,6.608000625296087,8.485080971833768e-05,-9.374616023391003,6.324358962381311,0.1845641497634385,4.694439082209371,0.9908613327469189,3.852077106196396e-09,0.00837481358507551,0.1845641497634385,-11.288177566477717,0.9908613327469189,3.852077106196396e-09,0.00837481358507551
75,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,World,142,Asia,35,South-eastern Asia,,Singapore,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,Singapore,1583884800,166.0,10.0,5.111987788356544,2.836226056101235e-05,-10.470451149991353,6.448889394146858,0.05154643798776887,4.573566113670723,0.9732563716669367,4.711859183940438e-07,0.004055571572602351,0.0515464379877688,-11.008872824677173,0.9732563716669369,4.7118591839402537e-07,0.004055571572602328
76,Slovakia,SVK,112.803148787488,28308.8797698535,5439318.0,2922832,2500969,53.888999999999996,46.111000000000004,76.5634146341463,39.200001,World,150,Europe,151,Eastern Europe,,Slovakia,703,Developed,Slovakia,863,6.0,151.0,706,5.0,158.0,1.0,31491.0,5768.0,5462025,104.0,52.0,110.0,51.0,77.0,28.0,Slovakia,1585440000,295.0,10.0,5.68697535633982,5.400927311757087e-05,-9.826354801743486,5.062595033026967,0.0959664792467429,4.751739515817175,0.9744669971603118,3.8319477318589147e-07,0.007370671543629068,0.09596647924674281,-10.76159064226613,0.9744669971603122,3.8319477318586966e-07,0.00737067154362901
77,Slovenia,SVN,102.45933465739799,29037.7416756681,2074788.0,1109788,953743,53.781000000000006,46.219002,80.7756097560976,43.0,World,150,Europe,39,Southern Europe,,Slovenia,705,Developed,Slovenia,1248,61.0,165.0,1022,34.0,600.0,29.0,37114.0,17852.0,2080000,71.0,27.0,19.0,88.0,49.0,48.0,Slovenia,1585008000,442.0,10.0,6.091309882077698,0.0002125,-8.456568569599803,6.396929655216146,0.10404110444598454,5.116591339027028,0.9768906664050104,2.454852425424456e-07,0.007587920556455408,0.1040411044459846,-9.431287112650471,0.9768906664050104,2.454852425424456e-07,0.007587920556455413
78,South Africa,ZAF,45.5788317437288,12377.6592598329,55291225.0,35844195,19447030,64.828,35.172001,61.981,26.1,World,2,Africa,202,Sub-Saharan Africa,Southern Africa,South Africa,710,Developing,South Africa,2506,34.0,410.0,2062,7.0,42.0,0.6,90515.0,1526.0,59666667,49.0,65.0,63.0,49.0,34.0,63.0,South Africa,1585440000,1187.0,10.0,7.079184394609668,1.98938546374645e-05,-10.825099686113843,3.7376696182833684,0.24770151865000484,4.765108073760597,0.9946146852595432,3.5851909732999255e-10,0.008603746355521438,0.24770151865000495,-13.139176006962915,0.9946146852595434,3.585190973299262e-10,0.008603746355521262
79,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,World,142,Asia,30,Eastern Asia,,South Korea,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,South Korea,1583107200,4212.0,10.0,8.345692873253865,8.215245517937e-05,-9.406933827386265,5.332718793265369,0.3008664104939313,5.51768546078026,0.9805991121598384,1.12332055220765e-07,0.02004795351957537,0.30086641049393137,-12.23494123985987,0.9805991121598385,1.1233205522076219e-07,0.02004795351957531
80,Spain,ESP,92.84621197279671,32291.1551993266,46397664.0,36971015,9473817,79.602,20.398001,82.8317073170732,43.200001,World,150,Europe,39,Southern Europe,,Spain,724,Developed,Spain,180659,18812.0,70853.0,90994,7371.0,3864.0,402.0,650755.0,13918.0,46754400,57.0,51.0,42.0,86.0,48.0,44.0,Spain,1584057600,3004.0,10.0,8.007700012884026,6.425063737316701e-05,-9.652718914033215,8.259458195332408,0.334410403337892,4.6147016718874845,0.9932503487062357,9.885032143763352e-10,0.013017314313712334,0.33441040333789196,-13.045717255029755,0.9932503487062359,9.88503214376258e-10,0.013017314313712225
81,Sri Lanka,LKA,334.332642321799,11079.710677356,20714040.0,3827553,17138447,18.256,81.744003,75.08800000000001,32.299999,World,142,Asia,34,Southern Asia,,Sri Lanka,144,Developing,Sri Lanka,238,7.0,63.0,168,1.0,11.0,0.3,4768.0,223.0,21636364,80.0,35.0,10.0,45.0,45.0,,Sri Lanka,1585958400,151.0,10.0,5.017279836814924,6.978991479344681e-06,-11.872606138829177,2.3978952727983707,0.042476664397066724,4.576534606586686,0.9648374964439732,1.5950103888166727e-06,0.003857253578890054,0.04247666439706678,-12.313351369057415,0.964837496443973,1.5950103888167182e-06,0.0038572535788900697
82,Sweden,SWE,24.058299575262104,45679.2779973863,9763565.0,8481489,1317697,86.553,13.447000000000001,82.2048780487805,40.900002,World,150,Europe,154,Northern Europe,,Sweden,752,Developed,Sweden,11927,1203.0,381.0,10343,954.0,1181.0,119.0,74600.0,7387.0,10099069,31.0,71.0,5.0,29.0,53.0,78.0,Sweden,1584403200,1121.0,10.0,7.02197642307216,0.00011100033082257384,-9.105977376272833,7.074116816197362,0.2309962250117928,4.9016558964515475,0.9914251355458545,2.8946530885185816e-09,0.010148908256880952,0.2309962250117928,-11.226297902893442,0.9914251355458545,2.8946530885185816e-09,0.010148908256880952
83,Switzerland,CHE,209.596011742079,57264.15739706349,8319769.0,6105617,2176779,73.718,26.281999999999996,82.89756097560979,42.200001,World,150,Europe,155,Western Europe,,Switzerland,756,Developed,Switzerland,26336,1239.0,15400.0,9697,386.0,3043.0,143.0,199000.0,22993.0,8654617,34.0,68.0,70.0,58.0,74.0,66.0,Switzerland,1584403200,2200.0,10.0,7.696212639346407,0.00025419957925347823,-8.277390854389369,8.02059914989697,0.24754110428555878,5.279158580930522,0.9950844510860468,2.379190217883359e-10,0.008211694466432282,0.24754110428555887,-10.694444912805256,0.995084451086047,2.379190217882878e-10,0.008211694466432098
84,Thailand,THA,134.388224471021,15252.228253058101,68657600.0,32745556,35912044,47.693999999999996,52.306000000000004,75.10300000000001,37.799999,World,142,Asia,35,South-eastern Asia,,Thailand,764,Developing,Thailand,2643,43.0,1497.0,1103,61.0,38.0,0.6,100498.0,1440.0,69552632,64.0,20.0,34.0,64.0,32.0,45.0,Thailand,1585180800,1045.0,10.0,6.951772164398911,1.5024593174274125e-05,-11.105822154496993,3.6375861597263857,0.23821631293506731,4.7188112796193185,0.9734924779481978,4.5290822866071474e-07,0.018656060736767965,0.23821631293506726,-13.338783039276587,0.9734924779481978,4.5290822866071474e-07,0.018656060736767965
