,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionName,country_x,m49,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,country_y,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
10,Japan,JPN,348.751920122888,37882.980624441,127974958.0,116182717,10958283,91.381,8.619000400000001,83.79390243902441,46.299999,World,142,Asia,30,Eastern Asia,,Japan,392,Developed,Japan,8626,178.0,901.0,7547,168.0,68.0,1.0,94236.0,745.0,126852941,54.0,46.0,95.0,92.0,88.0,42.0,Japan,1585353600,1499.0,35.0,7.312553498102598,1.1816832847415024e-05,-11.345985530502215,4.219507705176107,0.07299199540523484,4.885634069626857,0.9897072062709235,2.6898658660202336e-30,0.0018100487273343155,0.0729919954052348,-13.772904958977955,0.989707206270923,2.6898658660222227e-30,0.0018100487273343547
11,Malaysia,MYS,93.51135291432051,25001.6126731494,30723155.0,22800575,7922580,74.21300000000001,25.787001,75.143,27.700001,World,142,Asia,35,South-eastern Asia,,Malaysia,458,Developing,Malaysia,5072,83.0,2647.0,2342,56.0,157.0,3.0,87183.0,2694.0,32305732,104.0,26.0,50.0,36.0,41.0,57.0,Malaysia,1586822400,4817.0,35.0,8.479906606630221,0.00014910666627210303,-8.81084862711858,5.056245805348308,0.10433652494970361,5.40255897759445,0.9422838263180511,1.0015878265823728e-17,0.0063579965117848605,0.10433652494970361,-11.888196256154348,0.9422838263180509,1.0015878265824301e-17,0.006357996511784874
12,Netherlands,NLD,502.81754229741796,46494.3642578078,16938499.0,15275237,1664686,90.17299999999999,9.826999699999998,81.509756097561,42.099998,World,150,Europe,155,Western Europe,,Netherlands,528,Developed,Netherlands,28153,3134.0,250.0,24769,1279.0,1643.0,183.0,140845.0,8220.0,17135119,38.0,80.0,14.0,53.0,67.0,68.0,Netherlands,1586563200,23097.0,35.0,10.047458017946159,0.0013479334459247116,-6.609182640170294,7.404279118037268,0.14422324082523763,5.653482499769959,0.9748643294468153,9.386574911342487e-24,0.005652824242729566,0.14422324082523763,-11.003158158346496,0.9748643294468154,9.386574911341752e-24,0.005652824242729553
13,Norway,NOR,14.210294459883098,64008.2868303461,5199836.0,4208817,981422,81.09100000000001,18.909000000000002,82.3048780487805,39.200001,World,150,Europe,154,Northern Europe,,Norway,578,Developed,Norway,6798,150.0,32.0,6616,64.0,1254.0,28.0,130216.0,24020.0,5421053,31.0,69.0,8.0,50.0,35.0,55.0,Norway,1586563200,6244.0,35.0,8.739376281635323,0.001151805746964658,-6.766424353353309,7.134093721192866,0.10710352933617685,5.612909424719752,0.9437856661580435,6.472746992198988e-18,0.00643337205655759,0.10710352933617683,-9.892891210268882,0.9437856661580434,6.4727469921992646e-18,0.006433372056557595
14,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,World,142,Asia,35,South-eastern Asia,,Singapore,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,Singapore,1586044800,1189.0,35.0,7.080867896690782,0.00020314896269303423,-8.501571041657115,6.448889394146858,0.07670962448363472,4.4141158666816125,0.9944048577561663,8.80895081445422e-35,0.001397524366181956,0.07670962448363472,-11.168323071666284,0.9944048577561663,8.80895081445422e-35,0.0013975243661819559
15,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,World,142,Asia,30,Eastern Asia,,South Korea,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,South Korea,1585267200,9332.0,35.0,9.14120463314132,0.0001820148888257077,-8.61142206749881,5.332718793265369,0.08418646491782306,6.891372587338588,0.8333089849696708,2.8480695362239315e-10,0.009577908402011674,0.08418646491782308,-10.861254113301543,0.8333089849696709,2.848069536223901e-10,0.00957790840201167
16,Spain,ESP,92.84621197279671,32291.1551993266,46397664.0,36971015,9473817,79.602,20.398001,82.8317073170732,43.200001,World,150,Europe,39,Southern Europe,,Spain,724,Developed,Spain,180659,18812.0,70853.0,90994,7371.0,3864.0,402.0,650755.0,13918.0,46754400,57.0,51.0,42.0,86.0,48.0,44.0,Spain,1586217600,135032.0,35.0,11.813267066368764,0.002888113204318738,-5.847151860548477,8.259458195332408,0.20728640375381885,5.6035252994380045,0.9700411544672223,1.7884232048542776e-22,0.008903102735962813,0.20728640375381874,-12.056893627479234,0.9700411544672218,1.7884232048547356e-22,0.00890310273596288
17,Sweden,SWE,24.058299575262104,45679.2779973863,9763565.0,8481489,1317697,86.553,13.447000000000001,82.2048780487805,40.900002,World,150,Europe,154,Northern Europe,,Sweden,752,Developed,Sweden,11927,1203.0,381.0,10343,954.0,1181.0,119.0,74600.0,7387.0,10099069,31.0,71.0,5.0,29.0,53.0,78.0,Sweden,1586563200,9685.0,35.0,9.178333575841096,0.0009589992899345474,-6.949620223503897,7.074116816197362,0.11193939342246456,5.577324676471741,0.9757333839203204,5.19528642872711e-24,0.0043080536700948946,0.11193939342246453,-10.550629122873254,0.9757333839203202,5.1952864287278874e-24,0.004308053670094915
18,Switzerland,CHE,209.596011742079,57264.15739706349,8319769.0,6105617,2176779,73.718,26.281999999999996,82.89756097560979,42.200001,World,150,Europe,155,Western Europe,,Switzerland,756,Developed,Switzerland,26336,1239.0,15400.0,9697,386.0,3043.0,143.0,199000.0,22993.0,8654617,34.0,68.0,70.0,58.0,74.0,66.0,Switzerland,1586563200,24228.0,35.0,10.095264268100838,0.0027994306391605777,-5.878339225634938,8.02059914989697,0.1365506783358105,6.101002162374579,0.9562654936335513,9.990603731008165e-20,0.007163115112081924,0.13655067833581047,-9.872601331361196,0.9562654936335512,9.990603731008522e-20,0.0071631151120819326
19,United Kingdom,GBR,269.205394122267,38839.1669568199,65397080.0,53813373,11315488,82.626,17.374001,80.95609756097559,40.200001,World,150,Europe,154,Northern Europe,,UK,804,Developed,UK,98476,12868.0,,85264,1559.0,1451.0,190.0,398916.0,5876.0,67867677,35.0,89.0,66.0,35.0,51.0,69.0,United Kingdom,1586476800,65077.0,35.0,11.083326463159223,0.0009588806170572185,-6.949743977735898,7.280008252884188,0.18462863994466136,5.223943420888482,0.9906448563139969,5.340886041526372e-31,0.004361779903699086,0.18462863994466133,-12.809127020006638,0.9906448563139966,5.3408860415296375e-31,0.004361779903699164
20,United States,USA,35.0962171847362,53005.6361464627,319929162.0,262196447,58843392,81.671,18.329,78.69024390243901,37.599998,World,19,Americas,21,Northern America,,USA,840,Developed,USA,644089,28529.0,48708.0,566852,13487.0,1946.0,86.0,3258879.0,9845.0,330980987,40.0,91.0,62.0,46.0,26.0,68.0,United States,1586217600,368196.0,35.0,12.81637068406105,0.001112438522035104,-6.80120080654287,7.57353126274595,0.24920171786967052,4.962982235322283,0.991012839878507,2.707385429961442e-31,0.005768734640054872,0.2492017178696705,-14.654589255281639,0.991012839878507,2.707385429961442e-31,0.005768734640054871
