,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalCode,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionCode,interRegionName,country,m49,ldc,lldc,sids,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop
2513,France,FRA,121.61905701141599,37766.374111687204,64457201.0,53044946,13548420,79.655,20.344998999999998,82.2731707317073,41.200001,1,World,150,Europe,155,Western Europe,,,France,250,,,,Developed,France,147863,17167.0,30955.0,99741,6457.0,2265.0,263.0,333807.0,5114.0,65281678,68.0,71.0,43.0,86.0,63.0,48.0,1586908800,103573.0,45.0,11.548031957080191,0.00158655541911775,-6.446190015866438,7.725330037917135
2679,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583020800,111.0,0.0,4.709530201312334,1.3245567803303843e-06,-13.534432659896535,7.382746449738912
2680,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583107200,129.0,1.0,4.859812404361672,1.5393497717353115e-06,-13.384150456847197,7.382746449738912
2681,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583193600,157.0,2.0,5.056245805348308,1.8734722028096427e-06,-13.18771705586056,7.382746449738912
2682,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583280000,196.0,3.0,5.278114659230517,2.3388570175203184e-06,-12.96584820197835,7.382746449738912
2683,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583366400,262.0,4.0,5.568344503761097,3.1264313193383846e-06,-12.675618357447771,7.382746449738912
2684,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583452800,400.0,5.0,5.991464547107982,4.77317758677616e-06,-12.252498314100885,7.382746449738912
2685,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583539200,684.0,6.0,6.52795791762255,8.162133673387234e-06,-11.716004943586317,7.382746449738912
2686,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583625600,847.0,7.0,6.741700694652055,1.0107203539998519e-05,-11.502262166556813,7.382746449738912
2687,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583712000,902.0,8.0,6.804614520062624,1.076351545818024e-05,-11.439348341146244,7.382746449738912
2688,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583798400,1139.0,9.0,7.037905963447182,1.3591623178345115e-05,-11.206056897761686,7.382746449738912
2689,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583884800,1296.0,10.0,7.16703787691222,1.546509538115476e-05,-11.076924984296648,7.382746449738912
2690,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1583971200,1567.0,11.0,7.356918242356021,1.8698923196195607e-05,-10.887044618852848,7.382746449738912
2691,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584057600,2369.0,12.0,7.7702232041587855,2.8269144257681806e-05,-10.473739657050082,7.382746449738912
2692,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584144000,3062.0,13.0,8.026823576217629,3.6538674426771505e-05,-10.217139284991239,7.382746449738912
2693,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584230400,3795.0,14.0,8.24143968982973,4.528552235453881e-05,-10.002523171379138,7.382746449738912
2694,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584316800,4838.0,15.0,8.484256691169973,5.773158291205765e-05,-9.759706170038895,7.382746449738912
2695,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584403200,6012.0,16.0,8.701512750872865,7.174085912924568e-05,-9.542450110336002,7.382746449738912
2696,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584489600,7156.0,17.0,8.87570644462861,8.53921470274255e-05,-9.368256416580259,7.382746449738912
2697,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584576000,8198.0,18.0,9.011645501064283,9.78262746409774e-05,-9.232317360144584,7.382746449738912
2698,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584662400,14138.0,19.0,9.556621486730899,0.00016870796180460336,-8.687341374477969,7.382746449738912
2699,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584748800,18187.0,20.0,9.808462332127018,0.00021702445192674504,-8.43550052908185,7.382746449738912
2700,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584835200,21463.0,21.0,9.974085801381666,0.0002561167763624418,-8.269877059827204,7.382746449738912
2701,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1584921600,24774.0,22.0,10.117549995114146,0.00029562675383698145,-8.126412866094723,7.382746449738912
2702,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585008000,29212.0,23.0,10.28233486274,0.00034858515916226296,-7.961627998468868,7.382746449738912
2703,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585094400,31554.0,24.0,10.3594556428174,0.00037653211393283735,-7.884507218391469,7.382746449738912
2704,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585180800,36508.0,25.0,10.505286693636767,0.0004356479183450601,-7.7386761675721,7.382746449738912
2705,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585267200,42288.0,26.0,10.65225863684407,0.0005046203344739756,-7.591704224364797,7.382746449738912
2706,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585353600,48582.0,27.0,10.79100837091417,0.0005797262838018985,-7.452954490294698,7.382746449738912
2707,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585440000,52547.0,28.0,10.869463286188333,0.0006270404066308172,-7.374499575020535,7.382746449738912
2708,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585526400,57298.0,29.0,10.95602099807971,0.000683733823417751,-7.2879418631291575,7.382746449738912
2709,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585612800,61913.0,30.0,11.033485452777471,0.000738804359825181,-7.210477408431397,7.382746449738912
2710,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585699200,67366.0,31.0,11.117895718583592,0.000803874703276907,-7.126067142625276,7.382746449738912
2711,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585785600,73522.0,32.0,11.205339960141606,0.0008773339063373921,-7.038622901067262,7.382746449738912
2712,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585872000,79696.0,33.0,11.285974675313065,0.000951007902389282,-6.957988185895803,7.382746449738912
2713,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1585958400,85778.0,34.0,11.359517842340914,0.0010235840675962135,-6.884445018867955,7.382746449738912
2714,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586044800,91714.0,35.0,11.426430318347135,0.0010944180229839717,-6.817532542861733,7.382746449738912
2715,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586131200,95391.0,36.0,11.465739513363474,0.0011382954579504116,-6.778223347845394,7.382746449738912
2716,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586217600,99225.0,37.0,11.505145277651266,0.001184046365119661,-6.738817583557601,7.382746449738912
2717,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586304000,103228.0,38.0,11.544695413059031,0.0012318139398193235,-6.699267448149837,7.382746449738912
2718,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586390400,108202.0,39.0,11.591755129512041,0.001291168403110885,-6.652207731696827,7.382746449738912
2719,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586476800,113525.0,40.0,11.639778355966152,0.0013546874638469088,-6.604184505242716,7.382746449738912
2720,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586563200,117658.0,41.0,11.675537390143772,0.0014040063212622735,-6.568425471065097,7.382746449738912
2721,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586649600,120479.0,42.0,11.699230742866472,0.0014376691561930124,-6.544732118342396,7.382746449738912
2722,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586736000,123016.0,43.0,11.72006970719553,0.00146794303503714,-6.523893154013339,7.382746449738912
2723,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586822400,125098.0,44.0,11.736852709116974,0.0014927874243763101,-6.507110152091894,7.382746449738912
2724,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,1,World,150,Europe,155,Western Europe,,,Germany,276,,,,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,1586908800,127584.0,45.0,11.75653025018108,0.001522452723078124,-6.487432611027787,7.382746449738912
2983,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583193600,100.0,0.0,4.605170185988092,1.3372665015677444e-05,-11.22229785868987,4.912654885736052
2984,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583280000,103.0,1.0,4.634728988229636,1.3773844966147767e-05,-11.192739056448326,4.912654885736052
2985,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583366400,104.0,2.0,4.6443908991413725,1.3907571616304541e-05,-11.18307714553659,4.912654885736052
2986,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583452800,106.0,3.0,4.663439094112067,1.4175024916618091e-05,-11.164028950565895,4.912654885736052
2987,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583539200,108.0,4.0,4.68213122712422,1.4442478216931639e-05,-11.145336817553742,4.912654885736052
2988,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583625600,113.0,5.0,4.727387818712341,1.5111111467715512e-05,-11.100080225965621,4.912654885736052
2989,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583712000,115.0,6.0,4.74493212836325,1.537856476802906e-05,-11.082535916314711,4.912654885736052
2990,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583798400,117.0,7.0,4.762173934797756,1.564601806834261e-05,-11.065294109880206,4.912654885736052
2991,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583884800,129.0,8.0,4.859812404361672,1.72507378702239e-05,-10.96765564031629,4.912654885736052
2992,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583971200,130.0,9.0,4.867534450455582,1.7384464520380675e-05,-10.95993359422238,4.912654885736052
2993,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1584057600,132.0,10.0,4.882801922586371,1.7651917820694227e-05,-10.94466612209159,4.912654885736052
2994,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1584144000,139.0,11.0,4.9344739331306915,1.8588004371791648e-05,-10.892994111547269,4.912654885736052
2995,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1584230400,147.0,12.0,4.990432586778736,1.9657817573045842e-05,-10.837035457899226,4.912654885736052
2996,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1584316800,156.0,13.0,5.049856007249537,2.086135742445681e-05,-10.777612037428424,4.912654885736052
2997,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1584403200,164.0,14.0,5.099866427824199,2.193117062571101e-05,-10.727601616853763,4.912654885736052
2998,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,1,World,142,Asia,30,Eastern Asia,,,Hong Kong,344,,,,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1584489600,184.0,15.0,5.214935757608986,2.4605703628846498e-05,-10.612532287068976,4.912654885736052
