globalName,regionName,subRegionName,country,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,regionCode,subRegionCode,interRegionName,m49,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
World,Africa,Sub-Saharan Africa,Senegal,Senegal,SEN,77.7904430478367,2293.85353926578,14976994.0,6868749,8108245,45.861999999999995,54.138000000000005,66.78399999999999,18.299999,2,202,Western Africa,686,Developing,Senegal,314,2.0,190.0,122,1.0,19.0,0.1,,,16526316,70.0,25.0,45.0,55.0,25.0,,1586131200,222.0,10.0,5.402677381872279,1.3433120847985722e-05,-11.217787195572662,2.9444389791664403,0.07611548975160093,4.724269750892921,0.9813756335358478,9.357494741172082e-08,0.004966388433980342,0.07611548975160093,-11.896194826552021,0.9813756335358476,9.357494741172617e-08,0.004966388433980373
World,Africa,Sub-Saharan Africa,Senegal,Senegal,SEN,77.7904430478367,2293.85353926578,14976994.0,6868749,8108245,45.861999999999995,54.138000000000005,66.78399999999999,18.299999,2,202,Western Africa,686,Developing,Senegal,314,2.0,190.0,122,1.0,19.0,0.1,,,16526316,70.0,25.0,45.0,55.0,25.0,,1585699200,175.0,5.0,5.1647859739235145,1.0589171839628384e-05,-11.455678603521426,2.9444389791664403,0.10193826435251993,4.663292282532333,0.9978138177013987,7.163865251842778e-06,0.0033758132889226454,0.10193826435252014,-11.95717229491261,0.9978138177013987,7.163865251842778e-06,0.0033758132889226524
World,Africa,Sub-Saharan Africa,South Africa,South Africa,ZAF,45.5788317437288,12377.6592598329,55291225.0,35844195,19447030,64.828,35.172001,61.981,26.1,2,202,Southern Africa,710,Developing,South Africa,2506,34.0,410.0,2062,7.0,42.0,0.6,90515.0,1526.0,59666667,49.0,65.0,63.0,49.0,34.0,63.0,1586304000,1749.0,20.0,7.466799475018602,2.931284899825224e-05,-10.43748460570491,3.7376696182833684,0.13231078107791766,5.300946792853871,0.9229942089501961,2.5579096070479434e-09,0.012655232782232182,0.13231078107791772,-12.60333728786964,0.9229942089501962,2.5579096070479157e-09,0.01265523278223218
World,Africa,Sub-Saharan Africa,South Africa,South Africa,ZAF,45.5788317437288,12377.6592598329,55291225.0,35844195,19447030,64.828,35.172001,61.981,26.1,2,202,Southern Africa,710,Developing,South Africa,2506,34.0,410.0,2062,7.0,42.0,0.6,90515.0,1526.0,59666667,49.0,65.0,63.0,49.0,34.0,63.0,1585440000,1187.0,10.0,7.079184394609668,1.98938546374645e-05,-10.825099686113843,3.7376696182833684,0.24770151865000484,4.765108073760597,0.9946146852595432,3.5851909732999255e-10,0.008603746355521438,0.24770151865000495,-13.139176006962915,0.9946146852595434,3.585190973299262e-10,0.008603746355521262
World,Africa,Sub-Saharan Africa,South Africa,South Africa,ZAF,45.5788317437288,12377.6592598329,55291225.0,35844195,19447030,64.828,35.172001,61.981,26.1,2,202,Southern Africa,710,Developing,South Africa,2506,34.0,410.0,2062,7.0,42.0,0.6,90515.0,1526.0,59666667,49.0,65.0,63.0,49.0,34.0,63.0,1585008000,402.0,5.0,5.996452088619021,6.737430129958491e-06,-11.90783199210449,3.7376696182833684,0.2336976248183517,4.778665035069139,0.9901807380214646,0.00014415348236641642,0.01649664056563567,0.2336976248183517,-13.125619045654371,0.9901807380214647,0.00014415348236641317,0.016496640565635573
World,Americas,Latin America and the Caribbean,Argentina,Argentina,ARG,15.8650650968871,19116.907914513202,43417765.0,39728558,3689207,91.50299999999999,8.496999699999998,76.415,30.799999,19,419,South America,32,Developing,Argentina,2571,112.0,596.0,1863,117.0,57.0,2.0,24374.0,539.0,45105263,49.0,46.0,56.0,86.0,20.0,62.0,1586390400,1795.0,20.0,7.492760300922379,3.979579943919183e-05,-10.13174919297265,4.04305126783455,0.12671035373388556,5.254524986843202,0.9702530357580482,3.667343814640193e-13,0.007253249570612382,0.12671035373388556,-12.369984507051829,0.9702530357580481,3.6673438146403374e-13,0.0072532495706123966
World,Americas,Latin America and the Caribbean,Argentina,Argentina,ARG,15.8650650968871,19116.907914513202,43417765.0,39728558,3689207,91.50299999999999,8.496999699999998,76.415,30.799999,19,419,South America,32,Developing,Argentina,2571,112.0,596.0,1863,117.0,57.0,2.0,24374.0,539.0,45105263,49.0,46.0,56.0,86.0,20.0,62.0,1585526400,820.0,10.0,6.709304340258298,1.817969667974223e-05,-10.91520515363673,4.04305126783455,0.19047863921770053,4.959985297119118,0.9899570427307555,5.8821352839363406e-09,0.009066952354135788,0.19047863921770064,-12.66452419677591,0.9899570427307557,5.882135283935753e-09,0.009066952354135693
World,Americas,Latin America and the Caribbean,Argentina,Argentina,ARG,15.8650650968871,19116.907914513202,43417765.0,39728558,3689207,91.50299999999999,8.496999699999998,76.415,30.799999,19,419,South America,32,Developing,Argentina,2571,112.0,596.0,1863,117.0,57.0,2.0,24374.0,539.0,45105263,49.0,46.0,56.0,86.0,20.0,62.0,1585094400,387.0,5.0,5.958424693029782,8.579930018366149e-06,-11.666084800865248,4.04305126783455,0.21808324992268086,4.884751369478525,0.9902285759793445,0.00014275459975059243,0.01535632405959423,0.21808324992268108,-12.739758124416506,0.9902285759793445,0.00014275459975059243,0.015356324059594246
World,Americas,Latin America and the Caribbean,Brazil,Brazil,BRA,24.6420983615972,14702.5912680317,205962108.0,176653700,29308408,85.77,14.23,75.28399999999999,31.299999,19,419,South America,76,Developing,Brazil,28912,1760.0,14026.0,13126,296.0,136.0,8.0,62985.0,296.0,212588235,69.0,38.0,49.0,76.0,44.0,59.0,1586822400,23430.0,30.0,10.061772531501841,0.0001102130604734547,-9.113095152174882,4.912654885736052,0.16538751281955788,5.632250048113345,0.9755195608388251,1.2656407480055575e-20,0.006923377372697172,0.16538751281955788,-13.542617635563378,0.9755195608388252,1.2656407480054767e-20,0.006923377372697156
World,Americas,Latin America and the Caribbean,Brazil,Brazil,BRA,24.6420983615972,14702.5912680317,205962108.0,176653700,29308408,85.77,14.23,75.28399999999999,31.299999,19,419,South America,76,Developing,Brazil,28912,1760.0,14026.0,13126,296.0,136.0,8.0,62985.0,296.0,212588235,69.0,38.0,49.0,76.0,44.0,59.0,1585958400,9056.0,20.0,9.111182800442965,4.259878257138736e-05,-10.063684883233758,4.912654885736052,0.20602047600789766,5.304915083043442,0.9795577742032187,1.0773792233220756e-14,0.009706255323091852,0.20602047600789766,-13.86995260063328,0.9795577742032189,1.0773792233219606e-14,0.009706255323091797
World,Americas,Latin America and the Caribbean,Brazil,Brazil,BRA,24.6420983615972,14702.5912680317,205962108.0,176653700,29308408,85.77,14.23,75.28399999999999,31.299999,19,419,South America,76,Developing,Brazil,28912,1760.0,14026.0,13126,296.0,136.0,8.0,62985.0,296.0,212588235,69.0,38.0,49.0,76.0,44.0,59.0,1585094400,2201.0,10.0,7.696667081526462,1.0353348105082109e-05,-11.478200602150261,4.912654885736052,0.2964757756731153,4.893365825631853,0.9952831248205272,1.9766216961528064e-10,0.009632760784405173,0.2964757756731153,-14.28150185804487,0.9952831248205272,1.9766216961528064e-10,0.009632760784405173
World,Americas,Latin America and the Caribbean,Brazil,Brazil,BRA,24.6420983615972,14702.5912680317,205962108.0,176653700,29308408,85.77,14.23,75.28399999999999,31.299999,19,419,South America,76,Developing,Brazil,28912,1760.0,14026.0,13126,296.0,136.0,8.0,62985.0,296.0,212588235,69.0,38.0,49.0,76.0,44.0,59.0,1584662400,621.0,5.0,6.431331081933479,2.9211400151094907e-06,-12.743536601743244,4.912654885736052,0.30508920915996457,4.85614473913163,0.989440519499202,0.00016666523775466503,0.022345697521694855,0.3050892091599645,-14.318722944545092,0.9894405194992019,0.00016666523775466844,0.022345697521694977
World,Americas,Latin America and the Caribbean,Chile,Chile,CHL,23.8895985646885,22516.6078575125,17762681.0,15517478,2245203,87.36,12.64,79.315,33.700001,19,419,South America,152,Developing,Chile,8273,94.0,2937.0,5242,389.0,433.0,5.0,91873.0,4806.0,19106236,63.0,23.0,28.0,86.0,31.0,68.0,1586131200,4471.0,20.0,8.405367376233981,0.00023400736806558864,-8.360157955642512,6.07073772800249,0.1676964182772545,5.3498840461632735,0.987656465970332,9.218172538371516e-17,0.006101428092821725,0.16769641827725454,-11.41564128571322,0.9876564659703322,9.218172538369942e-17,0.0061014280928216695
World,Americas,Latin America and the Caribbean,Chile,Chile,CHL,23.8895985646885,22516.6078575125,17762681.0,15517478,2245203,87.36,12.64,79.315,33.700001,19,419,South America,152,Developing,Chile,8273,94.0,2937.0,5242,389.0,433.0,5.0,91873.0,4806.0,19106236,63.0,23.0,28.0,86.0,31.0,68.0,1585267200,1306.0,10.0,7.174724309836376,6.83546460956517e-05,-9.590801022040116,6.07073772800249,0.21428877888678036,5.121711184894417,0.9955975304548622,1.449800660588183e-10,0.006724794596957924,0.2142887788867803,-11.643814146982075,0.9955975304548622,1.449800660588183e-10,0.006724794596957922
World,Americas,Latin America and the Caribbean,Chile,Chile,CHL,23.8895985646885,22516.6078575125,17762681.0,15517478,2245203,87.36,12.64,79.315,33.700001,19,419,South America,152,Developing,Chile,8273,94.0,2937.0,5242,389.0,433.0,5.0,91873.0,4806.0,19106236,63.0,23.0,28.0,86.0,31.0,68.0,1584835200,537.0,5.0,6.285998094508865,2.810600685556276e-05,-10.479527237367627,6.07073772800249,0.25292769650890734,5.037561584503058,0.9965855319772055,1.7467983873449448e-05,0.010477491083615202,0.25292769650890745,-11.727963747373433,0.9965855319772053,1.746798387345057e-05,0.01047749108361538
World,Americas,Latin America and the Caribbean,Colombia,Colombia,COL,43.468857142857104,12985.383134526599,48228697.0,38469138,9759559,79.764,20.236,74.2,30.1,19,419,South America,170,Developing,Colombia,3105,131.0,452.0,2522,106.0,61.0,3.0,45423.0,893.0,50901639,67.0,13.0,64.0,80.0,13.0,83.0,1586304000,1780.0,20.0,7.484368643286131,3.496940442330354e-05,-10.261037038109126,4.110873864173311,0.13839608379561388,4.93373835522808,0.9850558944257674,5.611329284575319e-16,0.0055514631318526,0.13839608379561388,-12.811667326167177,0.9850558944257676,5.611329284574519e-16,0.005551463131852568
World,Americas,Latin America and the Caribbean,Colombia,Colombia,COL,43.468857142857104,12985.383134526599,48228697.0,38469138,9759559,79.764,20.236,74.2,30.1,19,419,South America,170,Developing,Colombia,3105,131.0,452.0,2522,106.0,61.0,3.0,45423.0,893.0,50901639,67.0,13.0,64.0,80.0,13.0,83.0,1585440000,608.0,10.0,6.410174881966167,1.194460555582503e-05,-11.33523079942909,4.110873864173311,0.18331688968289422,4.724673526861732,0.9882916470028544,1.1704397236406136e-08,0.009433743164947453,0.1833168896828942,-13.020732154533523,0.9882916470028545,1.1704397236405633e-08,0.009433743164947406
World,Americas,Latin America and the Caribbean,Colombia,Colombia,COL,43.468857142857104,12985.383134526599,48228697.0,38469138,9759559,79.764,20.236,74.2,30.1,19,419,South America,170,Developing,Colombia,3105,131.0,452.0,2522,106.0,61.0,3.0,45423.0,893.0,50901639,67.0,13.0,64.0,80.0,13.0,83.0,1585008000,306.0,5.0,5.723585101952381,6.011594243556676e-06,-12.021820579442876,4.110873864173311,0.2171497054772765,4.6354384458142865,0.996522675441614,1.8116655594178697e-05,0.00907824294992469,0.21714970547727647,-13.10996723558097,0.996522675441614,1.8116655594178697e-05,0.009078242949924686
World,Americas,Latin America and the Caribbean,Costa Rica,Costa Rica,CRI,94.160830395613,14738.607621090401,4807852.0,3695411,1112441,76.862,23.138,79.634,31.4,19,419,Central America,188,Developing,Costa Rica,626,4.0,67.0,555,11.0,123.0,0.8,9089.0,1784.0,5089431,35.0,15.0,21.0,86.0,,,1586476800,539.0,20.0,6.289715570908998,0.00010590574859940139,-9.15296102354973,4.812184355372417,0.07824317125397416,4.884041576746652,0.9706900179028655,3.1917812410468603e-13,0.004444327100537322,0.07824317125397413,-10.558635017712076,0.9706900179028654,3.191781241046985e-13,0.00444432710053733
World,Americas,Latin America and the Caribbean,Costa Rica,Costa Rica,CRI,94.160830395613,14738.607621090401,4807852.0,3695411,1112441,76.862,23.138,79.634,31.4,19,419,Central America,188,Developing,Costa Rica,626,4.0,67.0,555,11.0,123.0,0.8,9089.0,1784.0,5089431,35.0,15.0,21.0,86.0,,,1585612800,330.0,10.0,5.799092654460526,6.484025424453146e-05,-9.643583939998202,4.812184355372417,0.11781993662362908,4.6999443138390395,0.9943365327180127,4.49531208008739e-10,0.004197633859949699,0.11781993662362908,-10.742732280619688,0.9943365327180127,4.49531208008739e-10,0.004197633859949699
World,Americas,Latin America and the Caribbean,Costa Rica,Costa Rica,CRI,94.160830395613,14738.607621090401,4807852.0,3695411,1112441,76.862,23.138,79.634,31.4,19,419,Central America,188,Developing,Costa Rica,626,4.0,67.0,555,11.0,123.0,0.8,9089.0,1784.0,5089431,35.0,15.0,21.0,86.0,,,1585180800,201.0,5.0,5.303304908059076,3.9493609403487345e-05,-10.139371686399652,4.812184355372417,0.12246480208965564,4.682079865962674,0.990667789467846,0.00013022885830119062,0.008424514949259665,0.12246480208965568,-10.760596728496056,0.9906677894678463,0.00013022885830118121,0.008424514949259516
World,Americas,Latin America and the Caribbean,Dominican Republic,Dominican Republic,DOM,217.934050921134,13395.916802055,10528394.0,8271738,2256656,78.566,21.434,73.673,26.1,19,419,Caribbean,214,Developing,Dominican Republic,3614,189.0,208.0,3217,143.0,333.0,17.0,9275.0,855.0,10852853,65.0,30.0,65.0,45.0,13.0,54.0,1586563200,2620.0,20.0,7.8709295967551425,0.0002414111754761628,-8.329008955939246,5.808142489980444,0.13866846530559926,5.367797134559142,0.9648630074993577,1.7469654483721633e-12,0.008663306581098783,0.1386684653055993,-10.832141418135246,0.9648630074993577,1.7469654483721633e-12,0.008663306581098783
