globalName,regionName,subRegionName,country,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,regionCode,subRegionCode,interRegionName,m49,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
World,Asia,Eastern Asia,Hong Kong,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,142,30,,344,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1586649600,1004.0,40.0,6.911747300251674,0.00013426155675740154,-8.915720744426288,4.912654885736052,0.07080007094704643,4.362907571840976,0.9843308233255246,5.2121719273664515e-31,0.002030908851822357,0.07080007094704643,-11.464560472836986,0.9843308233255244,5.21217192736786e-31,0.002030908851822372
World,Asia,Eastern Asia,Hong Kong,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,142,30,,344,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1586217600,935.0,35.0,6.840546529288687,0.0001250344178965841,-8.986921515389275,4.912654885736052,0.0751895847809461,4.308397664793268,0.9851617241118922,1.3037173975082668e-27,0.0022464686651124635,0.07518958478094612,-11.519070379884694,0.9851617241118926,1.3037173975076083e-27,0.0022464686651124293
World,Asia,Eastern Asia,Hong Kong,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,142,30,,344,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1585785600,784.0,30.0,6.664409020350408,0.00010484169372291116,-9.163059024327554,4.912654885736052,0.07563337308822146,4.302912172884966,0.9779881814051611,2.752853883821395e-21,0.0029965440934672325,0.0756333730882215,-11.524555871792998,0.9779881814051613,2.7528538838210026e-21,0.0029965440934672173
World,Asia,Eastern Asia,Hong Kong,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,142,30,,344,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1584921600,351.0,20.0,5.860786223465865,4.6938054205027826e-05,-9.966681821212095,4.912654885736052,0.058861932451156174,4.432455182423888,0.9432619914648412,1.5224435755534206e-10,0.004753659854804326,0.058861932451156236,-11.395012862254074,0.9432619914648412,1.5224435755534206e-10,0.004753659854804331
World,Asia,Eastern Asia,Hong Kong,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,142,30,,344,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1584057600,132.0,10.0,4.882801922586371,1.7651917820694227e-05,-10.94466612209159,4.912654885736052,0.029326505728786246,4.587413203526284,0.9779945413034875,1.972700551003748e-07,0.002085356890455988,0.029326505728786374,-11.24005484115168,0.9779945413034876,1.9727005510036984e-07,0.002085356890455992
World,Asia,Eastern Asia,Hong Kong,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,142,30,,344,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,1583625600,113.0,5.0,4.727387818712341,1.5111111467715512e-05,-11.100080225965621,4.912654885736052,0.0220669450078769,4.604374006364929,0.9768643540614924,0.0007966953983940264,0.0024155009050899796,0.022066945007876933,-11.223094038313032,0.9768643540614932,0.0007966953983939728,0.0024155009050899397
World,Asia,Eastern Asia,Japan,Japan,JPN,348.751920122888,37882.980624441,127974958.0,116182717,10958283,91.381,8.619000400000001,83.79390243902441,46.299999,142,30,,392,Developed,Japan,8626,178.0,901.0,7547,168.0,68.0,1.0,94236.0,745.0,126852941,54.0,46.0,95.0,92.0,88.0,42.0,1585785600,2178.0,40.0,7.686162303492906,1.7169487619526298e-05,-10.972376725111907,4.219507705176107,0.07142259742683355,4.905060235381658,0.9921186681225492,8.45727991419932e-37,0.0014444320808409232,0.07142259742683356,-13.753478793223156,0.9921186681225496,8.457279914192467e-37,0.0014444320808408924
World,Asia,Eastern Asia,Japan,Japan,JPN,348.751920122888,37882.980624441,127974958.0,116182717,10958283,91.381,8.619000400000001,83.79390243902441,46.299999,142,30,,392,Developed,Japan,8626,178.0,901.0,7547,168.0,68.0,1.0,94236.0,745.0,126852941,54.0,46.0,95.0,92.0,88.0,42.0,1585353600,1499.0,35.0,7.312553498102598,1.1816832847415024e-05,-11.345985530502215,4.219507705176107,0.07299199540523484,4.885634069626857,0.9897072062709235,2.6898658660202336e-30,0.0018100487273343155,0.0729919954052348,-13.772904958977955,0.989707206270923,2.6898658660222227e-30,0.0018100487273343547
World,Asia,Eastern Asia,Japan,Japan,JPN,348.751920122888,37882.980624441,127974958.0,116182717,10958283,91.381,8.619000400000001,83.79390243902441,46.299999,142,30,,392,Developed,Japan,8626,178.0,901.0,7547,168.0,68.0,1.0,94236.0,745.0,126852941,54.0,46.0,95.0,92.0,88.0,42.0,1584921600,1089.0,30.0,6.9930151229329605,8.584743809763149e-06,-11.665523905671852,4.219507705176107,0.07796384224545996,4.833104601356993,0.9914119295451419,3.54668396470606e-27,0.0019097145027414289,0.07796384224545996,-13.82543442724782,0.991411929545142,3.54668396470538e-27,0.001909714502741416
World,Asia,Eastern Asia,Japan,Japan,JPN,348.751920122888,37882.980624441,127974958.0,116182717,10958283,91.381,8.619000400000001,83.79390243902441,46.299999,142,30,,392,Developed,Japan,8626,178.0,901.0,7547,168.0,68.0,1.0,94236.0,745.0,126852941,54.0,46.0,95.0,92.0,88.0,42.0,1584057600,675.0,20.0,6.51471269087253,5.321122196134184e-06,-12.143826337732284,4.219507705176107,0.08823659927101327,4.745839922650572,0.9950498742558831,1.6114449461930727e-20,0.0020216785630843693,0.08823659927101327,-13.912699105954243,0.9950498742558834,1.6114449461920528e-20,0.0020216785630843004
World,Asia,Eastern Asia,Japan,Japan,JPN,348.751920122888,37882.980624441,127974958.0,116182717,10958283,91.381,8.619000400000001,83.79390243902441,46.299999,142,30,,392,Developed,Japan,8626,178.0,901.0,7547,168.0,68.0,1.0,94236.0,745.0,126852941,54.0,46.0,95.0,92.0,88.0,42.0,1583193600,254.0,10.0,5.537334267018537,2.0023185745453076e-06,-13.121204761586275,4.219507705176107,0.08853384400625383,4.751723588972598,0.9801774084867066,1.2366997117185962e-07,0.005965071370753504,0.08853384400625386,-13.906815439632217,0.9801774084867068,1.2366997117185655e-07,0.005965071370753496
World,Asia,Eastern Asia,Japan,Japan,JPN,348.751920122888,37882.980624441,127974958.0,116182717,10958283,91.381,8.619000400000001,83.79390243902441,46.299999,142,30,,392,Developed,Japan,8626,178.0,901.0,7547,168.0,68.0,1.0,94236.0,745.0,126852941,54.0,46.0,95.0,92.0,88.0,42.0,1582761600,186.0,5.0,5.225746673713202,1.4662647829347527e-06,-13.432792354891612,4.219507705176107,0.10028928952833936,4.7162771050847,0.9632461560175102,0.0020014431971738375,0.01398382679367586,0.10028928952833915,-13.942261923520114,0.9632461560175098,0.0020014431971738713,0.01398382679367589
World,Asia,Eastern Asia,South Korea,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,142,30,,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,1585699200,9786.0,40.0,9.188708071849069,0.00019086987805919155,-8.563918628791061,5.332718793265369,0.06970932039258045,7.069341133721676,0.8097489080692931,1.4464642975233078e-10,0.00808874072506922,0.06970932039258046,-10.683285566918455,0.8097489080692933,1.446464297523276e-10,0.008088740725069217
World,Asia,Eastern Asia,South Korea,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,142,30,,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,1585267200,9332.0,35.0,9.14120463314132,0.0001820148888257077,-8.61142206749881,5.332718793265369,0.08418646491782306,6.891372587338588,0.8333089849696708,2.8480695362239315e-10,0.009577908402011674,0.08418646491782308,-10.861254113301543,0.8333089849696709,2.848069536223901e-10,0.00957790840201167
World,Asia,Eastern Asia,South Korea,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,142,30,,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,1584835200,8897.0,30.0,9.093469420244768,0.0001735304828420833,-8.659157280395362,5.332718793265369,0.1044091397470289,6.67658771010436,0.8626023529559542,4.4048299631257714e-10,0.011370474837460114,0.10440913974702895,-11.076038990535773,0.8626023529559543,4.4048299631257554e-10,0.011370474837460114
World,Asia,Eastern Asia,South Korea,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,142,30,,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,1583971200,7869.0,20.0,8.970686268534983,0.00015347997858652956,-8.781940432105147,5.332718793265369,0.17516386044911908,6.113013665741834,0.9351442993370003,5.252104687754199e-10,0.015223686504136814,0.17516386044911908,-11.639613034898298,0.9351442993370002,5.252104687754256e-10,0.01522368650413683
World,Asia,Eastern Asia,South Korea,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,142,30,,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,1583107200,4212.0,10.0,8.345692873253865,8.215245517937e-05,-9.406933827386265,5.332718793265369,0.3008664104939313,5.51768546078026,0.9805991121598384,1.12332055220765e-07,0.02004795351957537,0.30086641049393137,-12.23494123985987,0.9805991121598385,1.1233205522076219e-07,0.02004795351957531
World,Asia,Eastern Asia,South Korea,South Korea,KOR,523.337576938859,34177.6544703221,50593662.0,41645542,9369405,81.634,18.365999,82.0243902439024,40.799999,142,30,,410,Developing,South Korea,10613,229.0,7757.0,2627,55.0,207.0,4.0,538775.0,10509.0,51270531,60.0,18.0,39.0,85.0,100.0,29.0,1582675200,1146.0,5.0,7.044032897274685,2.235202128099668e-05,-10.708593803365446,5.332718793265369,0.37400444770213087,5.358157223082532,0.9509847860819307,0.0035448574832109,0.06080868260269261,0.3740044477021307,-12.394469477557598,0.9509847860819306,0.0035448574832109155,0.060808682602692656
World,Asia,South-eastern Asia,Indonesia,Indonesia,IDN,142.507390274734,10367.7019920006,258162113.0,137633967,120528146,53.313,46.687,69.025,28.0,142,35,,360,Developing,Indonesia,5136,469.0,446.0,4221,,19.0,2.0,36000.0,132.0,270315789,78.0,14.0,46.0,48.0,62.0,38.0,1586908800,4839.0,30.0,8.48446336679332,1.7901285078098047e-05,-10.930638055621976,2.9444389791664403,0.11945985679421156,5.20686323225375,0.9761917174038088,8.488915261187735e-21,0.00492908655104881,0.11945985679421153,-14.208238190161545,0.9761917174038088,8.488915261187735e-21,0.00492908655104881
World,Asia,South-eastern Asia,Indonesia,Indonesia,IDN,142.507390274734,10367.7019920006,258162113.0,137633967,120528146,53.313,46.687,69.025,28.0,142,35,,360,Developing,Indonesia,5136,469.0,446.0,4221,,19.0,2.0,36000.0,132.0,270315789,78.0,14.0,46.0,48.0,62.0,38.0,1586044800,2092.0,20.0,7.645875825184813,7.739096586770223e-06,-11.76922559723048,2.9444389791664403,0.1492199224107508,4.970993246090192,0.9796559688471742,1.0295984822514109e-14,0.007012773115994739,0.1492199224107508,-14.444108176325106,0.9796559688471742,1.0295984822514109e-14,0.007012773115994739
World,Asia,South-eastern Asia,Indonesia,Indonesia,IDN,142.507390274734,10367.7019920006,258162113.0,137633967,120528146,53.313,46.687,69.025,28.0,142,35,,360,Developing,Indonesia,5136,469.0,446.0,4221,,19.0,2.0,36000.0,132.0,270315789,78.0,14.0,46.0,48.0,62.0,38.0,1585180800,790.0,10.0,6.672032945461067,2.9225077932832107e-06,-12.743068476954226,2.9444389791664403,0.2054238682660133,4.702787738827589,0.9901767024514027,5.326631929117529e-09,0.009669219362952225,0.2054238682660133,-14.712313683587706,0.9901767024514028,5.3266319291172436e-09,0.009669219362952168
World,Asia,South-eastern Asia,Indonesia,Indonesia,IDN,142.507390274734,10367.7019920006,258162113.0,137633967,120528146,53.313,46.687,69.025,28.0,142,35,,360,Developing,Indonesia,5136,469.0,446.0,4221,,19.0,2.0,36000.0,132.0,270315789,78.0,14.0,46.0,48.0,62.0,38.0,1584748800,309.0,5.0,5.733341276897746,1.143107478638623e-06,-13.681760145517549,2.9444389791664403,0.1839190675168978,4.725751328333542,0.9753104941291967,0.0009068325381819517,0.02082225439378268,0.18391906751689768,-14.689350094081751,0.9753104941291969,0.0009068325381819353,0.020822254393782567
World,Asia,South-eastern Asia,Malaysia,Malaysia,MYS,93.51135291432051,25001.6126731494,30723155.0,22800575,7922580,74.21300000000001,25.787001,75.143,27.700001,142,35,,458,Developing,Malaysia,5072,83.0,2647.0,2342,56.0,157.0,3.0,87183.0,2694.0,32305732,104.0,26.0,50.0,36.0,41.0,57.0,1586822400,4817.0,35.0,8.479906606630221,0.00014910666627210303,-8.81084862711858,5.056245805348308,0.10433652494970361,5.40255897759445,0.9422838263180511,1.0015878265823728e-17,0.0063579965117848605,0.10433652494970361,-11.888196256154348,0.9422838263180509,1.0015878265824301e-17,0.006357996511784874
World,Asia,South-eastern Asia,Malaysia,Malaysia,MYS,93.51135291432051,25001.6126731494,30723155.0,22800575,7922580,74.21300000000001,25.787001,75.143,27.700001,142,35,,458,Developing,Malaysia,5072,83.0,2647.0,2342,56.0,157.0,3.0,87183.0,2694.0,32305732,104.0,26.0,50.0,36.0,41.0,57.0,1586390400,4119.0,30.0,8.323365694436081,0.0001275005933931477,-8.96738953931272,5.056245805348308,0.12023946890463008,5.2334260428697785,0.9534451557962792,1.2257995306734962e-16,0.0070621247334299265,0.12023946890463008,-12.057329190879019,0.953445155796279,1.2257995306735746e-16,0.007062124733429946
World,Asia,South-eastern Asia,Malaysia,Malaysia,MYS,93.51135291432051,25001.6126731494,30723155.0,22800575,7922580,74.21300000000001,25.787001,75.143,27.700001,142,35,,458,Developing,Malaysia,5072,83.0,2647.0,2342,56.0,157.0,3.0,87183.0,2694.0,32305732,104.0,26.0,50.0,36.0,41.0,57.0,1585526400,2470.0,20.0,7.8119734296220225,7.645702007309415e-05,-9.478781804126777,5.056245805348308,0.16580859887033633,4.868557968964397,0.9755164916873486,5.886231432066882e-14,0.008575763339240103,0.1658085988703364,-12.422197264784405,0.9755164916873488,5.886231432066379e-14,0.008575763339240065
World,Asia,South-eastern Asia,Malaysia,Malaysia,MYS,93.51135291432051,25001.6126731494,30723155.0,22800575,7922580,74.21300000000001,25.787001,75.143,27.700001,142,35,,458,Developing,Malaysia,5072,83.0,2647.0,2342,56.0,157.0,3.0,87183.0,2694.0,32305732,104.0,26.0,50.0,36.0,41.0,57.0,1584662400,900.0,10.0,6.802394763324311,2.7858833225014064e-05,-10.48836047042449,5.056245805348308,0.22958935256329732,4.561567447735836,0.9807993717433239,1.0723866329525104e-07,0.015216973142673569,0.22958935256329727,-12.729187786012965,0.9807993717433239,1.0723866329525104e-07,0.015216973142673566
World,Asia,South-eastern Asia,Malaysia,Malaysia,MYS,93.51135291432051,25001.6126731494,30723155.0,22800575,7922580,74.21300000000001,25.787001,75.143,27.700001,142,35,,458,Developing,Malaysia,5072,83.0,2647.0,2342,56.0,157.0,3.0,87183.0,2694.0,32305732,104.0,26.0,50.0,36.0,41.0,57.0,1584230400,238.0,5.0,5.472270673671475,7.367113675059274e-06,-11.818484560077327,5.056245805348308,0.13940875413083,4.725478461429811,0.9850160053431722,0.00033509803985528735,0.012204291555282217,0.13940875413082976,-12.565276772318988,0.9850160053431722,0.00033509803985528735,0.012204291555282194
World,Asia,South-eastern Asia,Philippines,Philippines,PHL,341.13545628332804,6874.58256551739,101716359.0,47078400,54637959,46.284,53.716,68.95100000000001,24.1,142,35,,608,Developing,Philippines,5453,349.0,353.0,4751,1.0,50.0,3.0,45486.0,415.0,109060000,94.0,32.0,64.0,44.0,27.0,42.0,1586822400,4932.0,30.0,8.503499864284235,4.5222813130386945e-05,-10.003908883177955,3.912023005428146,0.13666363326293002,4.917865133306659,0.9787863807833586,1.6195579910348948e-21,0.005312181273694935,0.13666363326293,-13.58954361415553,0.9787863807833582,1.6195579910352753e-21,0.005312181273694977
World,Asia,South-eastern Asia,Philippines,Philippines,PHL,341.13545628332804,6874.58256551739,101716359.0,47078400,54637959,46.284,53.716,68.95100000000001,24.1,142,35,,608,Developing,Philippines,5453,349.0,353.0,4751,1.0,50.0,3.0,45486.0,415.0,109060000,94.0,32.0,64.0,44.0,27.0,42.0,1585958400,3018.0,20.0,8.012349639327795,2.767284063818082e-05,-10.495059108134395,3.912023005428146,0.17104014359503106,4.632998843197646,0.9946654181550361,3.27469977384514e-20,0.004069391311551723,0.1710401435950311,-13.874409904264546,0.9946654181550363,3.274699773843836e-20,0.004069391311551638
World,Asia,South-eastern Asia,Philippines,Philippines,PHL,341.13545628332804,6874.58256551739,101716359.0,47078400,54637959,46.284,53.716,68.95100000000001,24.1,142,35,,608,Developing,Philippines,5453,349.0,353.0,4751,1.0,50.0,3.0,45486.0,415.0,109060000,94.0,32.0,64.0,44.0,27.0,42.0,1585094400,552.0,10.0,6.313548046277095,5.061434072987347e-06,-12.193860701185095,3.912023005428146,0.15724316879386124,4.700328706614765,0.9854373241199259,3.1111401748170635e-08,0.009044201044985316,0.15724316879386122,-13.807080040847424,0.9854373241199258,3.111140174817164e-08,0.00904420104498535
World,Asia,South-eastern Asia,Philippines,Philippines,PHL,341.13545628332804,6874.58256551739,101716359.0,47078400,54637959,46.284,53.716,68.95100000000001,24.1,142,35,,608,Developing,Philippines,5453,349.0,353.0,4751,1.0,50.0,3.0,45486.0,415.0,109060000,94.0,32.0,64.0,44.0,27.0,42.0,1584662400,230.0,5.0,5.438079308923196,2.1089308637447275e-06,-13.069329438538995,3.912023005428146,0.14336865490523823,4.73898758018722,0.9818167167096525,0.0004929417010632965,0.013859950809917972,0.14336865490523784,-13.768421167274969,0.9818167167096528,0.000492941701063285,0.013859950809917847
World,Asia,South-eastern Asia,Singapore,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,142,35,,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,1586476800,1909.0,40.0,7.554334823725748,0.000326165996451642,-8.028104114622149,6.448889394146858,0.07675095207251455,4.413402948958163,0.9961067848295202,9.328950061626488e-43,0.0010876562471449588,0.07675095207251453,-11.169035989389732,0.9961067848295202,9.328950061626488e-43,0.0010876562471449588
World,Asia,South-eastern Asia,Singapore,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,142,35,,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,1586044800,1189.0,35.0,7.080867896690782,0.00020314896269303423,-8.501571041657115,6.448889394146858,0.07670962448363472,4.4141158666816125,0.9944048577561663,8.80895081445422e-35,0.001397524366181956,0.07670962448363472,-11.168323071666284,0.9944048577561663,8.80895081445422e-35,0.0013975243661819559
World,Asia,South-eastern Asia,Singapore,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,142,35,,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,1585612800,844.0,30.0,6.738152494595957,0.00014420330068370133,-8.84428644375194,6.448889394146858,0.07665162044440535,4.414629613430252,0.9913361263571372,4.026736628241117e-27,0.0018859481545601736,0.0766516204444053,-11.167809324917643,0.9913361263571367,4.026736628244152e-27,0.001885948154560222
World,Asia,South-eastern Asia,Singapore,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,142,35,,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,1584748800,385.0,20.0,5.953243334287785,6.577994166258888e-05,-9.629195604060113,6.448889394146858,0.0651831621587261,4.503480310873484,0.9864748407871464,2.186945674430227e-16,0.0024847651014827526,0.06518316215872606,-11.078958627474412,0.9864748407871459,2.186945674431083e-16,0.002484765101482804
World,Asia,South-eastern Asia,Singapore,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,142,35,,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,1583884800,166.0,10.0,5.111987788356544,2.836226056101235e-05,-10.470451149991353,6.448889394146858,0.05154643798776887,4.573566113670723,0.9732563716669367,4.711859183940438e-07,0.004055571572602351,0.0515464379877688,-11.008872824677173,0.9732563716669369,4.7118591839402537e-07,0.004055571572602328
World,Asia,South-eastern Asia,Singapore,Singapore,SGP,7806.77291960508,81741.096935529,5535262.0,5535002,0,100.0,0.0,82.74390243902441,40.0,142,35,,702,Developing,Singapore,3699,10.0,652.0,3037,29.0,632.0,2.0,72680.0,12423.0,5852848,74.0,20.0,48.0,8.0,72.0,46.0,1583452800,117.0,5.0,4.762173934797756,1.9990267985773763e-05,-10.82026500355014,6.448889394146858,0.024843830793848755,4.6298398074163485,0.9862642206674138,0.00028171167484565015,0.0020803693714193227,0.024843830793848606,-10.952599130931548,0.9862642206674137,0.0002817116748456547,0.0020803693714193184
World,Asia,South-eastern Asia,Thailand,Thailand,THA,134.388224471021,15252.228253058101,68657600.0,32745556,35912044,47.693999999999996,52.306000000000004,75.10300000000001,37.799999,142,35,,764,Developing,Thailand,2643,43.0,1497.0,1103,61.0,38.0,0.6,100498.0,1440.0,69552632,64.0,20.0,34.0,64.0,32.0,45.0,1586908800,2643.0,30.0,7.879669914604289,3.799999976995838e-05,-10.177924404291614,3.6375861597263857,0.09700939277553845,5.53291973590341,0.9136638749155775,7.333692800680292e-13,0.00801414948881103,0.09700939277553845,-12.524674582992493,0.9136638749155778,7.333692800680057e-13,0.008014149488811021
World,Asia,South-eastern Asia,Thailand,Thailand,THA,134.388224471021,15252.228253058101,68657600.0,32745556,35912044,47.693999999999996,52.306000000000004,75.10300000000001,37.799999,142,35,,764,Developing,Thailand,2643,43.0,1497.0,1103,61.0,38.0,0.6,100498.0,1440.0,69552632,64.0,20.0,34.0,64.0,32.0,45.0,1586044800,2169.0,20.0,7.682021510826875,3.118501683732112e-05,-10.37557280806903,3.6375861597263857,0.14527784590676376,5.144729537256461,0.9502970094997826,4.450289361310956e-11,0.010919553138408202,0.14527784590676376,-12.912864781639442,0.9502970094997826,4.450289361310956e-11,0.0109195531384082
World,Asia,South-eastern Asia,Thailand,Thailand,THA,134.388224471021,15252.228253058101,68657600.0,32745556,35912044,47.693999999999996,52.306000000000004,75.10300000000001,37.799999,142,35,,764,Developing,Thailand,2643,43.0,1497.0,1103,61.0,38.0,0.6,100498.0,1440.0,69552632,64.0,20.0,34.0,64.0,32.0,45.0,1585180800,1045.0,10.0,6.951772164398911,1.5024593174274125e-05,-11.105822154496993,3.6375861597263857,0.23821631293506731,4.7188112796193185,0.9734924779481978,4.5290822866071474e-07,0.018656060736767965,0.23821631293506726,-13.338783039276587,0.9734924779481978,4.5290822866071474e-07,0.018656060736767965
World,Asia,South-eastern Asia,Thailand,Thailand,THA,134.388224471021,15252.228253058101,68657600.0,32745556,35912044,47.693999999999996,52.306000000000004,75.10300000000001,37.799999,142,35,,764,Developing,Thailand,2643,43.0,1497.0,1103,61.0,38.0,0.6,100498.0,1440.0,69552632,64.0,20.0,34.0,64.0,32.0,45.0,1584748800,366.0,5.0,5.902633333401366,5.2622020112768705e-06,-12.154960985494538,3.6375861597263857,0.1820995443236829,4.79872901488902,0.8992944759689985,0.014701746154856877,0.04427919707024002,0.1820995443236829,-13.258865304006886,0.8992944759689985,0.014701746154856877,0.04427919707024002
World,Asia,South-eastern Asia,Vietnam,Vietnam,VNM,301.775621633825,5554.85805564661,93571567.0,31635611,61935956,33.809,66.191002,76.05199999999999,30.4,142,35,,704,Developing,Vietnam,268,,171.0,97,8.0,3.0,,135938.0,1397.0,89333333,70.0,20.0,40.0,30.0,57.0,35.0,1586649600,258.0,20.0,5.552959584921617,2.8880597122688795e-06,-12.75492566115406,1.0986122886681098,0.037297847468129246,4.956337281319424,0.8747098986194937,2.147424928393499e-07,0.00474098240363674,0.03729784746812924,-13.351547964756257,0.8747098986194939,2.1474249283934675e-07,0.004740982403636734
World,Asia,South-eastern Asia,Vietnam,Vietnam,VNM,301.775621633825,5554.85805564661,93571567.0,31635611,61935956,33.809,66.191002,76.05199999999999,30.4,142,35,,704,Developing,Vietnam,268,,171.0,97,8.0,3.0,,135938.0,1397.0,89333333,70.0,20.0,40.0,30.0,57.0,35.0,1585785600,235.0,10.0,5.459585514144159,2.6305970247410336e-06,-12.848299731931519,1.0986122886681098,0.07981183829434622,4.764741227758797,0.9611107311039748,2.496252759574638e-06,0.007644315097803035,0.07981183829434613,-13.543144018316879,0.9611107311039747,2.496252759574674e-06,0.007644315097803037
World,Asia,South-eastern Asia,Vietnam,Vietnam,VNM,301.775621633825,5554.85805564661,93571567.0,31635611,61935956,33.809,66.191002,76.05199999999999,30.4,142,35,,704,Developing,Vietnam,268,,171.0,97,8.0,3.0,,135938.0,1397.0,89333333,70.0,20.0,40.0,30.0,57.0,35.0,1585353600,169.0,5.0,5.1298987149230735,1.8917910518350412e-06,-13.177986531152605,1.0986122886681098,0.0728629606902943,4.757552213252367,0.9926149800969166,8.160639442937145e-05,0.004452290816568516,0.07286296069029419,-13.550333032823312,0.9926149800969171,8.160639442936144e-05,0.004452290816568373
World,Asia,Southern Asia,Bangladesh,Bangladesh,BGD,1238.38738572636,3132.56754015214,161200886.0,55304800,105896086,34.308,65.692001,72.155,25.6,142,34,,50,Developing,Bangladesh,1231,50.0,49.0,1132,1.0,7.0,0.3,14868.0,90.0,175857143,80.0,20.0,55.0,60.0,47.0,20.0,1586649600,482.0,5.0,6.1779441140506,2.7408610863193657e-06,-12.807238421855162,1.9459101490553132,0.28837135620816085,4.8329576211010625,0.9914786745394385,0.00010861010195719843,0.018944369390374742,0.28837135620816073,-14.1522249148047,0.9914786745394383,0.00010861010195720405,0.018944369390374985
