,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,globalCode,regionCode,subRegionCode,interRegionCode,m49,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,medianAge,pdi,idv,mas,uai,ltowvs,ivr,Date,cases,days_gt_100,log_cases,casesPop,logcasesPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
idv,-0.5104680026990642,-0.007069355163475568,-0.24095775202361913,-0.1771928103759784,-0.3079088392416777,-0.15472851616243985,0.15472852028952047,-0.02147702557453389,,-0.3733461913883216,0.5273188305356985,,0.3874157781549139,0.6598619304101899,0.7938422336092297,0.3518926140606755,0.6542607044085369,0.6656748980170383,0.6239041534788421,0.5498017969051839,0.6057003625977235,-0.013939767557505612,-0.24091501786231947,0.1633765596695509,-0.7816507544316305,1.0,0.2623143785957334,0.22057292000036344,-0.4563818951895737,0.7194348228289827,0.4681017047496888,0.6384615603479752,,0.6912352545269945,0.5949880444516155,0.6488514275660952,0.8935222748679899,-0.8934049798103784,0.508274205028724,-0.3850718498705564,0.5167084887130499,0.89352227486799,-0.8935935466016035,0.5082742050287243,-0.3850718498705564,0.5167084887130489
mas,-0.15955083821348823,-0.029804268428599342,0.2162911157823253,0.25574388403693976,0.16501231284439252,-0.016161762027723108,0.016161771693684667,0.12065738739041675,,-0.07765941257878733,-0.009839475616879883,,-0.09893000773090417,0.024981761434042495,-0.05766265865968553,-0.0702067884071735,0.05446315405472621,-0.1763654510980628,-0.24488481584408606,-0.18432278449724518,0.13296063183136925,-0.11030349653115869,0.21354946852381176,0.4592528350445578,-0.3234242376164491,0.2623143785957334,1.0,0.03914447946084362,0.26166024265346566,0.0557881671815245,-0.210494615433008,0.032152841636814186,,-0.11730251489246384,-0.22420265004913323,-0.45540805735316486,-0.01815328488838972,0.018048766562326752,0.2241193386532937,-0.37081699972232973,-0.39433672786522134,-0.018153284888389545,0.017558733796442124,0.22411933865329506,-0.37081699972232973,-0.3943367278652272
uai,-0.6563908832097001,-0.450727039739824,-0.28883355063463495,-0.26725728604075044,-0.30804428291465935,-0.20146844644738426,0.20146843302394965,0.24475188173606455,,0.17091621611425406,0.10458021840680025,,-0.2457696407410243,0.020317095785875473,0.22216393755866878,0.07569032255486481,-0.02220769603168264,0.21980893504803856,0.3855652176093381,0.4309800036089055,-0.0018342730229979674,-0.18000134731083745,-0.29130033161066793,0.3468968153700285,-0.2404794035197996,0.22057292000036344,0.03914447946084362,1.0,0.14523579187131347,-0.0518610381765758,0.10795822402214589,-0.01520326623991585,,0.2223479381703237,0.3521233041850196,0.11112383507396192,0.14919077775246983,-0.14877553002560007,-0.048185928082533296,0.30422790179573284,0.4389091301500035,0.14919077775247006,-0.14901396180888205,-0.048185928082531394,0.30422790179573284,0.4389091301499949
ltowvs,0.11001336849219197,0.06683292472057895,0.21358539484546032,0.17513174060874934,0.25245540841020475,0.029230642059097516,-0.029230663126024275,0.38562736964750194,,0.4315335224449876,0.07061276670587324,,-0.44844581577144377,-0.5331919258912429,-0.5591697065416208,-0.2621395835097735,-0.5195675036984745,-0.6141560828729676,-0.42755523270926743,-0.3265727994673125,-0.3024933710865176,0.19821572168684418,0.2110498052461003,0.5769589665055109,0.27434165306329367,-0.4563818951895737,0.26166024265346566,0.14523579187131347,1.0,-0.4654702881595802,-0.44319385567391556,-0.5318433299211135,,-0.4484168703245957,-0.4385266843271391,-0.5657354077764275,-0.5784894421235737,0.5784849313005638,-0.42149111468758993,0.4576156924899273,-0.4140242063990331,-0.5784894421235737,0.5783789061990341,-0.4214911146875893,0.4576156924899273,-0.4140242063990353
ivr,-0.28024318652570773,0.24692395493026856,-0.22448299255305268,-0.15325727025472188,-0.30207798147497417,0.12222648914941045,-0.12222646777009362,-0.11642655203929629,,-0.4833527544425551,0.39037652242970944,,0.7443766483753893,0.5788470724814538,0.5483338458123695,0.14634769397481695,0.6232308885811345,0.5808738717534048,0.36974866303829407,0.23274886466176867,0.42463827493135664,-0.3962304767661734,-0.22408498674818683,-0.16454902510446925,-0.5911516085838006,0.7194348228289827,0.0557881671815245,-0.0518610381765758,-0.4654702881595802,1.0,0.48883433997618575,0.5826523738213919,,0.4707407950609071,0.3817439587789656,0.46589782382127326,0.7649879332955838,-0.7652376793066831,0.4896962190043882,-0.2484058835802347,0.24500251048000088,0.7649879332955837,-0.7653013011396667,0.48969621900438737,-0.2484058835802347,0.2450025104800043
Date,0.20802098283103335,0.5318201207981681,-0.9125485471632262,-0.8831190532236134,-0.9309916410761626,0.6563305879143768,-0.6563305892472335,0.4885794566006803,,-0.12498727053695029,0.31542364210782303,,0.5584242626854691,0.19466023038229588,0.28923192548546134,-0.32065001807918675,0.27177378488963017,0.36262184110171664,0.42186251813669273,0.30292164905866553,0.19665229202833032,0.15580315878570647,-0.9118694963814947,0.19137915160471214,-0.5313260927422309,0.4681017047496888,-0.210494615433008,0.10795822402214589,-0.44319385567391556,0.48883433997618575,1.0,0.17748634299725,,-0.02153611732761973,0.41681381629150605,0.5610246543856444,0.5880207560430276,-0.5890754251680226,0.8128194662313072,-0.10716949589337593,0.14365105633435515,0.5880207560430276,-0.5880464980167172,0.8128194662313064,-0.10716949589337593,0.14365105633435737
cases,-0.3599869102783361,0.06660135860910228,0.12850160336530697,0.2192748379487483,0.02472140575215596,-0.205957324931258,0.20595733224928278,-0.3189207697385096,,-0.8900184189769583,-0.07376639258395902,,0.5010910273997898,0.9956572142551872,0.7999649320922408,0.43003400574283873,0.9763229544700477,0.9046508057930693,0.46395217128067584,0.23306389650727538,0.91712288199897,0.09023866492161974,0.12932444149885586,-0.16449050532081652,-0.4713347910035389,0.6384615603479752,0.032152841636814186,-0.01520326623991585,-0.5318433299211135,0.5826523738213919,0.17748634299725,1.0,,0.7031688795319847,0.479073034281793,0.4898501994541121,0.7442226137747624,-0.7438483184045772,0.16238232178199374,-0.20807454898532698,0.5523793814861697,0.7442226137747623,-0.7443370322362581,0.1623823217819936,-0.20807454898532698,0.55237938148617
days_gt_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
log_cases,-0.7457718751103206,-0.4320477938934115,0.2373136089238441,0.27515391249637,0.1933203348895573,-0.7037872406231862,0.7037872465437565,-0.5302156173057944,,-0.35370696395481516,0.3122837178370868,,0.17970850149991144,0.7024057667006124,0.7793394535204993,0.8315217974295235,0.5912003490744268,0.7314479800386198,0.6777457518005201,0.5579055524993181,0.6709525954432984,0.11781443207364725,0.23856545931503662,-0.22244077862842465,-0.4769213028615695,0.6912352545269945,-0.11730251489246384,0.2223479381703237,-0.4484168703245957,0.4707407950609071,-0.02153611732761973,0.7031688795319847,,1.0,0.6790283818277764,0.7046510366422833,0.7283180175016905,-0.7272529405369359,-0.10974671916520483,-0.18896987066872686,0.8818458361595227,0.7283180175016902,-0.7279919830484393,-0.10974671916520518,-0.18896987066872686,0.8818458361595236
casesPop,-0.3891414293332093,-0.08934909212545192,-0.2710716552848298,-0.2570296297404219,-0.28065168577053573,-0.20878421968918584,0.2087842341940888,0.10728274931710173,,-0.08235906885614466,0.2157864433022782,,0.43923411514135285,0.4756999880511933,0.7646052408536858,0.5398054452458132,0.3884221751220472,0.6529418546039486,0.9781323777249648,0.8848832024328962,0.3666423539382912,0.3348583590331321,-0.2706253241923845,0.1958856341016945,-0.4344917388384175,0.5949880444516155,-0.22420265004913323,0.3521233041850196,-0.4385266843271391,0.3817439587789656,0.41681381629150605,0.479073034281793,,0.6790283818277764,1.0,0.8394586872705386,0.7660126045012128,-0.7657095699206877,0.3022999654196432,-0.26294550260442234,0.7793077074302592,0.7660126045012124,-0.7655951054274851,0.30229996541964294,-0.26294550260442234,0.7793077074302606
