,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,globalCode,regionCode,subRegionCode,interRegionCode,m49,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,medianAge,pdi,idv,mas,uai,ltowvs,ivr,Date,cases,days_gt_100,log_cases,casesPop,logcasesPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
logcasesPop,-0.25245459846738955,0.062083949228933434,-0.38994559294455916,-0.3815254168767194,-0.3897655321702208,-0.1626997308384441,0.1626997290089127,-0.05297995119705585,,-0.14562840354253162,0.4070198487920473,,0.42531950058621837,0.5006373422589101,0.7261343218540904,0.46576674067337337,0.4402108790600872,0.6553312077779253,0.8585826665365939,0.7251040328311114,0.4543340888954473,0.4051803782304448,-0.3877541183619583,-0.04957572665117543,-0.4864096441462185,0.6488514275660952,-0.45540805735316486,0.11112383507396192,-0.5657354077764275,0.46589782382127326,0.5610246543856444,0.4898501994541121,,0.7046510366422833,0.8394586872705386,1.0,0.802689477597636,-0.8024741071686943,0.32448382728409914,-0.17877342478324934,0.7843494164263165,0.8026894775976356,-0.8021506059666473,0.32448382728409797,-0.17877342478324934,0.7843494164263217
slope,-0.38763019271435345,0.12346355343506676,-0.29572945811067686,-0.23298110304271005,-0.3606783336298572,-0.051992353681119034,0.05199236373110966,-0.041007387400588666,,-0.45645339343019303,0.4612147237330822,,0.5519492289163221,0.7508846820819193,0.8103144052417277,0.4607522973246548,0.7224855476002322,0.8417208023570704,0.7641722358150276,0.568675705151995,0.6933878072432278,0.11487419581228941,-0.29498742712733494,0.06746996087340737,-0.7156648114476825,0.8935222748679899,-0.01815328488838972,0.14919077775246983,-0.5784894421235737,0.7649879332955838,0.5880207560430276,0.7442226137747624,,0.7283180175016905,0.7660126045012128,0.802689477597636,1.0,-0.9999987657251664,0.5498784332440435,-0.40239174030213415,0.6542715459741439,1.0,-0.9999995449597808,0.5498784332440432,-0.40239174030213415,0.6542715459741453
intercept,0.3864969416845859,-0.12469599058504838,0.29675887067281853,0.2340005505119943,0.36170609372004336,0.05045337969495499,-0.0504533897506783,0.03993124863806893,,0.45640942291318537,-0.4613090601329437,,-0.5525418527108557,-0.7505154747434144,-0.8098625088270716,-0.45958820603269407,-0.7223324338003617,-0.841420624234276,-0.7638576662072446,-0.5683119115214461,-0.6931853204044762,-0.11483065483086688,0.29601764745222015,-0.06796169554861918,0.7157487021730041,-0.8934049798103784,0.018048766562326752,-0.14877553002560007,0.5784849313005638,-0.7652376793066831,-0.5890754251680226,-0.7438483184045772,,-0.7272529405369359,-0.7657095699206877,-0.8024741071686943,-0.9999987657251664,1.0,-0.5510042655441467,0.40258202438410073,-0.653343381076718,-0.9999987657251662,0.9999990145588222,-0.5510042655441465,0.40258202438410073,-0.6533433810767193
rvalue,0.2917884598765835,0.5839604350072434,-0.6816352007109662,-0.6454639713112182,-0.7125043544274174,0.64306943029823,-0.6430694225072043,0.4707483403311906,,-0.12777715360876304,0.2709843012423261,,0.45923276430304205,0.18467601146788656,0.2612056117419526,-0.29126622900271487,0.254404894836517,0.2938746099653423,0.33240867753934844,0.23782686094068348,0.050219705019085216,-0.04998894478904434,-0.6819871162548088,0.29598117081229625,-0.42472993499006684,0.508274205028724,0.2241193386532937,-0.048185928082533296,-0.42149111468758993,0.4896962190043882,0.8128194662313072,0.16238232178199374,,-0.10974671916520483,0.3022999654196432,0.32448382728409914,0.5498784332440435,-0.5510042655441467,1.0,-0.582575962693344,-0.1303820021716618,0.5498784332440435,-0.5501808780363997,0.9999999999999999,-0.582575962693344,-0.1303820021716612
pvalue,-0.09835947353326695,-0.09936216386529309,-0.11465371889707815,-0.12417552743904081,-0.10182097530033843,0.01559916739918281,-0.01559918960033367,0.10885213292585173,,0.05924283143349677,-0.18478390792422392,,-0.08144407622870241,-0.21414244530396473,-0.283583844093514,-0.3109350455702714,-0.16911069275678187,-0.2522480139656752,-0.28877819315215547,-0.2411398923556464,-0.08424279906230704,-0.004819902753446463,-0.11486974634888046,-0.006682620062197588,0.073181332656203,-0.3850718498705564,-0.37081699972232973,0.30422790179573284,0.4576156924899273,-0.2484058835802347,-0.10716949589337593,-0.20807454898532698,,-0.18896987066872686,-0.26294550260442234,-0.17877342478324934,-0.40239174030213415,0.40258202438410073,-0.582575962693344,1.0,0.02730690340031872,-0.40239174030213415,0.4026042326637027,-0.5825759626933441,1.0,0.02730690340031857
stderr,-0.6763168265590448,-0.44424630354554845,-0.016985561760296683,0.0023108947462149683,-0.0354378202187993,-0.5747205011087861,0.5747204989018988,-0.33639395044029224,,-0.19100754743013734,0.25897252122051967,,0.09341757746390751,0.555026485441452,0.6810789899359474,0.7480311729782174,0.4338296159347904,0.7086929564259472,0.7686851328465844,0.6347562365778372,0.5343887715855982,0.2606449122185525,-0.015642967127638435,-0.13751706498666846,-0.413823554677478,0.5167084887130499,-0.39433672786522134,0.4389091301500035,-0.4140242063990331,0.24500251048000088,0.14365105633435515,0.5523793814861697,,0.8818458361595227,0.7793077074302592,0.7843494164263165,0.6542715459741439,-0.653343381076718,-0.1303820021716618,0.02730690340031872,1.0,0.6542715459741439,-0.6537358736026649,-0.13038200217166188,0.02730690340031872,1.0000000000000002
slopePop,-0.38763019271435345,0.12346355343506674,-0.2957294581106768,-0.23298110304271005,-0.3606783336298572,-0.05199235368111904,0.05199236373110964,-0.041007387400588576,,-0.45645339343019303,0.46121472373308214,,0.5519492289163218,0.7508846820819193,0.8103144052417276,0.4607522973246546,0.7224855476002321,0.8417208023570704,0.7641722358150274,0.568675705151995,0.6933878072432279,0.11487419581228935,-0.29498742712733483,0.0674699608734075,-0.7156648114476823,0.89352227486799,-0.018153284888389545,0.14919077775247006,-0.5784894421235737,0.7649879332955837,0.5880207560430276,0.7442226137747623,,0.7283180175016902,0.7660126045012124,0.8026894775976356,1.0,-0.9999987657251662,0.5498784332440435,-0.40239174030213415,0.6542715459741439,1.0,-0.9999995449597806,0.5498784332440433,-0.40239174030213415,0.654271545974145
interceptPop,0.38750574246993547,-0.12372300535919814,0.29562372168746004,0.23281468581344034,0.36064701448740966,0.05157848925316966,-0.051578499321753915,0.040888378116114836,,0.45680019344987904,-0.4612046331914743,,-0.55213096583698,-0.7509845140463504,-0.810117508957522,-0.46044567109435885,-0.722681950289454,-0.8416873288769391,-0.7637108045577125,-0.5681724480532749,-0.6934475757785029,-0.11436909814263445,0.29488361064846946,-0.06758878886472464,0.7158006494364237,-0.8935935466016035,0.017558733796442124,-0.14901396180888205,0.5783789061990341,-0.7653013011396667,-0.5880464980167172,-0.7443370322362581,,-0.7279919830484393,-0.7655951054274851,-0.8021506059666473,-0.9999995449597808,0.9999990145588222,-0.5501808780363997,0.4026042326637027,-0.6537358736026649,-0.9999995449597806,1.0,-0.5501808780363994,0.4026042326637027,-0.6537358736026662
rvaluePop,0.2917884598765825,0.5839604350072424,-0.6816352007109661,-0.6454639713112179,-0.7125043544274173,0.64306943029823,-0.6430694225072041,0.4707483403311914,,-0.12777715360876302,0.27098430124232603,,0.45923276430304066,0.18467601146788656,0.26120561174195256,-0.2912662290027152,0.25440489483651696,0.2938746099653424,0.33240867753934805,0.23782686094068348,0.05021970501908508,-0.04998894478904549,-0.6819871162548085,0.2959811708122974,-0.42472993499006684,0.5082742050287243,0.22411933865329506,-0.048185928082531394,-0.4214911146875893,0.48969621900438737,0.8128194662313064,0.1623823217819936,,-0.10974671916520518,0.30229996541964294,0.32448382728409797,0.5498784332440432,-0.5510042655441465,0.9999999999999999,-0.5825759626933441,-0.13038200217166188,0.5498784332440433,-0.5501808780363994,1.0,-0.5825759626933441,-0.13038200217166138
pvaluePop,-0.09835947353326695,-0.09936216386529309,-0.11465371889707815,-0.12417552743904081,-0.10182097530033843,0.01559916739918281,-0.01559918960033367,0.10885213292585173,,0.05924283143349677,-0.18478390792422392,,-0.08144407622870241,-0.21414244530396473,-0.283583844093514,-0.3109350455702714,-0.16911069275678187,-0.2522480139656752,-0.28877819315215547,-0.2411398923556464,-0.08424279906230704,-0.004819902753446463,-0.11486974634888046,-0.006682620062197588,0.073181332656203,-0.3850718498705564,-0.37081699972232973,0.30422790179573284,0.4576156924899273,-0.2484058835802347,-0.10716949589337593,-0.20807454898532698,,-0.18896987066872686,-0.26294550260442234,-0.17877342478324934,-0.40239174030213415,0.40258202438410073,-0.582575962693344,1.0,0.02730690340031872,-0.40239174030213415,0.4026042326637027,-0.5825759626933441,1.0,0.02730690340031857
stderrPop,-0.6763168265590395,-0.44424630354554256,-0.01698556176029771,0.0023108947462135063,-0.035437820218799786,-0.5747205011087848,0.5747204989018976,-0.33639395044029424,,-0.19100754743013723,0.25897252122052095,,0.09341757746391363,0.5550264854414519,0.6810789899359476,0.7480311729782181,0.43382961593479047,0.7086929564259465,0.7686851328465854,0.6347562365778373,0.5343887715855982,0.2606449122185563,-0.015642967127639434,-0.1375170649866725,-0.41382355467747733,0.5167084887130489,-0.3943367278652272,0.4389091301499949,-0.4140242063990353,0.2450025104800043,0.14365105633435737,0.55237938148617,,0.8818458361595236,0.7793077074302606,0.7843494164263217,0.6542715459741453,-0.6533433810767193,-0.1303820021716612,0.02730690340031857,1.0000000000000002,0.654271545974145,-0.6537358736026662,-0.13038200217166138,0.02730690340031857,1.0
