,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalCode,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionCode,interRegionName,country,m49,ldc,lldc,sids,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
51,Macedonia,MKD,82.44678826,12759.8166,2079308,1193689,885619,57.408,42.591999,75.549,37.400002,1,World,150,Europe,39,Southern Europe,,,Macedonia,807,,1,,Developed,Macedonia,974,45,98,831,15,468,22,9262,4446,2081197,,,,,62,35,1585785600,354,10,5.869296913,0.000170094,-8.679156854,6.148468296,1.02E-06,-1613.590278,0.992217097,2.11E-21,2.73E-08,1.02E-06,-1628.138732,0.992217097,2.11E-21,2.73E-08
54,Macedonia,MKD,82.44678826,12759.8166,2079308,1193689,885619,57.408,42.591999,75.549,37.400002,1,World,150,Europe,39,Southern Europe,,,Macedonia,807,,1,,Developed,Macedonia,974,45,98,831,15,468,22,9262,4446,2081197,,,,,62,35,1585353600,219,5,5.38907173,0.000105228,-9.159382037,6.148468296,1.02E-06,-1613.590278,0.992217097,2.11E-21,2.73E-08,1.02E-06,-1628.138732,0.992217097,2.11E-21,2.73E-08
46,Malta,MLT,1390.790625,34087.08151,427616,420192,24861,94.414,5.586,81.79756098,40.900002,1,World,150,Europe,39,Southern Europe,,,Malta,470,,,,Developed,Malta,399,3,44,352,4,904,7,20139,45611,441372,56,59,47,96,47,66,1586736000,378,20,5.934894196,0.00085642,-7.062749141,6.80682936,7.17E-07,-1131.331473,0.993140331,4.62E-21,1.84E-08,7.17E-07,-1144.329116,0.993140331,4.62E-21,1.84E-08
53,Malta,MLT,1390.790625,34087.08151,427616,420192,24861,94.414,5.586,81.79756098,40.900002,1,World,150,Europe,39,Southern Europe,,,Malta,470,,,,Developed,Malta,399,3,44,352,4,904,7,20139,45611,441372,56,59,47,96,47,66,1585872000,195,10,5.272999559,0.000441804,-7.724643778,6.80682936,7.17E-07,-1131.331473,0.993140331,4.62E-21,1.84E-08,7.17E-07,-1144.329116,0.993140331,4.62E-21,1.84E-08
56,Malta,MLT,1390.790625,34087.08151,427616,420192,24861,94.414,5.586,81.79756098,40.900002,1,World,150,Europe,39,Southern Europe,,,Malta,470,,,,Developed,Malta,399,3,44,352,4,904,7,20139,45611,441372,56,59,47,96,47,66,1585440000,149,5,5.003946306,0.000337584,-7.99369703,6.80682936,7.17E-07,-1131.331473,0.993140331,4.62E-21,1.84E-08,7.17E-07,-1144.329116,0.993140331,4.62E-21,1.84E-08
56,Montenegro,MNE,46.25717472,15289.72119,628178,409418,212741,65.806,34.194,76.938,37.700001,1,World,150,Europe,39,Southern Europe,,,Montenegro,499,,,,Developed,Montenegro,288,4,55,229,7,459,6,3874,6168,627451,,,,,75,20,1586563200,257,10,5.549076085,0.000409594,-7.800344774,6.12905021,7.21E-07,-1138.694921,0.912372495,2.13E-06,8.97E-08,7.21E-07,-1152.044341,0.912372495,2.13E-06,8.97E-08
59,Montenegro,MNE,46.25717472,15289.72119,628178,409418,212741,65.806,34.194,76.938,37.700001,1,World,150,Europe,39,Southern Europe,,,Montenegro,499,,,,Developed,Montenegro,288,4,55,229,7,459,6,3874,6168,627451,,,,,75,20,1586131200,214,5,5.365976015,0.000341062,-7.983444844,6.12905021,7.21E-07,-1138.694921,0.912372495,2.13E-06,8.97E-08,7.21E-07,-1152.044341,0.912372495,2.13E-06,8.97E-08
11,Malaysia,MYS,93.51135291,25001.61267,30723155,22800575,7922580,74.213,25.787001,75.143,27.700001,1,World,142,Asia,35,South-eastern Asia,,,Malaysia,458,,,,Developing,Malaysia,5072,83,2647,2342,56,157,3,87183,2694,32305732,104,26,50,36,41,57,1586822400,4817,35,8.479906607,0.000149107,-8.810848627,5.056245805,1.18E-06,-1856.773981,0.94021964,6.01E-18,7.20E-08,1.18E-06,-1874.064736,0.94021964,6.01E-18,7.20E-08
24,Malaysia,MYS,93.51135291,25001.61267,30723155,22800575,7922580,74.213,25.787001,75.143,27.700001,1,World,142,Asia,35,South-eastern Asia,,,Malaysia,458,,,,Developing,Malaysia,5072,83,2647,2342,56,157,3,87183,2694,32305732,104,26,50,36,41,57,1586390400,4119,30,8.323365694,0.000127501,-8.967389539,5.056245805,1.18E-06,-1856.773981,0.94021964,6.01E-18,7.20E-08,1.18E-06,-1874.064736,0.94021964,6.01E-18,7.20E-08
45,Malaysia,MYS,93.51135291,25001.61267,30723155,22800575,7922580,74.213,25.787001,75.143,27.700001,1,World,142,Asia,35,South-eastern Asia,,,Malaysia,458,,,,Developing,Malaysia,5072,83,2647,2342,56,157,3,87183,2694,32305732,104,26,50,36,41,57,1585526400,2470,20,7.81197343,7.65E-05,-9.478781804,5.056245805,1.18E-06,-1856.773981,0.94021964,6.01E-18,7.20E-08,1.18E-06,-1874.064736,0.94021964,6.01E-18,7.20E-08
52,Malaysia,MYS,93.51135291,25001.61267,30723155,22800575,7922580,74.213,25.787001,75.143,27.700001,1,World,142,Asia,35,South-eastern Asia,,,Malaysia,458,,,,Developing,Malaysia,5072,83,2647,2342,56,157,3,87183,2694,32305732,104,26,50,36,41,57,1584662400,900,10,6.802394763,2.79E-05,-10.48836047,5.056245805,1.18E-06,-1856.773981,0.94021964,6.01E-18,7.20E-08,1.18E-06,-1874.064736,0.94021964,6.01E-18,7.20E-08
55,Malaysia,MYS,93.51135291,25001.61267,30723155,22800575,7922580,74.213,25.787001,75.143,27.700001,1,World,142,Asia,35,South-eastern Asia,,,Malaysia,458,,,,Developing,Malaysia,5072,83,2647,2342,56,157,3,87183,2694,32305732,104,26,50,36,41,57,1584230400,238,5,5.472270674,7.37E-06,-11.81848456,5.056245805,1.18E-06,-1856.773981,0.94021964,6.01E-18,7.20E-08,1.18E-06,-1874.064736,0.94021964,6.01E-18,7.20E-08
60,Nigeria,NGA,198.9324901,5670.639443,181181744,86673723,94508021,47.838,52.161999,52.985,17.9,1,World,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Nigeria,566,,,,Developing,Nigeria,407,12,128,267,2,2,0.06,5000,24,203500000,80,30,60,55,13,84,1586476800,288,10,5.66296048,1.42E-06,-13.46821608,0.693147181,8.08E-07,-1276.417228,0.982477515,1.30E-11,4.10E-08,8.08E-07,-1295.548405,0.982477515,1.30E-11,4.10E-08
63,Nigeria,NGA,198.9324901,5670.639443,181181744,86673723,94508021,47.838,52.161999,52.985,17.9,1,World,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Nigeria,566,,,,Developing,Nigeria,407,12,128,267,2,2,0.06,5000,24,203500000,80,30,60,55,13,84,1586044800,210,5,5.347107531,1.03E-06,-13.78406903,0.693147181,8.08E-07,-1276.417228,0.982477515,1.30E-11,4.10E-08,8.08E-07,-1295.548405,0.982477515,1.30E-11,4.10E-08
12,Netherlands,NLD,502.8175423,46494.36426,16938499,15275237,1664686,90.173,9.8269997,81.5097561,42.099998,1,World,150,Europe,155,Western Europe,,,Netherlands,528,,,,Developed,Netherlands,28153,3134,250,24769,1279,1643,183,140845,8220,17135119,38,80,14,53,67,68,1586563200,23097,35,10.04745802,0.001347933,-6.60918264,7.404279118,1.53E-06,-2413.56751,0.967331962,2.98E-24,6.50E-08,1.53E-06,-2430.224151,0.967331962,2.98E-24,6.50E-08
25,Netherlands,NLD,502.8175423,46494.36426,16938499,15275237,1664686,90.173,9.8269997,81.5097561,42.099998,1,World,150,Europe,155,Western Europe,,,Netherlands,528,,,,Developed,Netherlands,28153,3134,250,24769,1279,1643,183,140845,8220,17135119,38,80,14,53,67,68,1586131200,17851,30,9.789814808,0.001041779,-6.86682585,7.404279118,1.53E-06,-2413.56751,0.967331962,2.98E-24,6.50E-08,1.53E-06,-2430.224151,0.967331962,2.98E-24,6.50E-08
50,Netherlands,NLD,502.8175423,46494.36426,16938499,15275237,1664686,90.173,9.8269997,81.5097561,42.099998,1,World,150,Europe,155,Western Europe,,,Netherlands,528,,,,Developed,Netherlands,28153,3134,250,24769,1279,1643,183,140845,8220,17135119,38,80,14,53,67,68,1585267200,7431,20,8.913415718,0.000433671,-7.74322494,7.404279118,1.53E-06,-2413.56751,0.967331962,2.98E-24,6.50E-08,1.53E-06,-2430.224151,0.967331962,2.98E-24,6.50E-08
58,Netherlands,NLD,502.8175423,46494.36426,16938499,15275237,1664686,90.173,9.8269997,81.5097561,42.099998,1,World,150,Europe,155,Western Europe,,,Netherlands,528,,,,Developed,Netherlands,28153,3134,250,24769,1279,1643,183,140845,8220,17135119,38,80,14,53,67,68,1584403200,1413,10,7.253470383,8.25E-05,-9.403170275,7.404279118,1.53E-06,-2413.56751,0.967331962,2.98E-24,6.50E-08,1.53E-06,-2430.224151,0.967331962,2.98E-24,6.50E-08
61,Netherlands,NLD,502.8175423,46494.36426,16938499,15275237,1664686,90.173,9.8269997,81.5097561,42.099998,1,World,150,Europe,155,Western Europe,,,Netherlands,528,,,,Developed,Netherlands,28153,3134,250,24769,1279,1643,183,140845,8220,17135119,38,80,14,53,67,68,1583971200,503,5,6.22059017,2.94E-05,-10.43605049,7.404279118,1.53E-06,-2413.56751,0.967331962,2.98E-24,6.50E-08,1.53E-06,-2430.224151,0.967331962,2.98E-24,6.50E-08
13,Norway,NOR,14.21029446,64008.28683,5199836,4208817,981422,81.091,18.909,82.30487805,39.200001,1,World,150,Europe,154,Northern Europe,,,Norway,578,,,,Developed,Norway,6798,150,32,6616,64,1254,28,130216,24020,5421053,31,69,8,50,35,55,1586563200,6244,35,8.739376282,0.001151806,-6.766424353,7.134093721,1.10E-06,-1743.192025,0.931216092,3.03E-18,7.01E-08,1.10E-06,-1758.697825,0.931216092,3.03E-18,7.01E-08
26,Norway,NOR,14.21029446,64008.28683,5199836,4208817,981422,81.091,18.909,82.30487805,39.200001,1,World,150,Europe,154,Northern Europe,,,Norway,578,,,,Developed,Norway,6798,150,32,6616,64,1254,28,130216,24020,5421053,31,69,8,50,35,55,1586131200,5640,30,8.637639344,0.001040388,-6.86816129,7.134093721,1.10E-06,-1743.192025,0.931216092,3.03E-18,7.01E-08,1.10E-06,-1758.697825,0.931216092,3.03E-18,7.01E-08
52,Norway,NOR,14.21029446,64008.28683,5199836,4208817,981422,81.091,18.909,82.30487805,39.200001,1,World,150,Europe,154,Northern Europe,,,Norway,578,,,,Developed,Norway,6798,150,32,6616,64,1254,28,130216,24020,5421053,31,69,8,50,35,55,1585267200,3156,20,8.057060682,0.000582175,-7.448739953,7.134093721,1.10E-06,-1743.192025,0.931216092,3.03E-18,7.01E-08,1.10E-06,-1758.697825,0.931216092,3.03E-18,7.01E-08
61,Norway,NOR,14.21029446,64008.28683,5199836,4208817,981422,81.091,18.909,82.30487805,39.200001,1,World,150,Europe,154,Northern Europe,,,Norway,578,,,,Developed,Norway,6798,150,32,6616,64,1254,28,130216,24020,5421053,31,69,8,50,35,55,1584403200,1169,10,7.063903961,0.000215641,-8.441896674,7.134093721,1.10E-06,-1743.192025,0.931216092,3.03E-18,7.01E-08,1.10E-06,-1758.697825,0.931216092,3.03E-18,7.01E-08
64,Norway,NOR,14.21029446,64008.28683,5199836,4208817,981422,81.091,18.909,82.30487805,39.200001,1,World,150,Europe,154,Northern Europe,,,Norway,578,,,,Developed,Norway,6798,150,32,6616,64,1254,28,130216,24020,5421053,31,69,8,50,35,55,1583971200,489,5,6.192362489,9.02E-05,-9.313438146,7.134093721,1.10E-06,-1743.192025,0.931216092,3.03E-18,7.01E-08,1.10E-06,-1758.697825,0.931216092,3.03E-18,7.01E-08
51,New Zealand,NZL,17.45357184,35309.82372,4614532,3967973,627727,86.341,13.659,81.45682927,37.299999,1,World,9,Oceania,53,Australia and New Zealand,,,New Zealand,554,,,,Developed,New Zealand,1401,9,770,622,3,291,2,70160,14549,4814433,22,79,58,49,33,75,1586649600,1049,20,6.955592608,0.000217887,-8.431536231,5.673323267,1.00E-06,-1586.517936,0.892728958,4.51E-09,1.08E-07,1.00E-06,-1601.905065,0.892728958,4.51E-09,1.08E-07
59,New Zealand,NZL,17.45357184,35309.82372,4614532,3967973,627727,86.341,13.659,81.45682927,37.299999,1,World,9,Oceania,53,Australia and New Zealand,,,New Zealand,554,,,,Developed,New Zealand,1401,9,770,622,3,291,2,70160,14549,4814433,22,79,58,49,33,75,1585785600,723,10,6.583409222,0.000150173,-8.803719617,5.673323267,1.00E-06,-1586.517936,0.892728958,4.51E-09,1.08E-07,1.00E-06,-1601.905065,0.892728958,4.51E-09,1.08E-07
62,New Zealand,NZL,17.45357184,35309.82372,4614532,3967973,627727,86.341,13.659,81.45682927,37.299999,1,World,9,Oceania,53,Australia and New Zealand,,,New Zealand,554,,,,Developed,New Zealand,1401,9,770,622,3,291,2,70160,14549,4814433,22,79,58,49,33,75,1585353600,416,5,6.03068526,8.64E-05,-9.356443579,5.673323267,1.00E-06,-1586.517936,0.892728958,4.51E-09,1.08E-07,1.00E-06,-1601.905065,0.892728958,4.51E-09,1.08E-07
53,Pakistan,PAK,245.6679548,4695.699879,189380513,68226224,121154289,36.026,63.973999,66.322,22.5,1,World,142,Asia,34,Southern Asia,,,Pakistan,586,,,,Developing,Pakistan,6383,111,1446,4826,46,29,0.5,73439,332,220103448,55,14,50,70,50,0,1586131200,3277,20,8.094683649,1.49E-05,-11.11492456,3.36729583,1.29E-06,-2037.516854,0.975189021,7.05E-20,5.53E-08,1.29E-06,-2056.726462,0.975189021,7.05E-20,5.53E-08
62,Pakistan,PAK,245.6679548,4695.699879,189380513,68226224,121154289,36.026,63.973999,66.322,22.5,1,World,142,Asia,34,Southern Asia,,,Pakistan,586,,,,Developing,Pakistan,6383,111,1446,4826,46,29,0.5,73439,332,220103448,55,14,50,70,50,0,1585267200,1197,10,7.087573706,5.44E-06,-12.12203451,3.36729583,1.29E-06,-2037.516854,0.975189021,7.05E-20,5.53E-08,1.29E-06,-2056.726462,0.975189021,7.05E-20,5.53E-08
65,Pakistan,PAK,245.6679548,4695.699879,189380513,68226224,121154289,36.026,63.973999,66.322,22.5,1,World,142,Asia,34,Southern Asia,,,Pakistan,586,,,,Developing,Pakistan,6383,111,1446,4826,46,29,0.5,73439,332,220103448,55,14,50,70,50,0,1584835200,646,5,6.470799504,2.93E-06,-12.73880871,3.36729583,1.29E-06,-2037.516854,0.975189021,7.05E-20,5.53E-08,1.29E-06,-2056.726462,0.975189021,7.05E-20,5.53E-08
54,Panama,PAN,53.39317998,20786.65969,3969249,2647330,1321919,66.696,33.304001,77.806,28.4,1,World,19,Americas,419,Latin America and the Caribbean,13,Central America,Panama,381,,,,Developing,Panama,3751,103,75,3573,106,869,24,16854,3906,4316456,95,11,44,86,,,1586304000,2249,20,7.718240952,0.000521029,-7.559704301,6.767343125,1.41E-06,-2230.364578,0.971946352,7.23E-18,6.70E-08,1.41E-06,-2245.642523,0.971946352,7.23E-18,6.70E-08
63,Panama,PAN,53.39317998,20786.65969,3969249,2647330,1321919,66.696,33.304001,77.806,28.4,1,World,19,Americas,419,Latin America and the Caribbean,13,Central America,Panama,381,,,,Developing,Panama,3751,103,75,3573,106,869,24,16854,3906,4316456,95,11,44,86,,,1585440000,901,10,6.803505258,0.000208736,-8.474439996,6.767343125,1.41E-06,-2230.364578,0.971946352,7.23E-18,6.70E-08,1.41E-06,-2245.642523,0.971946352,7.23E-18,6.70E-08
66,Panama,PAN,53.39317998,20786.65969,3969249,2647330,1321919,66.696,33.304001,77.806,28.4,1,World,19,Americas,419,Latin America and the Caribbean,13,Central America,Panama,381,,,,Developing,Panama,3751,103,75,3573,106,869,24,16854,3906,4316456,95,11,44,86,,,1585008000,345,5,5.843544417,7.99E-05,-9.434400836,6.767343125,1.41E-06,-2230.364578,0.971946352,7.23E-18,6.70E-08,1.41E-06,-2245.642523,0.971946352,7.23E-18,6.70E-08
55,Peru,PER,24.51302422,11770.03445,31376671,24272051,7104620,77.357,22.643,74.747,27.5,1,World,19,Americas,419,Latin America and the Caribbean,5,South America,Peru,604,,,,Developing,Peru,11475,254,3108,8113,146,348,8,109385,3318,32974138,64,16,42,87,25,46,1586217600,2561,20,7.848153086,7.77E-05,-9.463081029,5.85220248,1.72E-06,-2720.096008,0.995118177,1.07E-28,3.28E-08,1.72E-06,-2737.407242,0.995118177,1.07E-28,3.28E-08
64,Peru,PER,24.51302422,11770.03445,31376671,24272051,7104620,77.357,22.643,74.747,27.5,1,World,19,Americas,419,Latin America and the Caribbean,5,South America,Peru,604,,,,Developing,Peru,11475,254,3108,8113,146,348,8,109385,3318,32974138,64,16,42,87,25,46,1585353600,635,10,6.453624999,1.93E-05,-10.85760912,5.85220248,1.72E-06,-2720.096008,0.995118177,1.07E-28,3.28E-08,1.72E-06,-2737.407242,0.995118177,1.07E-28,3.28E-08
67,Peru,PER,24.51302422,11770.03445,31376671,24272051,7104620,77.357,22.643,74.747,27.5,1,World,19,Americas,419,Latin America and the Caribbean,5,South America,Peru,604,,,,Developing,Peru,11475,254,3108,8113,146,348,8,109385,3318,32974138,64,16,42,87,25,46,1584921600,363,5,5.894402834,1.10E-05,-11.41683128,5.85220248,1.72E-06,-2720.096008,0.995118177,1.07E-28,3.28E-08,1.72E-06,-2737.407242,0.995118177,1.07E-28,3.28E-08
27,Philippines,PHL,341.1354563,6874.582566,101716359,47078400,54637959,46.284,53.716,68.951,24.1,1,World,142,Asia,35,South-eastern Asia,,,Philippines,608,,,,Developing,Philippines,5453,349,353,4751,1,50,3,45486,415,109060000,94,32,64,44,27,42,1586822400,4932,30,8.503499864,4.52E-05,-10.00390888,3.912023005,1.54E-06,-2439.069362,0.976701537,1.31E-21,6.19E-08,1.54E-06,-2457.57677,0.976701537,1.31E-21,6.19E-08
56,Philippines,PHL,341.1354563,6874.582566,101716359,47078400,54637959,46.284,53.716,68.951,24.1,1,World,142,Asia,35,South-eastern Asia,,,Philippines,608,,,,Developing,Philippines,5453,349,353,4751,1,50,3,45486,415,109060000,94,32,64,44,27,42,1585958400,3018,20,8.012349639,2.77E-05,-10.49505911,3.912023005,1.54E-06,-2439.069362,0.976701537,1.31E-21,6.19E-08,1.54E-06,-2457.57677,0.976701537,1.31E-21,6.19E-08
65,Philippines,PHL,341.1354563,6874.582566,101716359,47078400,54637959,46.284,53.716,68.951,24.1,1,World,142,Asia,35,South-eastern Asia,,,Philippines,608,,,,Developing,Philippines,5453,349,353,4751,1,50,3,45486,415,109060000,94,32,64,44,27,42,1585094400,552,10,6.313548046,5.06E-06,-12.1938607,3.912023005,1.54E-06,-2439.069362,0.976701537,1.31E-21,6.19E-08,1.54E-06,-2457.57677,0.976701537,1.31E-21,6.19E-08
68,Philippines,PHL,341.1354563,6874.582566,101716359,47078400,54637959,46.284,53.716,68.951,24.1,1,World,142,Asia,35,South-eastern Asia,,,Philippines,608,,,,Developing,Philippines,5453,349,353,4751,1,50,3,45486,415,109060000,94,32,64,44,27,42,1584662400,230,5,5.438079309,2.11E-06,-13.06932944,3.912023005,1.54E-06,-2439.069362,0.976701537,1.31E-21,6.19E-08,1.54E-06,-2457.57677,0.976701537,1.31E-21,6.19E-08
28,Poland,POL,124.0615696,25299.97435,38265226,22897449,15088963,60.278,39.722,77.45121951,39.700001,1,World,150,Europe,151,Eastern Europe,,,Poland,616,,,,Developed,Poland,7582,286,668,6628,160,200,8,156493,4135,37910000,68,60,64,93,38,29,1586822400,6934,30,8.844192126,0.000182907,-8.606533361,5.298317367,1.54E-06,-2441.240031,0.978356646,4.40E-22,5.96E-08,1.54E-06,-2458.690756,0.978356646,4.40E-22,5.96E-08
57,Poland,POL,124.0615696,25299.97435,38265226,22897449,15088963,60.278,39.722,77.45121951,39.700001,1,World,150,Europe,151,Eastern Europe,,,Poland,616,,,,Developed,Poland,7582,286,668,6628,160,200,8,156493,4135,37910000,68,60,64,93,38,29,1585958400,3383,20,8.126518169,8.92E-05,-9.324207319,5.298317367,1.54E-06,-2441.240031,0.978356646,4.40E-22,5.96E-08,1.54E-06,-2458.690756,0.978356646,4.40E-22,5.96E-08
66,Poland,POL,124.0615696,25299.97435,38265226,22897449,15088963,60.278,39.722,77.45121951,39.700001,1,World,150,Europe,151,Eastern Europe,,,Poland,616,,,,Developed,Poland,7582,286,668,6628,160,200,8,156493,4135,37910000,68,60,64,93,38,29,1585094400,901,10,6.803505258,2.38E-05,-10.64722023,5.298317367,1.54E-06,-2441.240031,0.978356646,4.40E-22,5.96E-08,1.54E-06,-2458.690756,0.978356646,4.40E-22,5.96E-08
69,Poland,POL,124.0615696,25299.97435,38265226,22897449,15088963,60.278,39.722,77.45121951,39.700001,1,World,150,Europe,151,Eastern Europe,,,Poland,616,,,,Developed,Poland,7582,286,668,6628,160,200,8,156493,4135,37910000,68,60,64,93,38,29,1584662400,355,5,5.872117789,9.36E-06,-11.5786077,5.298317367,1.54E-06,-2441.240031,0.978356646,4.40E-22,5.96E-08,1.54E-06,-2458.690756,0.978356646,4.40E-22,5.96E-08
29,Portugal,PRT,113.0720258,26607.83312,10418473,6578828,3779248,63.514,36.486,81.12439024,43.900002,1,World,150,Europe,39,Southern Europe,,,Portugal,620,,,,Developed,Portugal,18091,599,383,17109,208,1774,59,208314,20430,10197858,63,27,31,104,28,33,1586736000,16585,30,9.716253951,0.001626322,-6.421434305,7.480992163,1.71E-06,-2708.786859,0.954102255,8.70E-18,9.66E-08,1.71E-06,-2724.924547,0.954102255,8.70E-18,9.66E-08
58,Portugal,PRT,113.0720258,26607.83312,10418473,6578828,3779248,63.514,36.486,81.12439024,43.900002,1,World,150,Europe,39,Southern Europe,,,Portugal,620,,,,Developed,Portugal,18091,599,383,17109,208,1774,59,208314,20430,10197858,63,27,31,104,28,33,1585872000,9034,20,9.108750516,0.000885872,-7.02893774,7.480992163,1.71E-06,-2708.786859,0.954102255,8.70E-18,9.66E-08,1.71E-06,-2724.924547,0.954102255,8.70E-18,9.66E-08
67,Portugal,PRT,113.0720258,26607.83312,10418473,6578828,3779248,63.514,36.486,81.12439024,43.900002,1,World,150,Europe,39,Southern Europe,,,Portugal,620,,,,Developed,Portugal,18091,599,383,17109,208,1774,59,208314,20430,10197858,63,27,31,104,28,33,1585008000,2060,10,7.630461262,0.000202003,-8.507226994,7.480992163,1.71E-06,-2708.786859,0.954102255,8.70E-18,9.66E-08,1.71E-06,-2724.924547,0.954102255,8.70E-18,9.66E-08
70,Portugal,PRT,113.0720258,26607.83312,10418473,6578828,3779248,63.514,36.486,81.12439024,43.900002,1,World,150,Europe,39,Southern Europe,,,Portugal,620,,,,Developed,Portugal,18091,599,383,17109,208,1774,59,208314,20430,10197858,63,27,31,104,28,33,1584576000,642,5,6.464588304,6.30E-05,-9.673099953,7.480992163,1.71E-06,-2708.786859,0.954102255,8.70E-18,9.66E-08,1.71E-06,-2724.924547,0.954102255,8.70E-18,9.66E-08
30,Qatar,QAT,213.7415159,119749.4285,2481539,2455359,26180,98.945,1.0549999,78.036,31.299999,1,World,142,Asia,145,Western Asia,,,Qatar,634,,,,Developing,Qatar,3711,7,406,3298,37,1288,2,54484,18911,2881211,93,25,55,80,,,1586563200,2512,30,7.828834528,0.000871856,-7.044886722,7.160845907,8.49E-07,-1340.099611,0.965514713,7.36E-21,3.99E-08,8.49E-07,-1354.973333,0.965514713,7.36E-21,3.99E-08
59,Qatar,QAT,213.7415159,119749.4285,2481539,2455359,26180,98.945,1.0549999,78.036,31.299999,1,World,142,Asia,145,Western Asia,,,Qatar,634,,,,Developing,Qatar,3711,7,406,3298,37,1288,2,54484,18911,2881211,93,25,55,80,,,1585699200,781,20,6.66057515,0.000271067,-8.2131461,7.160845907,8.49E-07,-1340.099611,0.965514713,7.36E-21,3.99E-08,8.49E-07,-1354.973333,0.965514713,7.36E-21,3.99E-08
68,Qatar,QAT,213.7415159,119749.4285,2481539,2455359,26180,98.945,1.0549999,78.036,31.299999,1,World,142,Asia,145,Western Asia,,,Qatar,634,,,,Developing,Qatar,3711,7,406,3298,37,1288,2,54484,18911,2881211,93,25,55,80,,,1584835200,481,10,6.17586727,0.000166944,-8.69785398,7.160845907,8.49E-07,-1340.099611,0.965514713,7.36E-21,3.99E-08,8.49E-07,-1354.973333,0.965514713,7.36E-21,3.99E-08
71,Qatar,QAT,213.7415159,119749.4285,2481539,2455359,26180,98.945,1.0549999,78.036,31.299999,1,World,142,Asia,145,Western Asia,,,Qatar,634,,,,Developing,Qatar,3711,7,406,3298,37,1288,2,54484,18911,2881211,93,25,55,80,,,1584403200,439,5,6.084499413,0.000152366,-8.789221837,7.160845907,8.49E-07,-1340.099611,0.965514713,7.36E-21,3.99E-08,8.49E-07,-1354.973333,0.965514713,7.36E-21,3.99E-08
31,Romania,ROU,86.12430894,20556.00364,19876621,10677968,9137513,53.887,46.112999,75.01219512,41.299999,1,World,150,Europe,151,Eastern Europe,,,Romania,642,,,,Developed,Romania,7216,372,1217,5627,245,375,19,74827,3890,19242667,90,30,42,90,52,20,1586822400,6633,30,8.79981247,0.000344703,-7.972828142,5.926926026,1.57E-06,-2488.517205,0.982980217,1.23E-23,5.37E-08,1.57E-06,-2505.289845,0.982980217,1.23E-23,5.37E-08
60,Romania,ROU,86.12430894,20556.00364,19876621,10677968,9137513,53.887,46.112999,75.01219512,41.299999,1,World,150,Europe,151,Eastern Europe,,,Romania,642,,,,Developed,Romania,7216,372,1217,5627,245,375,19,74827,3890,19242667,90,30,42,90,52,20,1585958400,3183,20,8.065579427,0.000165414,-8.707061184,5.926926026,1.57E-06,-2488.517205,0.982980217,1.23E-23,5.37E-08,1.57E-06,-2505.289845,0.982980217,1.23E-23,5.37E-08
69,Romania,ROU,86.12430894,20556.00364,19876621,10677968,9137513,53.887,46.112999,75.01219512,41.299999,1,World,150,Europe,151,Eastern Europe,,,Romania,642,,,,Developed,Romania,7216,372,1217,5627,245,375,19,74827,3890,19242667,90,30,42,90,52,20,1585094400,762,10,6.635946556,3.96E-05,-10.13669406,5.926926026,1.57E-06,-2488.517205,0.982980217,1.23E-23,5.37E-08,1.57E-06,-2505.289845,0.982980217,1.23E-23,5.37E-08
72,Romania,ROU,86.12430894,20556.00364,19876621,10677968,9137513,53.887,46.112999,75.01219512,41.299999,1,World,150,Europe,151,Eastern Europe,,,Romania,642,,,,Developed,Romania,7216,372,1217,5627,245,375,19,74827,3890,19242667,90,30,42,90,52,20,1584662400,277,5,5.624017506,1.44E-05,-11.1486231,5.926926026,1.57E-06,-2488.517205,0.982980217,1.23E-23,5.37E-08,1.57E-06,-2505.289845,0.982980217,1.23E-23,5.37E-08
61,Russia,RUS,8.798804045,24516.54995,143888004,106703732,37393138,74.05,25.950001,71.16829268,38.700001,1,World,150,Europe,151,Eastern Europe,,,Russia,643,,,,Developed,Russia,24490,198,1986,22306,8,168,1,1517992,10402,145773810,93,39,36,95,81,20,1586217600,6343,20,8.755107122,4.35E-05,-10.04245961,5.123963979,2.14E-06,-3378.534214,0.996593282,8.40E-31,3.40E-08,2.14E-06,-3397.331781,0.996593282,8.40E-31,3.40E-08
70,Russia,RUS,8.798804045,24516.54995,143888004,106703732,37393138,74.05,25.950001,71.16829268,38.700001,1,World,150,Europe,151,Eastern Europe,,,Russia,643,,,,Developed,Russia,24490,198,1986,22306,8,168,1,1517992,10402,145773810,93,39,36,95,81,20,1585353600,1036,10,6.943122423,7.11E-06,-11.85444431,5.123963979,2.14E-06,-3378.534214,0.996593282,8.40E-31,3.40E-08,2.14E-06,-3397.331781,0.996593282,8.40E-31,3.40E-08
